"id","allLetter","area","firstLetter","onlineTime","peopleNumber","platId","platName","proTime","problemTime","regCapital","status1","status2","type"
"1836","mabudai","上海","mbd1","2013-12-12 00:00:00","0","5593","麻布袋","2016-10","2016-10-23 00:00:00","2000","0","0","停业"
"1837","toudebao","北京","tdb3","2015-01-01 00:00:00","0","2023","投德宝","2016-10","2016-10-22 00:00:00","5000","0","0","停业"
"1838","fuyingwanbao","福建","fywb","2015-11-20 00:00:00","0","3623","福赢万宝","2016-10","2016-10-22 00:00:00","7000","0","0","停业"
"1839","youbangdai5","河南","ybd5","2015-12-02 00:00:00","0","5538","友邦贷","2016-10","2016-10-22 00:00:00","3000","0","1","停业"
"1840","rongtutianxia","江苏","rttx","2015-03-25 00:00:00","0","3732","融途天下","2016-10","2016-10-21 00:00:00","0","0","1","停业"
"1841","","安徽","","2015-03-13 00:00:00","0","5885","皖北金融","2016-10","2016-10-21 00:00:00","1000","0","1","停业"
"1842","guangrongzaixian","广东","grzx","2013-08-26 00:00:00","0","275","广融在线","2016-10","2016-10-20 00:00:00","500","0","0","停业"
"1843","yaolongcaifu","河北","yltz","2015-12-20 00:00:00","0","4314","耀隆财富","2016-10","2016-10-20 00:00:00","0","0","1","停业"
"1844","","广东","","2016-09-13 00:00:00","0","6055","浪尖金融","2016-10","2016-10-19 00:00:00","1000","0","1","停业"
"1845","zijiaosuo","上海","zjs2","2015-07-03 00:00:00","0","2940","资交所","2016-10","2016-10-18 00:00:00","3000","0","0","停业"
"1846","yaomiwang","北京","ymw","2014-07-18 00:00:00","0","3034","舀米网","2016-10","2016-10-18 00:00:00","5000","0","0","停业"
"1847","","湖北","","2014-09-01 00:00:00","0","5856","丰睿贷","2016-10","2016-10-18 00:00:00","5000","0","1","停业"
"1848","boyuantouzi","四川","bytz","2013-09-09 00:00:00","0","3681","博源投资","2016-10","2016-10-18 00:00:00","1000","0","1","提现困难"
"1849","jiajinsuo","上海","jjs2","2015-09-11 00:00:00","0","5063","家金所","2016-10","2016-10-18 00:00:00","10000","0","0","转型"
"1850","duoduotouzi","北京","ddtz","2014-04-29 00:00:00","0","768","多多投资","2016-10","2016-10-17 00:00:00","1000","0","0","停业"
"1851","lanronghui","北京","lrh","2014-06-23 00:00:00","0","1207","蓝融汇","2016-10","2016-10-17 00:00:00","1000","0","0","停业"
"1852","dianzidai","广东","dzdai","2015-01-13 00:00:00","0","1933","电子贷","2016-10","2016-10-17 00:00:00","10000","0","1","停业"
"1853","eyuandai","陕西","eyd5","2014-07-08 00:00:00","0","2172","e元贷","2016-10","2016-10-17 00:00:00","1000","0","0","停业"
"1854","duolaqiandai","北京","dlqd","2015-11-24 00:00:00","0","3502","哆啦钱袋","2016-10","2016-10-17 00:00:00","0","0","0","停业"
"1855","duanpingkuailicai","广东","dpklc","2016-03-17 00:00:00","0","4225","短平快理财","2016-10","2016-10-17 00:00:00","10300","0","0","停业"
"1856","zhifudai1","山东","zfd2","2015-11-27 00:00:00","0","4994","智富贷","2016-10","2016-10-17 00:00:00","2000","0","0","停业"
"1857","dingyuanzichan","浙江","dyzc","2014-09-26 00:00:00","0","5077","鼎源资产","2016-10","2016-10-17 00:00:00","5000","0","0","停业"
"1858","daishulicai2","广东","dslc2","2015-05-25 00:00:00","0","5406","贷鼠理财","2016-10","2016-10-17 00:00:00","2000","0","0","停业"
"1859","zhexingcaifu6","浙江","zxcf6","2015-08-08 00:00:00","0","5410","浙星财富","2016-10","2016-10-17 00:00:00","10000","0","0","停业"
"1860","yicaidai","湖南","ycd16","2014-11-14 00:00:00","0","5647","亿财贷","2016-10","2016-10-17 00:00:00","0","0","1","停业"
"1861","","陕西","","2014-12-01 00:00:00","0","6163","钱在钱","2016-10","2016-10-17 00:00:00","2000","0","1","停业"
"1862","zhongdingzaixian","福建","zdzx","2014-08-05 00:00:00","0","1259","中鼎在线","2016-10","2016-10-17 00:00:00","20000","0","0","提现困难"
"1863","zhongbaocaifu","上海","zbcf","2013-10-26 00:00:00","0","385","中宝财富","2016-10","2016-10-17 00:00:00","5500","0","0","跑路"
"1864","dujinwang","北京","djw","2014-12-10 00:00:00","0","1620","度金网","2016-10","2016-10-17 00:00:00","5000","0","1","跑路"
"1865","duocaiduoyi","广东","dcdy","2015-04-17 00:00:00","0","2201","多财多益","2016-10","2016-10-17 00:00:00","5000","0","0","跑路"
"1866","dongyuejinrong","山东","dyjr3","2015-03-31 00:00:00","0","4905","东岳金融","2016-10","2016-10-17 00:00:00","100","0","1","跑路"
"1867","shunlidai","安徽","sld1","2015-10-15 00:00:00","0","5084","顺利贷","2016-10","2016-10-17 00:00:00","10000","0","0","跑路"
"1868","dingshengjiedai","浙江","dsjd","2014-11-20 00:00:00","0","5460","鼎盛借贷","2016-10","2016-10-17 00:00:00","3000","0","0","跑路"
"1869","dengwodai2","四川","dwd2","2015-06-13 00:00:00","0","5461","等我贷","2016-10","2016-10-17 00:00:00","3900","0","1","跑路"
"1870","dingxintouzi","辽宁","dxtz2","2015-03-30 00:00:00","0","5463","鼎信投资","2016-10","2016-10-17 00:00:00","5000","0","0","跑路"
"1871","baofenglong","山东","bfl","2015-03-20 00:00:00","0","5464","宝丰隆","2016-10","2016-10-17 00:00:00","500","0","0","跑路"
"1872","hongchuantouzi","山东","hctz","2014-09-29 00:00:00","0","5465","鸿川投资","2016-10","2016-10-17 00:00:00","1200","0","0","跑路"
"1873","youdaolicai","广东","ydlc1","2014-10-08 00:00:00","0","3900","PPMAX有道理财","2016-10","2016-10-15 00:00:00","10000","0","0","停业"
"1874","","北京","","2016-08-25 00:00:00","0","6058","博金在线","2016-10","2016-10-15 00:00:00","1000","0","1","停业"
"1875","zhongxinsuo","广东","zxs","2015-09-09 00:00:00","0","3058","众信所","2016-10","2016-10-14 00:00:00","5000","0","0","停业"
"1876","lianhejinrong001","北京","lhjr3","2015-06-15 00:00:00","0","4607","联合金融","2016-10","2016-10-14 00:00:00","0","0","1","停业"
"1877","huitouzi2","北京","htz2","2014-06-18 00:00:00","0","6003","惠投资","2016-10","2016-10-14 00:00:00","1000","0","0","停业"
"1878","shandongdingyucaifu","山东","dycf11","2015-11-11 00:00:00","0","4766","鼎裕财富","2016-10","2016-10-13 00:00:00","5000","0","0","停业"
"1879","xinrongtouzi2","北京","xrtz2","2016-08-22 00:00:00","0","5517","欣融投资","2016-10","2016-10-13 00:00:00","0","0","1","跑路"
"1880","liweitouzi","云南","lwtz","2016-09-11 00:00:00","0","5518","力为投资","2016-10","2016-10-13 00:00:00","0","0","1","跑路"
"1881","","广东","","2016-04-29 00:00:00","0","6079","微笑金融","2016-10","2016-10-12 00:00:00","1100","0","1","停业"
"1882","caijinghui","北京","cjh","2014-12-24 00:00:00","0","1316","财菁汇","2016-10","2016-10-11 00:00:00","500","0","1","停业"
"1883","qianyiwang","北京","qyw","2014-12-22 00:00:00","0","1321","钱易网","2016-10","2016-10-11 00:00:00","0","0","1","停业"
"1884","xinhongziben","安徽","xhzb","2014-12-17 00:00:00","0","5091","鑫宏资本","2016-10","2016-10-11 00:00:00","0","0","1","跑路"
"1885","duoduodai","广东","ddd4","2014-03-15 00:00:00","0","1145","多多贷","2016-10","2016-10-10 00:00:00","1200","0","0","提现困难"
"1886","zhongtoutianxia","北京","zttx","2016-09-06 00:00:00","0","5580","众投天下","2016-10","2016-10-10 00:00:00","3000","0","0","跑路"
"1887","feirongwang","湖北","frw7","2014-09-10 00:00:00","0","1029","飞融网","2016-10","2016-10-09 00:00:00","2000","0","0","停业"
"1888","yushangziben","湖南","yszb","2015-05-18 00:00:00","0","2065","禹上资本","2016-10","2016-10-09 00:00:00","2500","0","1","跑路"
"1889","baoyujinrongchaoshi","广东","byjrcs","2014-11-20 00:00:00","0","3604","宝玉金融超市","2016-10","2016-10-09 00:00:00","10000","0","0","跑路"
"1890","zhongnengyidai","浙江","znyd","2016-06-21 00:00:00","0","5051","中能宜贷","2016-10","2016-10-09 00:00:00","3000","0","0","跑路"
"1891","anyirong","陕西","ayr","2014-01-01 00:00:00","0","540","安易融","2016-10","2016-10-08 00:00:00","1000","0","0","停业"
"1892","xiaolongjintou","浙江","xljt","2016-08-08 00:00:00","0","6220","小龙金投","2016-10","2016-10-08 00:00:00","1000","0","0","停业"
"1893","chuangyidai","海南","cyd3","2015-02-13 00:00:00","0","2916","创一贷","2016-10","2016-10-08 00:00:00","1000","0","0","转型"
"1894","tongcaifu2","福建","tcf2","2015-12-06 00:00:00","0","6040","通财富","2016-10","2016-10-06 00:00:00","5000","0","0","停业"
"1895","duolicaifu","浙江","dlcf","2016-01-08 00:00:00","0","4094","多粒财富","2016-10","2016-10-05 00:00:00","6000","0","1","停业"
"1896","congdai","福建","cd","2014-10-01 00:00:00","0","1432","聪贷","2016-10","2016-10-01 00:00:00","100","0","1","停业"
"1897","renrenpeizi","浙江","rrpz","2014-06-16 00:00:00","0","1968","人人配资","2016-10","2016-10-01 00:00:00","1000","0","1","停业"
"1898","dongxudai","天津","dxd5","2015-05-01 00:00:00","0","4912","东旭贷","2016-10","2016-10-01 00:00:00","1000","0","1","停业"
"1899","chenzhongtouzi","广西","cztz","2016-06-01 00:00:00","0","5773","臣中投资","2016-10","2016-10-01 00:00:00","6000","0","0","停业"
"1900","","江苏","","2015-02-14 00:00:00","0","6070","坤盛财富","2016-10","2016-10-01 00:00:00","1000","0","1","停业"
"1901","","安徽","","2016-08-01 00:00:00","0","6078","层峰创融","2016-10","2016-10-01 00:00:00","5000","0","1","停业"
"1902","yifagesidai2","广东","yfgsd2","2015-02-08 00:00:00","0","6192","易发个私贷","2016-10","2016-10-01 00:00:00","5300","0","0","停业"
"1903","xinhengyidai","广东","xhyd","2015-05-01 00:00:00","0","6208","新恒易贷","2016-10","2016-10-01 00:00:00","1000","0","0","停业"
"1904","jinyuyidai","广东","jyyd","2015-06-18 00:00:00","0","6209","金钰易贷","2016-10","2016-10-01 00:00:00","5000","0","0","停业"
"1905","huiqundai2","上海","hqd2","2014-04-01 00:00:00","0","6210","惠群贷","2016-10","2016-10-01 00:00:00","1000","0","0","停业"
"1906","tongyandai2","山东","tyd2","2014-11-05 00:00:00","0","6212","同言贷","2016-10","2016-10-01 00:00:00","1000","0","0","停业"
"1907","huijinfeng","广东","hjf","2014-08-18 00:00:00","0","1100","汇金丰","2016-09","2016-09-30 00:00:00","30000","0","0","停业"
"1908","anfudai","浙江","afd","2014-12-23 00:00:00","0","1816","安付贷","2016-09","2016-09-30 00:00:00","1200","0","0","停业"
"1909","wanwandai","广东","wwd11","2014-10-24 00:00:00","0","4749","万万贷","2016-09","2016-09-30 00:00:00","5000","0","0","停业"
"1910","anyinghuitong","浙江","ayht","2015-10-26 00:00:00","0","5083","安盈汇通","2016-09","2016-09-30 00:00:00","5180","0","0","停业"
"1911","aicaike","上海","ack","2013-11-28 00:00:00","0","5254","爱财客","2016-09","2016-09-30 00:00:00","100","0","0","停业"
"1912","zhengyuanziben","浙江","zyzb2","2016-08-15 00:00:00","0","6187","正元资本","2016-09","2016-09-30 00:00:00","1000","0","0","停业"
"1913","haitunzaixian","广东","htzx","2016-03-29 00:00:00","0","4886","海豚在线","2016-09","2016-09-30 00:00:00","100","0","0","跑路"
"1914","lintaitouzi2","江苏","lttz2","2015-10-16 00:00:00","0","5010","林泰投资","2016-09","2016-09-30 00:00:00","1000","0","0","跑路"
"1915","longtoudai2","山东","ltd2","2015-05-16 00:00:00","0","5022","隆投贷","2016-09","2016-09-30 00:00:00","2000","0","0","跑路"
"1916","aisudai2","江苏","asd2","2016-03-27 00:00:00","0","5260","爱速贷","2016-09","2016-09-30 00:00:00","5000","0","0","跑路"
"1917","anshuncaifu","山东","ascf","2015-03-20 00:00:00","0","5274","安顺财富","2016-09","2016-09-30 00:00:00","1000","0","0","跑路"
"1918","yongshengtouzi","辽宁","ystz","2016-03-28 00:00:00","0","5554","永生投资","2016-09","2016-09-30 00:00:00","0","0","1","跑路"
"1919","jinduedai","广东","jded","2014-05-09 00:00:00","0","594","金都e贷","2016-09","2016-09-29 00:00:00","1000","0","0","停业"
"1920","rongtoujinrong","北京","rtjr8","2015-12-10 00:00:00","0","4063","融头金融","2016-09","2016-09-29 00:00:00","10020","0","0","停业"
"1921","qianfengjinrong","浙江","qfjr","2016-02-16 00:00:00","0","4224","乾丰金融","2016-09","2016-09-29 00:00:00","2000","0","0","停业"
"1922","yutudai4","上海","ytd4","2014-11-10 00:00:00","0","5298","玉兔贷","2016-09","2016-09-29 00:00:00","3000","0","0","停业"
"1923","","山西","","2015-11-29 00:00:00","0","6054","三晋聚财","2016-09","2016-09-29 00:00:00","10000","0","1","停业"
"1924","guochengjinrong","上海","gcjr","2013-09-26 00:00:00","0","311","国诚金融","2016-09","2016-09-29 00:00:00","5000","0","0","提现困难"
"1925","shengdianwang2","广东","sdw2","2016-04-16 00:00:00","0","5301","圣典网","2016-09","2016-09-29 00:00:00","1500","0","0","提现困难"
"1926","tianxijinrong","北京","txjr","2015-05-09 00:00:00","0","2182","天玺金融","2016-09","2016-09-28 00:00:00","5000","0","0","停业"
"1927","lingnandai","广东","lnd","2015-02-05 00:00:00","0","1596","岭南贷","2016-09","2016-09-27 00:00:00","1000","0","1","停业"
"1928","puhuijinyaoshi","河北","phjys","2015-04-18 00:00:00","0","1900","普惠金钥匙","2016-09","2016-09-27 00:00:00","5000","0","0","停业"
"1929","niuhuohuo","广东","nhh","2015-03-12 00:00:00","0","2047","牛火火","2016-09","2016-09-27 00:00:00","5000","0","0","停业"
"1930","nongjinsuo","安徽","njs","2015-07-07 00:00:00","0","2250","农金所","2016-09","2016-09-27 00:00:00","5000","0","1","停业"
"1931","qingsonglicai091","湖南","qslc091","2015-10-16 00:00:00","0","3471","青松理财","2016-09","2016-09-27 00:00:00","1000","0","0","停业"
"1932","bangbangjinrong","湖北","bbjr","2016-01-16 00:00:00","0","4188","帮帮金融","2016-09","2016-09-27 00:00:00","5000","0","0","停业"
"1933","zhuangyuandai","山东","zyd11","2014-12-18 00:00:00","0","4503","状元贷","2016-09","2016-09-27 00:00:00","5000","0","0","停业"
"1934","jinewangdai","甘肃","jewd","2015-09-24 00:00:00","0","4718","金e网贷","2016-09","2016-09-27 00:00:00","5000","0","0","停业"
"1935","tiananfangke","广东","tafk","2016-06-06 00:00:00","0","4861","天安房客","2016-09","2016-09-27 00:00:00","1000","0","0","停业"
"1936","xiaoyangjinrong","山东","xyjr","2015-08-04 00:00:00","0","5280","小样金融","2016-09","2016-09-27 00:00:00","5000","0","0","停业"
"1937","","山东","","2015-07-15 00:00:00","0","5846","黎明创投","2016-09","2016-09-27 00:00:00","2800","0","1","停业"
"1938","","广东","","2015-07-11 00:00:00","0","5876","亿昌贷","2016-09","2016-09-27 00:00:00","1000","0","1","停业"
"1939","","山东","","2015-06-15 00:00:00","0","5877","蓝海创投","2016-09","2016-09-27 00:00:00","3000","0","1","停业"
"1940","","广东","","2014-10-21 00:00:00","0","5929","理理财","2016-09","2016-09-27 00:00:00","1000","0","1","停业"
"1941","","山东","","2015-03-01 00:00:00","0","5950","乐园财富","2016-09","2016-09-27 00:00:00","3000","0","1","停业"
"1942","dianjinrong","北京","djr","2015-01-19 00:00:00","0","1863","点金融","2016-09","2016-09-27 00:00:00","5000","0","0","提现困难"
"1943","fufujinrong1","广东","ffjr2","2014-06-18 00:00:00","0","5329","福福金融","2016-09","2016-09-27 00:00:00","10000","0","1","提现困难"
"1944","xueguochuangtou","山东","xgct","2015-03-08 00:00:00","0","1607","薛国创投","2016-09","2016-09-27 00:00:00","1000","0","0","跑路"
"1945","lancaizhu","四川","lcz","2015-07-15 00:00:00","0","2349","懒财主","2016-09","2016-09-27 00:00:00","1000","0","0","跑路"
"1946","yuechedai","湖南","ycd8","2015-10-19 00:00:00","0","3215","悦车贷","2016-09","2016-09-27 00:00:00","1000","0","0","跑路"
"1947","caixiansheng12","江苏","cxs12","2016-05-23 00:00:00","0","4600","财先生","2016-09","2016-09-27 00:00:00","3000","0","0","跑路"
"1948","mengxiangdai3","上海","mxd3","2015-07-07 00:00:00","0","5214","梦想贷","2016-09","2016-09-27 00:00:00","10","0","0","跑路"
"1949","shengdacaifu2","浙江","sdcf2","2016-07-09 00:00:00","0","5278","盛达财富","2016-09","2016-09-27 00:00:00","680","0","0","跑路"
"1950","huixincaifu2","江苏","hxcf2","2015-07-25 00:00:00","0","5282","慧鑫财富","2016-09","2016-09-27 00:00:00","0","0","1","跑路"
"1951","","山东","","2015-01-01 00:00:00","0","5867","联汇金融","2016-09","2016-09-27 00:00:00","1200","0","1","跑路"
"1952","leshidai","浙江","lsd8","2015-11-18 00:00:00","0","5472","乐事贷","2016-09","2016-09-26 00:00:00","100","0","0","停业"
"1953","","山东","","2016-08-18 00:00:00","0","6077","四维金服","2016-09","2016-09-25 00:00:00","1000","0","1","停业"
"1954","haomadai4","河南","hmd4","2015-08-01 00:00:00","0","6188","号码贷","2016-09","2016-09-23 00:00:00","6001","0","0","停业"
"1955","","江苏","","2015-11-18 00:00:00","0","5772","德勤财|德勤创投","2016-09","2016-09-23 00:00:00","1000","0","1","提现困难"
"1956","yilufachuangtou","安徽","ylfct","2014-07-22 00:00:00","0","1049","一路发创投","2016-09","2016-09-22 00:00:00","1000","0","0","停业"
"1957","chedaile","湖南","cdl","2014-02-17 00:00:00","0","3695","车贷乐","2016-09","2016-09-22 00:00:00","100","0","0","停业"
"1958","wotounidai","福建","wtnd","2014-01-01 00:00:00","0","3845","我投你贷","2016-09","2016-09-22 00:00:00","1100","0","0","停业"
"1959","dazhongchuangtou","山东","dzct","2015-04-13 00:00:00","0","5215","大众创投","2016-09","2016-09-22 00:00:00","1000","0","1","停业"
"1960","","上海","","2015-04-09 00:00:00","0","5892","融诚网","2016-09","2016-09-22 00:00:00","3000","0","1","停业"
"1961","","山东","","2015-04-01 00:00:00","0","5938","鑫易贷","2016-09","2016-09-22 00:00:00","1000","0","1","停业"
"1962","huangjiajinrong3","广东","hjjr3","2015-01-06 00:00:00","0","4707","皇家金融","2016-09","2016-09-22 00:00:00","3000","0","0","跑路"
"1963","rongchanglicai","上海","rclc","2016-06-05 00:00:00","0","4788","融昌理财","2016-09","2016-09-22 00:00:00","0","0","1","跑路"
"1964","108dai","广东","108d","2015-02-26 00:00:00","0","5212","108贷","2016-09","2016-09-22 00:00:00","500","0","0","跑路"
"1965","jinrongyibei","上海","jryb","2016-08-05 00:00:00","0","4667","金融易倍","2016-09","2016-09-21 00:00:00","10000","0","0","停业"
"1966","chuangyingdai6","广东","cyd6","2015-09-21 00:00:00","0","5757","创赢贷","2016-09","2016-09-21 00:00:00","1000","0","1","停业"
"1967","","云南","","2016-07-01 00:00:00","0","5859","财金投资","2016-09","2016-09-21 00:00:00","0","0","1","跑路"
"1968","","山东","","2015-04-10 00:00:00","0","5946","汇旭财富","2016-09","2016-09-21 00:00:00","1000","0","1","跑路"
"1969","aikangtouzi","浙江","aktz","2014-09-02 00:00:00","0","830","爱康投资","2016-09","2016-09-20 00:00:00","5000","0","0","停业"
"1970","weiyindai","湖南","wyd5","2015-03-01 00:00:00","0","2051","微银贷","2016-09","2016-09-20 00:00:00","5000","0","1","停业"
"1971","qianquwang","陕西","qqw","2015-06-01 00:00:00","0","2224","钱趣网","2016-09","2016-09-20 00:00:00","3000","0","0","停业"
"1972","qianyibao","广东","qyb","2015-02-04 00:00:00","0","2473","乾易宝","2016-09","2016-09-20 00:00:00","10000","0","1","停业"
"1973","anxinwangdai","广东","axwd","2015-07-18 00:00:00","0","2526","安信网贷","2016-09","2016-09-20 00:00:00","3000","0","0","停业"
"1974","lirongbao","安徽","lrb","2015-05-10 00:00:00","0","2893","理融宝","2016-09","2016-09-20 00:00:00","3000","0","0","停业"
"1975","sanzhixiaoyang","江苏","szxy","2015-10-20 00:00:00","0","3206","三只小羊","2016-09","2016-09-20 00:00:00","1000","0","1","停业"
"1976","huixindai2","上海","hxd7","2013-04-01 00:00:00","0","3655","慧信贷","2016-09","2016-09-20 00:00:00","100","0","0","停业"
"1977","aajinrong","北京","aajr","2015-11-11 00:00:00","0","4133","AA金融","2016-09","2016-09-20 00:00:00","10000","0","0","停业"
"1978","jijinhui","湖南","jjh8","2015-11-11 00:00:00","0","4238","积金汇","2016-09","2016-09-20 00:00:00","1000","0","0","停业"
"1979","shuntianzecaifu","山东","stzcf","2015-11-20 00:00:00","0","4432","舜添泽财富","2016-09","2016-09-20 00:00:00","2000","0","0","停业"
"1980","2025jinrong","北京","2025jr","2015-11-16 00:00:00","0","4728","2025金融","2016-09","2016-09-20 00:00:00","2000","0","0","停业"
"1981","668xindaiwang","湖南","668xdw","2014-07-09 00:00:00","0","4777","668信贷网","2016-09","2016-09-20 00:00:00","100","0","0","停业"
"1982","789jinrong","重庆","789jr","2015-07-13 00:00:00","0","4779","789金融","2016-09","2016-09-20 00:00:00","5000","0","0","停业"
"1983","aichengdui1","山东","acd1","2015-11-03 00:00:00","0","4786","爱承兑","2016-09","2016-09-20 00:00:00","1000","0","0","停业"
"1984","huiyingzaixian","广东","hyzx","2015-02-09 00:00:00","0","4874","惠盈在线","2016-09","2016-09-20 00:00:00","1000","0","0","停业"
"1985","fanyawang","广东","fyw","2015-05-29 00:00:00","0","4878","泛融网","2016-09","2016-09-20 00:00:00","2000","0","0","停业"
"1986","shenzhendai4","广东","szd4","2013-07-18 00:00:00","0","4882","深圳贷","2016-09","2016-09-20 00:00:00","5000","0","0","停业"
"1987","aymyunjinrong","河南","atmyjr","2015-08-31 00:00:00","0","4894","ATM云金融","2016-09","2016-09-20 00:00:00","1001","0","0","停业"
"1988","oubangdai","浙江","obd","2015-10-29 00:00:00","0","4969","欧邦贷","2016-09","2016-09-20 00:00:00","5000","0","0","停业"
"1989","xiaomuji","河北","xmj","2015-05-18 00:00:00","0","5080","小母鸡","2016-09","2016-09-20 00:00:00","1000","0","0","停业"
"1990","tianxicaifu2","浙江","txcf2","2015-07-08 00:00:00","0","5087","天玺财富","2016-09","2016-09-20 00:00:00","5000","0","0","停业"
"1991","yunmaizaixian","浙江","ymzx","2015-11-18 00:00:00","0","5136","云麦在线","2016-09","2016-09-20 00:00:00","5000","0","0","停业"
"1992","anxintou2","四川","axt2","2015-08-06 00:00:00","0","5185","安信投","2016-09","2016-09-20 00:00:00","1000","0","0","停业"
"1993","anshengchuangtou","山西","asct","2014-11-03 00:00:00","0","5202","安盛创投","2016-09","2016-09-20 00:00:00","508","0","0","停业"
"1994","niannianyouyu","上海","nnyy","2015-07-10 00:00:00","0","5203","年年有余","2016-09","2016-09-20 00:00:00","3000","0","0","停业"
"1995","jinwumofang","北京","jwmf","2015-08-13 00:00:00","0","2780","金屋魔方","2016-09","2016-09-20 00:00:00","1000","0","0","提现困难"
"1996","tuopinbao","广东","tpb","2015-12-18 00:00:00","0","4782","脱贫宝","2016-09","2016-09-20 00:00:00","5000","0","0","提现困难"
"1997","nongcunbao","广东","ncb2","2015-12-08 00:00:00","0","4781","农村宝","2016-09","2016-09-20 00:00:00","5000","0","0","跑路"
"1998","abaodai3","重庆","abd3","2015-04-01 00:00:00","0","4787","阿宝贷","2016-09","2016-09-20 00:00:00","300","0","0","跑路"
"1999","runhedai3","北京","rhd3","2015-05-13 00:00:00","0","5205","润合贷","2016-09","2016-09-20 00:00:00","5000","0","0","转型"
"2000","bafeidai","江西","bfd","2014-05-17 00:00:00","0","607","巴菲贷","2016-09","2016-09-19 00:00:00","500","0","0","停业"
"2001","jinyuanbao","江西","jyb","2016-05-06 00:00:00","0","5199","金元宝","2016-09","2016-09-19 00:00:00","8000","0","1","跑路"
"2002","aidilicai","北京","adlc","2015-11-11 00:00:00","0","3420","爱迪理财","2016-09","2016-09-17 00:00:00","3000","0","0","停业"
"2003","bainaweidai","吉林","bnwd","2014-09-16 00:00:00","0","1645","百纳微贷","2016-09","2016-09-16 00:00:00","3000","0","0","停业"
"2004","zhongrenlicai","上海","zrlc","2016-08-12 00:00:00","0","4705","众人理财","2016-09","2016-09-16 00:00:00","1000","0","1","停业"
"2005","","福建","","2016-08-28 00:00:00","0","5750","约定理财","2016-09","2016-09-16 00:00:00","1008","0","1","提现困难"
"2006","ruitongyidai2","山东","rtyd2","2014-11-27 00:00:00","0","6173","瑞通易贷临淄站","2016-09","2016-09-15 00:00:00","1000","0","1","停业"
"2007","lingtouke","天津","ltk","2016-04-27 00:00:00","0","4362","领投客","2016-09","2016-09-14 00:00:00","0","0","0","提现困难"
"2008","yueguangbaohe","北京","ygbh","2015-04-26 00:00:00","0","1879","月光宝盒","2016-09","2016-09-14 00:00:00","10000","0","0","跑路"
"2009","huizhibao","浙江","hzb","2016-01-18 00:00:00","0","4181","汇支宝","2016-09","2016-09-14 00:00:00","2000","0","0","跑路"
"2010","guoshengcaifu","广东","gscf1","2015-01-01 00:00:00","0","1776","国盛财富","2016-09","2016-09-13 00:00:00","5000","0","0","停业"
"2011","jingege","广东","jgg","2014-11-19 00:00:00","0","1847","金戈戈","2016-09","2016-09-13 00:00:00","5000","0","0","停业"
"2012","huangjinjie","广东","hjj","2015-02-13 00:00:00","0","1876","黄金街","2016-09","2016-09-13 00:00:00","5000","0","0","停业"
"2013","feicuidai","广东","fcd3","2015-03-27 00:00:00","0","1927","翡翠贷","2016-09","2016-09-13 00:00:00","1000","0","0","停业"
"2014","jiazhidai3","江苏","jzd3","2016-06-07 00:00:00","0","4896","价值贷","2016-09","2016-09-13 00:00:00","1000","0","0","停业"
"2015","","云南","","2015-03-01 00:00:00","0","6080","保利贷贷网","2016-09","2016-09-13 00:00:00","3000","0","1","停业"
"2016","duoduobao","广东","ddb2","2015-05-19 00:00:00","0","2004","多多宝","2016-09","2016-09-13 00:00:00","1000","0","1","跑路"
"2017","riyedai","广东","ryd4","2014-06-21 00:00:00","0","3722","日夜贷","2016-09","2016-09-13 00:00:00","1000","0","0","跑路"
"2018","guangzhoudai","广东","gzd","2015-03-31 00:00:00","0","1726","广州贷","2016-09","2016-09-12 00:00:00","1000","0","0","停业"
"2019","huaronghulianwangjinrong","云南","hrhlwjr","2016-03-16 00:00:00","0","4442","华融互联网金融","2016-09","2016-09-12 00:00:00","3000","0","1","停业"
"2020","tuotuoying","上海","tty1","2016-08-01 00:00:00","0","4730","妥妥赢","2016-09","2016-09-12 00:00:00","0","0","1","停业"
"2021","touchehui","广东","tch","2016-05-23 00:00:00","0","4860","投车惠","2016-09","2016-09-12 00:00:00","5300","0","0","停业"
"2022","","广东","","2014-09-12 00:00:00","0","5758","万方融通","2016-09","2016-09-12 00:00:00","1000","0","1","停业"
"2023","","山东","","2016-08-16 00:00:00","0","6084","宝峰创富","2016-09","2016-09-12 00:00:00","5000","0","1","停业"
"2024","huijujinrong","上海","hjjr5","2015-12-03 00:00:00","0","5482","汇驹金融","2016-09","2016-09-12 00:00:00","10000","0","1","提现困难"
"2025","songcaijubao","浙江","scjb","2016-01-01 00:00:00","0","5510","宋财聚宝","2016-09","2016-09-12 00:00:00","3000","0","0","提现困难"
"2026","babilicai","广东","bblc","2016-04-29 00:00:00","0","4720","芭比理财","2016-09","2016-09-12 00:00:00","3000","0","0","跑路"
"2027","youxuebaoxiaoyuanjinrong","四川","yxbxyjr","2015-11-11 00:00:00","0","3673","优学宝","2016-09","2016-09-11 00:00:00","1000","0","1","停业"
"2028","zhangdaocaifu","重庆","zdcf5","2015-11-11 00:00:00","0","4054","掌道财富","2016-09","2016-09-11 00:00:00","5000","0","0","停业"
"2029","tainiulicai","上海","tnlc","2016-03-01 00:00:00","0","4529","泰牛理财","2016-09","2016-09-11 00:00:00","2000","0","0","停业"
"2030","guochubao","上海","gcb","2015-12-15 00:00:00","0","5346","国储网","2016-09","2016-09-11 00:00:00","8000","0","1","停业"
