"id","allLetter","area","firstLetter","onlineTime","peopleNumber","platId","platName","proTime","problemTime","regCapital","status1","status2","type"
"572","yahoucaifu1","浙江","yhcf1","2015-05-18 00:00:00","0","3547","亚厚财富","2015-11","2015-11-27 00:00:00","2000","0","0","跑路"
"573","hezhongrongtong","浙江","hzrt","2015-03-05 00:00:00","0","3548","合众融通","2015-11","2015-11-27 00:00:00","500","0","0","跑路"
"574","liulinglinglingdai","广东","lllld","2015-11-20 00:00:00","0","3550","6000贷","2015-11","2015-11-27 00:00:00","1000","0","0","跑路"
"575","hengtongjinrong1","上海","htjr1","2015-05-18 00:00:00","0","3551","恒通金融","2015-11","2015-11-27 00:00:00","1000","0","0","跑路"
"576","yinshengyida2","湖北","ysyd2","2015-07-08 00:00:00","0","4803","银盛亿达","2015-11","2015-11-27 00:00:00","0","0","1","跑路"
"577","xingyunwang2","浙江","xyw2","2015-05-06 00:00:00","0","4806","星云网","2015-11","2015-11-27 00:00:00","0","0","1","跑路"
"578","daituwang","广东","dtw","2015-02-05 00:00:00","0","1797","贷兔网","2015-11","2015-11-26 00:00:00","2000","0","1","停业"
"579","rijindai1","安徽","rjd1","2015-03-04 00:00:00","0","3528","日金贷","2015-11","2015-11-25 00:00:00","10000","0","0","停业"
"580","jishizaixian","湖北","jszx","2014-07-25 00:00:00","0","895","基石在线","2015-11","2015-11-25 00:00:00","1000","0","0","提现困难"
"581","delihuijin","北京","dlhj","2015-03-07 00:00:00","0","1582","德利汇金","2015-11","2015-11-25 00:00:00","10000","0","0","跑路"
"582","yundinghuirong","北京","ydhr","2015-09-01 00:00:00","0","3523","云鼎汇融","2015-11","2015-11-25 00:00:00","5000","0","0","跑路"
"583","sigeruitetouzi","天津","sgrttz","2015-11-16 00:00:00","0","3524","斯格瑞特投资","2015-11","2015-11-25 00:00:00","1000","0","0","跑路"
"584","xinhuironghe","北京","xhrh","2013-08-26 00:00:00","0","3525","鑫汇融合","2015-11","2015-11-25 00:00:00","1000","0","0","跑路"
"585","zhumindai1","北京","zmd1","2013-08-02 00:00:00","0","3526","助民贷","2015-11","2015-11-25 00:00:00","0","0","0","跑路"
"586","yinuolicai","天津","ynlc","2015-01-30 00:00:00","0","3527","壹诺理财","2015-11","2015-11-25 00:00:00","1000","0","0","跑路"
"587","hongyidai","上海","hyd77","2014-06-11 00:00:00","0","5407","红易贷","2015-11","2015-11-25 00:00:00","1500","0","1","跑路"
"588","yiroongdai","广东","yrd7","2015-02-26 00:00:00","0","5632","医融贷","2015-11","2015-11-24 00:00:00","1000","0","0","停业"
"589","ronghuanshiyuan","山东","rgsy","2015-03-27 00:00:00","0","3515","荣桓世远","2015-11","2015-11-24 00:00:00","5000","0","0","提现困难"
"590","xinliyuan","山东","xly","2015-05-18 00:00:00","0","2123","鑫利源","2015-11","2015-11-24 00:00:00","1000","0","0","跑路"
"591","lingyidai","广东","lyd4","2014-11-06 00:00:00","0","3514","零一贷","2015-11","2015-11-24 00:00:00","10000","0","0","跑路"
"592","","广西","","2015-11-01 00:00:00","0","5807","恒宏投资","2015-11","2015-11-24 00:00:00","1000","0","1","跑路"
"593","jianshuncaifu3","云南","jscf3","2015-08-10 00:00:00","0","3496","检顺财富","2015-11","2015-11-23 00:00:00","3000","0","0","停业"
"594","","湖南","","2012-12-01 00:00:00","0","6011","国中信贷网","2015-11","2015-11-23 00:00:00","1018","0","1","停业"
"595","","天津","","2014-11-18 00:00:00","0","6119","中利贷","2015-11","2015-11-23 00:00:00","10000","0","1","停业"
"596","youyoudai","福建","yyd8","2012-12-30 00:00:00","0","193","友友贷","2015-11","2015-11-23 00:00:00","3000","0","0","提现困难"
"597","jiqirenjinrong","广东","jqrjr","2015-04-21 00:00:00","0","2472","机器人金融","2015-11","2015-11-23 00:00:00","60000","0","0","提现困难"
"598","hongliangcaifu","广东","hlcf1","2015-09-06 00:00:00","0","2896","宏量财富","2015-11","2015-11-23 00:00:00","2000","0","0","跑路"
"599","boyuanedai","广西","byed","2015-09-10 00:00:00","0","2977","博源e贷","2015-11","2015-11-23 00:00:00","1000","0","0","跑路"
"600","jiudingtouzi2","河北","jdtz2","2015-11-07 00:00:00","0","3490","九鼎投资","2015-11","2015-11-23 00:00:00","10000","0","0","跑路"
"601","longtenglicai1","山东","ltlc1","2015-08-28 00:00:00","0","3495","龙腾理财","2015-11","2015-11-23 00:00:00","1000","0","0","跑路"
"602","xiangtouwang","上海","xtw1","2015-10-26 00:00:00","0","3498","享投网","2015-11","2015-11-23 00:00:00","0","0","0","跑路"
"603","zhongtouruiyintouzi","海南","ztrytz","2015-10-22 00:00:00","0","3499","中投瑞银投资","2015-11","2015-11-23 00:00:00","5000","0","0","跑路"
"604","haoyidai123","山东","hyd123","2013-12-04 00:00:00","0","5520","好易贷","2015-11","2015-11-23 00:00:00","0","0","1","跑路"
"605","duolibaolicai","湖北","dlblc","2014-07-01 00:00:00","0","3494","武汉多利宝","2015-11","2015-11-21 00:00:00","10000","0","0","跑路"
"606","","安徽","","2015-09-01 00:00:00","0","5791","金饭碗","2015-11","2015-11-21 00:00:00","8000","0","1","跑路"
"607","xiangshangdai","湖南","xsd","2014-03-31 00:00:00","0","521","湘商贷","2015-11","2015-11-20 00:00:00","1000","0","0","跑路"
"608","mifengbingtuan","河北","mfbt","2014-11-01 00:00:00","0","1307","蜜蜂兵团","2015-11","2015-11-19 00:00:00","2000","0","0","跑路"
"609","guangshijiejinrong","广东","gsjjr","2015-01-15 00:00:00","0","1357","光世界金融","2015-11","2015-11-18 00:00:00","5000","0","0","跑路"
"610","youcaibao","上海","ycb","2015-08-24 00:00:00","0","3485","油财宝","2015-11","2015-11-18 00:00:00","10000","0","0","跑路"
"611","yimindai1","广东","ymd1","2015-05-27 00:00:00","0","3486","益民贷","2015-11","2015-11-18 00:00:00","1000","0","0","跑路"
"612","yifannuotouzi","湖北","yfntz","2015-10-30 00:00:00","0","3487","伊凡诺投资","2015-11","2015-11-18 00:00:00","1000","0","0","跑路"
"613","xinrongcheng","广东","xrc","2015-02-11 00:00:00","0","4087","鑫融城","2015-11","2015-11-18 00:00:00","1000","0","0","跑路"
"614","jingchengdai","北京","bjjcd","2014-03-04 00:00:00","0","614","京城贷","2015-11","2015-11-17 00:00:00","100","0","0","停业"
"615","jiudingchuangtou","江苏","jdct","2014-10-16 00:00:00","0","3481","久鼎创投","2015-11","2015-11-17 00:00:00","625","0","0","提现困难"
"616","","四川","","2014-11-01 00:00:00","0","5920","蜂窝创投","2015-11","2015-11-17 00:00:00","1000","0","1","提现困难"
"617","pengquanziben","上海","pqzb","2015-10-18 00:00:00","0","4814","朋泉资本","2015-11","2015-11-17 00:00:00","0","0","1","跑路"
"618","xinxincaifu","河北","xxcf","2015-11-01 00:00:00","0","5811","信欣财富","2015-11","2015-11-17 00:00:00","3000","0","0","跑路"
"619","shengdatouzi2","江西","sdtz2","2015-11-10 00:00:00","0","3427","胜达投资","2015-11","2015-11-16 00:00:00","1000","0","0","跑路"
"620","litaren","广东","ltr","2014-09-13 00:00:00","0","1154","利他人","2015-11","2015-11-13 00:00:00","5000","0","0","停业"
"621","yingxindai10","上海","yxd10","2014-07-15 00:00:00","0","795","盈信贷","2015-11","2015-11-13 00:00:00","2000","0","0","跑路"
"622","chuzhoudai1","浙江","czd1","2014-11-12 00:00:00","0","3435","处州贷","2015-11","2015-11-13 00:00:00","5000","0","0","跑路"
"623","rongxinzhongsheng","北京","rxzs","2015-09-01 00:00:00","0","3504","融信中盛","2015-11","2015-11-13 00:00:00","0","0","0","跑路"
"624","wantongjinrong2","安徽","wtjr2","2015-11-01 00:00:00","0","5821","皖通金融","2015-11","2015-11-13 00:00:00","3000","0","0","跑路"
"625","tongchenghuirong","山东","tchr","2015-01-04 00:00:00","0","1255","同城汇融","2015-11","2015-11-12 00:00:00","2000","0","0","停业"
"626","huimingdai","上海","hmd2","2015-10-31 00:00:00","0","3433","慧鸣贷","2015-11","2015-11-12 00:00:00","0","0","0","跑路"
"627","xibeidai4","新疆","xbd4","2015-10-01 00:00:00","0","3434","西北贷","2015-11","2015-11-12 00:00:00","0","0","0","跑路"
"628","yingxinwang2","上海","yxw2","2014-07-15 00:00:00","0","4802","盈信网","2015-11","2015-11-12 00:00:00","0","0","1","跑路"
"629","fenghongtouzi2","北京","fhtz2","2015-09-28 00:00:00","0","4830","丰宏投资","2015-11","2015-11-12 00:00:00","0","0","1","跑路"
"630","kaikaidai","山东","kkd","2011-11-29 00:00:00","0","36","开开贷","2015-11","2015-11-11 00:00:00","1000","0","0","提现困难"
"631","qiangenyuan","广东","qgy","2014-07-17 00:00:00","0","796","钱根源","2015-11","2015-11-11 00:00:00","1000","0","0","跑路"
"632","xinrongdai3","江苏","xrd3","2015-09-01 00:00:00","0","3431","欣融贷","2015-11","2015-11-11 00:00:00","1000","0","0","跑路"
"633","baojinsuo","江苏","bjs","2015-08-13 00:00:00","0","3432","宝金所","2015-11","2015-11-11 00:00:00","5000","0","0","跑路"
"634","shangkaitouzi","上海","sktz","2015-10-01 00:00:00","0","4812","上开投资","2015-11","2015-11-11 00:00:00","0","0","1","跑路"
"635","lediandai","江西","ldd","2015-08-25 00:00:00","0","4820","乐点贷","2015-11","2015-11-11 00:00:00","0","0","1","跑路"
"636","jiujintouzi2","上海","jjtz2","2015-11-07 00:00:00","0","4846","久金投资","2015-11","2015-11-11 00:00:00","0","0","1","跑路"
"637","qianzaixian","陕西","qzx","2015-01-10 00:00:00","0","1651","钱在线","2015-11","2015-11-10 00:00:00","2000","0","0","停业"
"638","xinlicaifu","安徽","xlcf2","2014-11-12 00:00:00","0","5412","信利财富","2015-11","2015-11-10 00:00:00","2000","0","0","提现困难"
"639","shuzechuangtou","上海","szct","2015-09-03 00:00:00","0","3426","蔬泽创投","2015-11","2015-11-10 00:00:00","21800","0","0","跑路"
"640","huitouhuidai","广东","hthd","2015-05-01 00:00:00","0","3489","汇投汇贷","2015-11","2015-11-09 00:00:00","5000","0","0","提现困难"
"641","yingdecaifu","湖北","ydcf1","2014-09-25 00:00:00","0","1327","赢得财富","2015-11","2015-11-08 00:00:00","10000","0","1","停业"
"642","mingrenpuhui","河南","mrph","2015-06-06 00:00:00","0","2039","铭人普惠","2015-11","2015-11-08 00:00:00","100","0","0","停业"
"643","66caifu","四川","llcf1","2014-10-26 00:00:00","0","1353","66财富","2015-11","2015-11-06 00:00:00","5000","0","0","停业"
"644","daguodai","上海","dgd","2015-01-30 00:00:00","0","1547","大国贷","2015-11","2015-11-05 00:00:00","1000","0","0","停业"
"645","jinmanpen","北京","jmp","2015-09-09 00:00:00","0","3358","金满盆","2015-11","2015-11-05 00:00:00","10000","0","0","跑路"
"646","zhongyincaifu7","浙江","zycf7","2014-08-08 00:00:00","0","4798","众银财富","2015-11","2015-11-05 00:00:00","0","0","1","跑路"
"647","fuweidai","安徽","fwd","2015-07-09 00:00:00","0","4831","富维贷","2015-11","2015-11-05 00:00:00","0","0","1","跑路"
"648","jinshundai5","四川","jsd5","2015-10-01 00:00:00","0","5109","今顺贷","2015-11","2015-11-04 00:00:00","0","0","1","停业"
"649","jinqilin1","福建","jq1l","2014-11-06 00:00:00","0","3321","金麒麟","2015-11","2015-11-04 00:00:00","0","0","0","跑路"
"650","lishangdai","山东","lsd5","2014-06-13 00:00:00","0","3675","利商贷","2015-11","2015-11-04 00:00:00","0","0","1","跑路"
"651","wanmintouzi","山东","wmtz","2014-08-01 00:00:00","0","928","万民投资","2015-11","2015-11-03 00:00:00","1000","0","0","提现困难"
"652","xiaomifenglicai","广东","xmflc","2015-09-01 00:00:00","0","3357","小蜜蜂理财","2015-11","2015-11-03 00:00:00","6600","0","0","跑路"
"653","jiuxinlicai","江苏","jxlc","2015-01-18 00:00:00","0","3988","玖信理财","2015-11","2015-11-03 00:00:00","0","0","0","跑路"
"654","dongyuebao","山东","dyb","2015-04-10 00:00:00","0","2068","东岳宝","2015-11","2015-11-02 00:00:00","6000","0","1","停业"
"655","","山东","","2013-09-01 00:00:00","0","6150","鼎好贷","2015-11","2015-11-02 00:00:00","1010","0","1","停业"
"656","xundaiwang","广东","xdw1","2013-11-01 00:00:00","0","561","讯贷网","2015-11","2015-11-02 00:00:00","1000","0","0","经侦介入"
"657","yibangdai","广东","ybd1","2014-02-21 00:00:00","0","429","益邦贷","2015-11","2015-11-01 00:00:00","300","0","1","停业"
"658","huaxinzaixian","湖北","hxzx","2014-05-06 00:00:00","0","578","华信在线","2015-11","2015-11-01 00:00:00","1000","0","0","停业"
"659","xiangshangmeng","湖北","xsm","2014-06-03 00:00:00","0","639","湘商盟","2015-11","2015-11-01 00:00:00","500","0","0","停业"
"660","fengyinkaili","湖南","fykl","2014-07-14 00:00:00","0","700","丰银凯利","2015-11","2015-11-01 00:00:00","2000","0","0","停业"
"661","guanyinchu","广东","gyc","2014-11-01 00:00:00","0","1070","官银储","2015-11","2015-11-01 00:00:00","3000","0","0","停业"
"662","shengtengcaifu","浙江","stcf","2015-03-20 00:00:00","0","2026","盛腾财富","2015-11","2015-11-01 00:00:00","6180","0","1","停业"
"663","rongqidao","江苏","rqd1","2015-04-14 00:00:00","0","2766","融其道","2015-11","2015-11-01 00:00:00","5000","0","0","停业"
"664","gongwudai","浙江","gwd","2015-01-01 00:00:00","0","3749","公务贷","2015-11","2015-11-01 00:00:00","500","0","1","停业"
"665","rongjutong2","上海","rjt2","2014-11-22 00:00:00","0","5365","融聚通","2015-11","2015-11-01 00:00:00","1000","0","1","停业"
"666","","山东","","2014-11-01 00:00:00","0","5760","成明创投","2015-11","2015-11-01 00:00:00","5000","0","1","停业"
"667","","上海","","2015-01-01 00:00:00","0","6038","壹本金融","2015-11","2015-11-01 00:00:00","0","0","1","停业"
"668","jinchuangcaifu","安徽","jccf","2015-08-24 00:00:00","0","6161","金创财富","2015-11","2015-11-01 00:00:00","1000","0","0","停业"
"669","suozhidai6","浙江","szd6","2014-08-19 00:00:00","0","6324","索置贷","2015-11","2015-11-01 00:00:00","500","0","1","停业"
"670","wangluodai","广东","wld","2013-12-26 00:00:00","0","386","网络贷","2015-11","2015-11-01 00:00:00","5000","0","0","提现困难"
"671","ruishenghongtai","山东","rsht","2014-09-25 00:00:00","0","973","睿圣宏泰","2015-11","2015-11-01 00:00:00","1100","0","0","跑路"
"672","58qianguanjia","黑龙江","wbqgj","2015-09-01 00:00:00","0","3310","58钱管家","2015-10","2015-10-31 00:00:00","6000","0","0","跑路"
"673","jilingjunchangtouzi","吉林","jljctz","2015-10-01 00:00:00","0","4837","君昌投资","2015-10","2015-10-31 00:00:00","1000","0","1","跑路"
"674","zhongchengzaixian2","广东","zczx2","2015-03-31 00:00:00","0","4858","中诚在线","2015-10","2015-10-30 00:00:00","2000","0","1","停业"
"675","","上海","","2015-06-18 00:00:00","0","6162","自金网","2015-10","2015-10-30 00:00:00","10000","0","1","停业"
"676","bangzhongcaifu2","福建","bzcf2","2014-12-29 00:00:00","0","4960","邦众财富","2015-10","2015-10-29 00:00:00","5280","0","0","停业"
"677","yiminzaixian","上海","ymzx1","2015-01-01 00:00:00","0","5642","宜民在线","2015-10","2015-10-29 00:00:00","3000","0","0","停业"
"678","chujinsuo8","上海","cjs8","2015-01-08 00:00:00","0","2883","储金所","2015-10","2015-10-29 00:00:00","3000","0","1","跑路"
"679","hongdechuangtou","北京","hdct","2014-10-29 00:00:00","0","3340","宏德创投","2015-10","2015-10-29 00:00:00","1000","0","0","跑路"
"680","huabangcaifu","河北","hbcf","2013-12-02 00:00:00","0","582","华邦财富","2015-10","2015-10-28 00:00:00","1000","0","0","停业"
"681","xuangujinrong","重庆","xgjr","2014-12-29 00:00:00","0","1287","玄谷金融","2015-10","2015-10-28 00:00:00","1000","0","0","提现困难"
"682","","山东","","2015-05-01 00:00:00","0","5806","峰尚易贷","2015-10","2015-10-28 00:00:00","2000","0","1","跑路"
"683","lantoucaifu2","北京","ltcf2","2014-12-15 00:00:00","0","5484","蓝投财富","2015-10","2015-10-27 00:00:00","413","0","1","停业"
"684","chunpengyidai","浙江","cpyd","2014-09-28 00:00:00","0","1382","春鹏易贷","2015-10","2015-10-27 00:00:00","1000","0","0","提现困难"
"685","yuanfuzichan","浙江","yfzc","2015-04-14 00:00:00","0","1837","元富资产","2015-10","2015-10-26 00:00:00","2000","0","1","停业"
"686","yuanmengbaba","山东","ymbb","2015-07-08 00:00:00","0","2225","圆梦巴巴","2015-10","2015-10-26 00:00:00","1000","0","0","停业"
"687","guilucaifu","上海","glcf","2015-08-18 00:00:00","0","3305","贵禄财富","2015-10","2015-10-26 00:00:00","20000","0","0","跑路"
"688","","山东","","2015-08-19 00:00:00","0","5779","三方创富","2015-10","2015-10-25 00:00:00","3000","0","1","跑路"
"689","yirenedai","广东","yre","2014-12-24 00:00:00","0","1451","亿人e贷","2015-10","2015-10-24 00:00:00","3000","0","1","停业"
"690","huilitong","广东","hlt","2015-04-01 00:00:00","0","1733","汇利通","2015-10","2015-10-24 00:00:00","1000","0","0","提现困难"
"691","minqiangcaifu","山东","mqcf3","2015-07-18 00:00:00","0","2379","民强财富","2015-10","2015-10-23 00:00:00","3000","0","0","停业"
"692","ruitongyidaidezhou","山东","rtyddz","2015-07-25 00:00:00","0","5737","瑞通易贷德州站","2015-10","2015-10-23 00:00:00","1000","0","1","停业"
"693","disishichang","北京","dssc","2014-05-04 00:00:00","0","3307","第四市场","2015-10","2015-10-23 00:00:00","2000","0","0","提现困难"
"694","shengtianchuangtou","广东","stct","2015-09-06 00:00:00","0","4811","盛天创投","2015-10","2015-10-23 00:00:00","5000","0","1","跑路"
"695","huameitouzi2","云南","hmtz2","2015-10-15 00:00:00","0","4835","华美投资","2015-10","2015-10-23 00:00:00","0","0","1","跑路"
"696","zhongrongzaixian","北京","zrzx","2014-11-20 00:00:00","0","1211","众融在线","2015-10","2015-10-21 00:00:00","1000","0","0","停业"
"697","yuanxingzhe452","北京","yxz452","2015-05-17 00:00:00","0","4472","远行者","2015-10","2015-10-21 00:00:00","5000","0","1","停业"
"698","sabeierdai","山东","sbed","2015-07-17 00:00:00","0","2557","萨贝尔贷","2015-10","2015-10-21 00:00:00","5000","0","0","提现困难"
"699","chemama","广东","cmm","2014-12-08 00:00:00","0","3054","车妈妈","2015-10","2015-10-21 00:00:00","3500","0","0","提现困难"
"700","jinmancang","广东","jmc","2015-06-06 00:00:00","0","2417","金满仓","2015-10","2015-10-21 00:00:00","500","0","1","跑路"
"701","changchengdai","广东","ccd11","2013-12-13 00:00:00","0","4751","长诚贷","2015-10","2015-10-20 00:00:00","500","0","0","停业"
"702","guangdongweidai","广东","gdwd","2015-06-01 00:00:00","0","6155","广东微贷","2015-10","2015-10-20 00:00:00","1000","0","0","停业"
"703","youxinwangtou","山东","yxwt","2015-06-29 00:00:00","0","3219","友信网投","2015-10","2015-10-20 00:00:00","3000","0","0","提现困难"
"704","touhongmuwang","广东","thmw","2015-10-10 00:00:00","0","4809","投红木网","2015-10","2015-10-20 00:00:00","1600","0","1","跑路"
"705","xinmaochuangtou","山东","xmct1","2015-06-26 00:00:00","0","2184","鑫茂创投","2015-10","2015-10-19 00:00:00","5000","0","0","跑路"
"706","baofengcaifu2","山东","bfcf2","2015-04-02 00:00:00","0","5276","宝丰财富（鲁）","2015-10","2015-10-19 00:00:00","3000","0","1","跑路"
"707","benlibao","广东","blb","2014-07-18 00:00:00","0","773","本利宝","2015-10","2015-10-18 00:00:00","10000","0","0","跑路"
"708","808xindai","江苏","blbxd","2011-05-01 00:00:00","0","56","808信贷","2015-10","2015-10-17 00:00:00","2500","0","0","提现困难"
"709","hexuantouzi","安徽","hxtz","2015-07-01 00:00:00","0","5812","赫轩投资","2015-10","2015-10-17 00:00:00","2400","0","0","跑路"
"710","","广东","","2014-12-11 00:00:00","0","5926","增点投资","2015-10","2015-10-16 00:00:00","1000","0","1","停业"
"711","guokongxiaowei","河南","gkxw","2014-03-26 00:00:00","0","641","国控小微","2015-10","2015-10-16 00:00:00","1000","0","0","提现困难"
"712","juxintong","山东","jxt","2014-12-29 00:00:00","0","3185","聚信通","2015-10","2015-10-16 00:00:00","1100","0","0","提现困难"
"713","shengqianshu","浙江","sqs","2015-07-15 00:00:00","0","2703","生钱树","2015-10","2015-10-15 00:00:00","1000","0","1","停业"
"714","yinhaojie","上海","yhj","2015-04-20 00:00:00","0","5308","银号街","2015-10","2015-10-14 00:00:00","5000","0","0","停业"
"715","zhongrongdai","北京","zrd3","2015-08-05 00:00:00","0","5669","中融贷","2015-10","2015-10-14 00:00:00","10000","0","0","停业"
"716","fangyuancaifu","安徽","fycf3","2015-01-23 00:00:00","0","3172","方圆财富","2015-10","2015-10-14 00:00:00","500","0","0","提现困难"
"717","qianhaiyidai","广东","qhed","2015-03-01 00:00:00","0","1903","前海e贷","2015-10","2015-10-14 00:00:00","3000","0","0","跑路"
"718","","陕西","","2014-11-01 00:00:00","0","5768","速得贷","2015-10","2015-10-13 00:00:00","1000","0","1","提现困难"
"719","lidingziben","广东","ldzb","2014-10-23 00:00:00","0","3365","立鼎资本","2015-10","2015-10-13 00:00:00","20000","0","0","跑路"
"720","","北京","","2015-07-19 00:00:00","0","5780","钱呗多理财","2015-10","2015-10-13 00:00:00","0","0","1","跑路"
"721","","上海","","2015-07-01 00:00:00","0","5931","赢河财富","2015-10","2015-10-12 00:00:00","5000","0","1","停业"
"722","guobaotouzi","山东","gbtz","2014-10-16 00:00:00","0","1856","国宝投资","2015-10","2015-10-11 00:00:00","10000","0","0","停业"
"723","renjiziben","江苏","rjzb3","2014-12-08 00:00:00","0","5182","仁济资本","2015-10","2015-10-11 00:00:00","1000","0","0","停业"
"724","zhaocaidai3","上海","zcd3","2014-02-14 00:00:00","0","1836","招财袋","2015-10","2015-10-10 00:00:00","1000","0","1","停业"
"725","jinkudou","云南","jkd3","2015-06-25 00:00:00","0","2191","金裤兜","2015-10","2015-10-10 00:00:00","1000","0","0","跑路"
"726","longhuicaifu3","广东","lhcf3","2015-08-14 00:00:00","0","4819","隆辉财富","2015-10","2015-10-10 00:00:00","500","0","1","跑路"
"727","guangchouwang","北京","gcw","2014-11-28 00:00:00","0","1433","广筹网","2015-10","2015-10-09 00:00:00","5000","0","0","跑路"
"728","lianzhongdai","广东","lzd1","2014-03-02 00:00:00","0","588","联众贷","2015-10","2015-10-08 00:00:00","5000","0","0","停业"
"729","zhongxiangjinrong","北京","zxjr","2014-12-22 00:00:00","0","1215","中祥金融","2015-10","2015-10-08 00:00:00","10000","0","0","停业"
"730","hongtaiwang","辽宁","htw","2015-01-16 00:00:00","0","1362","宏泰网","2015-10","2015-10-08 00:00:00","2000","0","0","停业"
"731","laoyoudai","广西","lyd2","2015-03-20 00:00:00","0","1720","老友贷","2015-10","2015-10-08 00:00:00","500","0","0","提现困难"
"732","wangjiebao","甘肃","wjb1","2014-07-16 00:00:00","0","5498","网借宝","2015-10","2015-10-08 00:00:00","200","0","1","提现困难"
"733","konglidai","山东","kld1","2015-08-24 00:00:00","0","3077","孔礼贷","2015-10","2015-10-08 00:00:00","1000","0","0","跑路"
"734","lingxintouzi","福建","lxtz","2015-10-04 00:00:00","0","3099","零薪投资","2015-10","2015-10-08 00:00:00","0","0","0","跑路"
"735","subangjingji","福建","sbjj","2015-05-01 00:00:00","0","3100","速帮经济","2015-10","2015-10-08 00:00:00","500","0","0","跑路"
"736","daohechuangxin","黑龙江","dhcx","2015-04-04 00:00:00","0","3079","道和创鑫","2015-10","2015-10-06 00:00:00","3000","0","0","停业"
"737","yizhandai","福建","yzd","2015-07-20 00:00:00","0","2342","一站贷","2015-10","2015-10-04 00:00:00","1500","0","0","跑路"
"738","suchedai","浙江","scd1","2013-05-01 00:00:00","0","739","速车贷","2015-10","2015-10-02 00:00:00","100","0","0","停业"
"739","jinchengyitong","广东","jcyt","2014-12-26 00:00:00","0","1477","金承易通","2015-10","2015-10-02 00:00:00","2000","0","0","跑路"
"740","caixundai4","山东","cxd4","2014-05-18 00:00:00","0","572","彩讯贷","2015-10","2015-10-01 00:00:00","1000","0","0","停业"
"741","qianwowo","上海","qww","2014-10-30 00:00:00","0","1075","钱窝窝","2015-10","2015-10-01 00:00:00","6000","0","0","停业"
"742","yiwencaifu","浙江","ywcf","2014-12-10 00:00:00","0","1292","怡文财富","2015-10","2015-10-01 00:00:00","10000","0","1","停业"
"743","shanghuiyidai","广东","shyd","2014-09-19 00:00:00","0","1484","商会易贷","2015-10","2015-10-01 00:00:00","1000","0","0","停业"
"744","tianruixiaoxiaodai","山东","trxxd","2014-12-20 00:00:00","0","1659","天瑞小小贷","2015-10","2015-10-01 00:00:00","1000","0","0","停业"
"745","oulabao","上海","olb","2014-12-01 00:00:00","0","2146","欧拉宝","2015-10","2015-10-01 00:00:00","3000","0","0","停业"
"746","shengyuancaifu","山东","sycf1","2015-07-06 00:00:00","0","2391","胜源财富","2015-10","2015-10-01 00:00:00","500","0","0","停业"
"747","hongjiujinrong","上海","hjjr1","2015-07-31 00:00:00","0","2662","红酒金融","2015-10","2015-10-01 00:00:00","5000","0","0","停业"
"748","hengrongzaixian","北京","hrzx1","2015-07-15 00:00:00","0","2917","恒融在线","2015-10","2015-10-01 00:00:00","9500","0","0","停业"
"749","woaiwodai","上海","wawd","2013-06-10 00:00:00","0","4769","我爱我贷","2015-10","2015-10-01 00:00:00","2774","0","1","停业"
"750","huihecaifu2","广东","hhcf2","2014-09-18 00:00:00","0","5066","惠河财富","2015-10","2015-10-01 00:00:00","1000","0","1","停业"
"751","xingyuancaifu4","山东","xycf4","2015-07-06 00:00:00","0","5176","兴元财富","2015-10","2015-10-01 00:00:00","2000","0","0","停业"
"752","hongyuntianli","重庆","hytl5","2015-06-25 00:00:00","0","5188","泓蕴添利","2015-10","2015-10-01 00:00:00","5000","0","0","停业"
"753","caihongdai","北京","chd","2015-05-27 00:00:00","0","5224","彩虹贷","2015-10","2015-10-01 00:00:00","1000","0","1","停业"
"754","shidaijinfu","上海","sdjf","2015-09-08 00:00:00","0","5345","时代金服","2015-10","2015-10-01 00:00:00","1000","0","0","停业"
"755","hongzhetouzi","四川","hztz","2010-11-24 00:00:00","0","5565","宏浙投资","2015-10","2015-10-01 00:00:00","1000","0","0","停业"
"756","rongbangchedai","浙江","rbcd","2015-08-01 00:00:00","0","6140","融邦车贷","2015-10","2015-10-01 00:00:00","1000","0","0","停业"
"757","wotucaifu3","广东","wtcf3","2013-05-01 00:00:00","0","6145","沃土财富","2015-10","2015-10-01 00:00:00","1000","0","0","停业"
"758","jiuzedai4","安徽","jzd4","2015-08-01 00:00:00","0","6159","玖泽贷","2015-10","2015-10-01 00:00:00","1000","0","0","停业"
"759","cuicanmingzhu","云南","ccmz","2015-09-23 00:00:00","0","3076","璀璨明珠","2015-10","2015-10-01 00:00:00","5000","0","0","跑路"
"760","shenghejinrong","湖北","shjr","2014-11-05 00:00:00","0","3323","盛合金融","2015-10","2015-10-01 00:00:00","0","0","0","跑路"
"761","quanjiafu","广东","qjf","2014-10-30 00:00:00","0","3327","全家福","2015-10","2015-10-01 00:00:00","10000","0","0","跑路"
"762","xiangrentouzi1","湖北","xrtz1","2014-10-14 00:00:00","0","3372","祥仁投资","2015-10","2015-10-01 00:00:00","0","0","0","跑路"
"763","fudayajinrong","广东","fdyjr","2014-05-23 00:00:00","0","642","富达亚金融","2015-10","2015-10-01 00:00:00","1000","0","0","经侦介入"
"764","helizaixian","广东","hlzx","2015-06-19 00:00:00","0","3133","合利在线","2015-10","2015-10-01 00:00:00","3000","0","0","经侦介入"
"765","rongjuanfeng","广东","rjf","2015-06-06 00:00:00","0","2541","融卷风","2015-09","2015-09-30 00:00:00","100","0","0","跑路"
