"id","amount","avgBidMoney","avgBorrowMoney","background","bidderNum","borrowerNum","currentLeverageAmount","dataStatus","developZhishu","incomeRate","loanPeriod","netInflowOfThirty","newbackground","onlineTime","platId","platName","regCapital","status","stayStillOfNextSixty","stayStillOfTotal","timeOperation","top10DueInProportion","top10StayStillProportion","totalLoanNum","wdzjPlatId","weightedAmout","month"
"986","397.05","12.03","397.05","民营系","33","1","0.47","0","0.0","13.02","1.06","44.58","民营系","2017-07-01","jinchedai","捷创贷","1000","0","424.71","471.29","29","80.81","100.00","71","1722","","2017-02"
"987","395.00","3.59","395.00","民营系","110","1","0.43","0","0.0","18.68","3.01","7.34","民营系","2017-07-01","1330","优聚投","2000","0","548.57","857.4","26","41.77","100.00","28","1330","","2017-02"
"988","391.40","3.08","8.70","民营系","127","45","1.75","0","0.0","13.50","11.69","-3.79","民营系","2017-07-01","letoudai","乐投贷","1000","0","4.71","1750.35","40","0.00","0.00","45","506","","2017-02"
"989","382.50","2.33","34.77","","164","11","0.27","0","0.0","10.23","3.51","90.70","民营系","2017-07-01","jingdudai","京都贷","5000","0","689.97","1332.57","28","43.83","92.19","49","1915","","2017-02"
"990","375.00","3.23","26.79","国资系","116","14","14.54","0","0.0","7.03","11.20","16.05","国资系","2017-07-01","3164","陇e贷","3000","0","5327.38","43622.47","22","7.91","25.50","14","3164","","2017-02"
"991","366.50","2.38","11.45","","154","32","0.16","0","0.0","16.94","3.05","2.85","民营系","2017-07-01","3331","甬e贷","5000","0","374.55","797.01","16","31.83","50.26","124","3331","","2017-02"
"992","345.00","2.40","345.00","","144","1","0.00","0","","18.91","5.28","0.00","","","mmdai168","满满贷","0","0","","","0","0.00","0.00","25","0","","2017-02"
"993","340.26","5.67","340.26","民营系","60","1","0.55","0","0.0","13.34","2.86","13.73","民营系","2017-07-01","touchu","投储在线","5000","0","847.7","2738.63","37","44.86","100.00","24","410","","2017-02"
"994","330.00","5.59","30.00","民营系","59","11","0.64","0","0.0","12.75","3.00","10.72","民营系","2017-07-01","yiqiandai","亿钱贷","2000","0","947.59","1281.09","28","47.41","47.02","23","941","","2017-02"
"995","329.90","1.73","9.16","","191","36","0.69","0","0.0","13.40","4.96","4.01","民营系","2017-07-01","4065","海星宝理财","3200","0","892.07","2203.28","25","11.57","17.70","37","4065","","2017-02"
"996","322.00","12.88","53.67","","25","6","0.25","0","0.0","6.65","4.22","0.00","民营系","2017-07-01","rtbtz","荣通宝投资","5000","0","462.64","1229.14","14","72.45","97.42","12","4531","","2017-02"
"997","320.10","0.47","22.86","民营系","675","14","0.50","0","0.0","10.52","2.20","4.86","民营系","2017-07-01","spintu","种子拼图","3000","0","681.43","1505.98","23","42.38","89.44","93","2102","","2017-02"
"998","316.90","3.86","11.74","民营系","82","27","0.19","0","0.0","14.26","1.19","15.18","民营系","2017-07-01","zlcf","众联财富","2000","0","376.51","376.51","26","54.55","72.78","30","1333","","2017-02"
"999","299.00","4.15","15.74","民营系","72","19","0.63","0","0.0","11.19","9.61","18.31","民营系","2017-07-01","ningandai","宁安贷","5000","0","536.85","3173.29","35","17.72","25.13","20","558","","2017-02"
"1000","274.30","2.59","24.94","民营系","106","11","0.41","0","0.0","13.31","2.09","20.58","民营系","2017-07-01","4328","私房投","2018","0","140.16","828.74","23","0.00","0.00","29","4328","","2017-02"
"1001","273.30","0.81","10.12","民营系","336","27","1.39","0","0.0","15.10","3.06","21.04","民营系","2017-07-01","liju123com","利聚网","1000","0","1014.55","1394.37","27","10.11","37.17","43","1450","","2017-02"
"1002","249.47","6.93","83.16","","36","3","0.00","0","","15.03","2.00","0.00","","","pingpingdai","平平贷","0","0","","","0","0.00","0.00","87","0","","2017-02"
"1003","239.11","3.74","119.56","上市公司系","64","2","1.71","0","0.0","9.56","5.17","-8.47","上市系","2017-07-01","longlongweb","隆隆网","1250","0","1111.92","2135.63","30","44.18","100.00","28","964","","2017-02"
"1004","214.90","3.77","3.91","民营系","57","55","15.61","0","0.0","8.27","3.44","-4.36","风投系","2017-07-01","fangjs","房金所","2000","0","5137.44","31222.22","31","34.09","95.57","137","985","","2017-02"
"1005","210.00","6.00","70.00","民营系","35","3","0.19","0","0.0","10.69","2.67","-0.50","民营系","2017-07-01","4843","便民投","3000","0","381.27","584.21","13","68.55","100.00","4","4843","","2017-02"
"1006","208.00","3.10","52.00","","67","4","0.00","0","","13.20","3.00","0.00","","","ruyicf","如意财富","0","0","","","0","0.00","0.00","21","0","","2017-02"
"1007","204.00","4.53","14.57","民营系","45","14","0.04","0","0.0","12.00","1.00","40.40","民营系","2017-07-01","chengtiancaifu","诚天财富","5000","0","206.04","206.04","16","93.29","94.12","16","3222","","2017-02"
"1008","200.10","2.63","6.06","民营系","76","33","0.64","0","0.0","10.79","1.30","6.01","民营系","2017-07-01","zjcdw","浙江车贷网","500","0","290.95","318.65","37","60.83","46.82","34","580","","2017-02"
"1009","171.00","2.80","6.58","民营系","61","26","0.85","0","0.0","8.76","8.20","11.26","民营系","2017-07-01","jinguidai","金柜贷","2000","0","401.47","1691.11","29","46.53","37.68","31","1448","","2017-02"
"1010","164.50","5.14","164.50","","32","1","0.00","0","","13.65","1.32","0.00","","","4548","钱来也","0","0","","","0","0.00","0.00","26","0","","2017-02"
"1011","155.00","4.19","38.75","","37","4","0.00","0","","9.63","3.13","0.00","","","3513","就爱金融网","0","0","","","0","0.00","0.00","4","0","","2017-02"
"1012","149.00","3.73","6.21","","40","24","0.00","0","","16.80","1.93","0.00","","","woxincaifu","沃信财富","0","0","","","0","0.00","0.00","25","0","","2017-02"
"1013","139.50","1.11","139.50","民营系","126","1","0.07","0","0.0","8.29","2.32","-2.14","民营系","2017-07-01","jrp2p","聚融在线","10000","0","378.09","657.18","46","38.28","75.86","16","1664","","2017-02"
"1014","123.00","3.15","17.57","民营系","39","7","0.53","0","0.0","15.92","2.12","-8.95","民营系","2017-07-01","zbshengqicaifu","盛齐财富","2000","0","460.83","1054.41","23","72.53","63.73","98","4031","","2017-02"
"1015","122.10","6.78","4.88","","18","25","0.00","0","","12.22","3.67","0.00","","","qitengcaifu","启腾财富","0","0","","","0","0.00","0.00","30","0","","2017-02"
"1016","107.58","1.61","0.61","","67","175","0.34","0","0.0","11.77","16.75","2.84","民营系","2017-07-01","zkp2p","众可贷","5000","0","228.54","1686.94","27","55.66","0.72","175","1297","","2017-02"
"1017","105.50","1.85","35.17","","57","3","0.01","0","0.0","13.00","1.00","8.09","","2017-07-01","5546","海鸥金服","5000","0","106.64","106.64","4","52.68","100.00","15","5546","","2017-02"
"1018","97.56","5.13","19.51","民营系","19","5","0.03","0","0.0","18.00","1.52","-0.53","民营系","2017-07-01","zgrxd","中国融信贷","10000","0","273.66","284.65","32","87.84","99.86","95","652","","2017-02"
"1019","96.20","2.35","7.40","民营系","41","13","0.26","0","0.0","12.84","1.73","0.00","民营系","2017-07-01","qingyujf","青鱼金融","1000","0","152.27","264.96","8","68.14","58.44","18","3038","","2017-02"
"1020","92.00","7.67","6.57","","12","14","0.17","0","0.0","10.04","4.26","-5.95","","2017-07-01","6297","贴身贷","3000","0","232.11","522.99","12","85.21","52.63","16","6297","","2017-02"
"1021","79.28","39.64","13.21","","2","6","0.00","0","","9.02","1.43","0.00","","","2675","票据贷","0","0","","","0","0.00","0.00","8","0","","2017-02"
"1022","77.00","1.64","11.00","民营系","47","7","0.02","0","0.0","14.88","2.77","0.00","民营系","2017-07-01","1491","178网贷","10000","0","152.28","222.83","25","39.62","82.88","22","1491","","2017-02"
"1023","59.00","1.84","14.75","民营系","32","4","0.11","0","0.0","12.00","1.00","15.03","民营系","2017-07-01","chanrongdai","产融贷","5000","0","534.38","534.38","25","73.00","91.99","19","1428","","2017-02"
"1024","30.00","3.33","15.00","","9","2","0.00","0","","12.00","2.00","0.00","","","keledai","可乐贷","0","0","","","0","0.00","0.00","5","0","","2017-02"
"1025","28.46","1.14","3.16","民营系","25","9","0.55","0","0.0","14.47","10.01","2.74","民营系","2017-07-01","4014","银象网","1000","0","32.11","551.32","14","16.17","20.28","9","4014","","2017-02"
"1026","21.80","0.45","1.45","上市公司系","48","15","1.43","0","0.0","14.13","7.21","-25.17","上市系","2017-07-01","xintongdai","信通袋","1424","0","973.44","2041.87","31","94.93","17.55","173","759","","2017-02"
"1027","18.50","1.23","18.50","","15","1","0.00","0","0.0","14.27","3.11","5.25","民营系","2017-07-01","1056","速贷100","1000","0","17.6","57.61","0","73.65","100.00","5","1056","","2017-02"
"1028","8.78","2.20","2.20","","4","4","0.00","0","","9.30","2.20","0.00","","","chujinsuo","楚金所","0","0","","","0","0.00","0.00","9","0","","2017-02"
"1029","0.00","0.00","0.00","","0","0","0.00","0","","0.00","0.00","0.00","","","subangloan","财加","0","0","","","0","0.00","0.00","0","0","","2017-02"
"1030","3383048.30","18.42","4.55","","183705","743953","1256.87","1","2.0","7.58","25.47","127981.54","银行系","2017-07-01","lufax","陆金服","10000","0","1047418.89","12568714.55","63","4.59","0.01","1085457","59","","2017-03"
"1031","1067810.84","7.52","40.52","","142074","26354","291.95","0","59.0","7.83","2.61","39118.66","民营系","2017-07-01","my089","红岭创投","6000","0","808398.02","1751718.68","97","1.20","13.11","316290","60","","2017-03"
"1032","810162.87","19.07","1137.87","","42473","712","78.07","0","33.0","7.52","1.26","31469.26","上市系","2017-07-01","xinhehui","鑫合汇","5651","0","26433.72","441160.19","40","5.12","65.72","82817","505","","2017-03"
"1033","790989.35","6.07","8.12","","130294","97395","119.00","0","5.0","7.67","2.63","26124.66","上市系","2017-07-01","wd5","微贷网","12195","0","894303.03","1451163.9","69","3.40","0.55","102245","38","","2017-03"
"1034","497253.45","9.00","1.47","","55245","338642","396.36","0","24.0","7.09","7.51","13311.32","风投系","2017-07-01","1309","小赢理财","6510","0","111949.56","1560880.24","32","33.71","3.20","381283","1309","","2017-03"
"1035","427107.35","8.31","0.30","民营系","51396","1408131","173.92","0","4.0","17.31","11.15","9235.06","风投系","2017-07-01","ppdai","拍拍贷","10000","0","493456.74","1739154.21","119","18.40","0.09","1772681","52","","2017-03"
"1036","362945.38","2.17","1.72","民营系","167014","210421","256.42","0","9.0","10.47","26.71","3302.42","风投系","2017-07-01","yooli","有利网","5000","0","183031.84","1282087.39","49","0.68","0.14","2284540","142","","2017-03"
"1037","359742.11","2.90","30.33","民营系","123940","11862","122.14","0","17.0","9.31","3.03","5941.06","风投系","2017-07-01","tuandai","团贷网","10293","0","302350.98","1257199.24","57","1.66","3.35","87212","91","","2017-03"
"1038","320729.49","3.14","19.02","民营系","102058","16863","94.93","0","0.0","9.36","5.96","8340.35","民营系","2017-07-01","xiaoniu88","小牛在线","10300","0","281733.99","977735.61","46","0.97","0.42","16974","223","","2017-03"
"1039","315396.49","1.19","1.19","民营系","264801","264697","78.04","0","6.0","11.23","30.58","5124.33","风投系","2017-07-01","iqianjin","爱钱进","20000","0","129586.92","1560725.0","35","6.17","0.02","5184619","689","","2017-03"
"1040","263965.89","9.10","4327.31","","29016","61","9.28","0","43.0","7.25","6.63","4624.06","上市系","2017-07-01","2750","聚宝匯","315804","0","440237.47","2784896.78","32","1.74","63.40","1160","2750","","2017-03"
"1041","251131.00","2.06","0.61","民营系","121869","412148","64.72","0","16.0","9.09","5.51","1190.09","风投系","2017-07-01","ppmoney","PPmoney","15000","0","273835.02","970778.84","52","0.58","2.04","435146","498","","2017-03"
"1042","240882.21","1.49","0.93","","161786","258586","166.87","0","21.0","11.18","20.48","4401.74","民营系","2017-07-01","niwodai","你我贷","10000","0","209448.68","1668683.73","70","8.09","0.62","2109730","40","","2017-03"
"1043","238513.48","14.32","58.36","民营系","16655","4087","30.13","0","22.0","9.00","2.96","1888.29","风投系","2017-07-01","edai","宜贷网","10000","0","46997.67","301280.26","39","5.07","2.28","347051","942","","2017-03"
"1044","233756.41","4.76","115.26","","49160","2028","0.00","0","","6.49","8.53","0.00","","","2857","凤凰金融","0","0","","","0","0.00","0.00","10089","0","","2017-03"
"1045","225095.19","1.00","6.15","上市公司系","225642","36604","1015.50","0","1.0","11.61","31.29","4742.43","上市系","2017-07-01","yirendai","宜人贷","3000","0","260966.57","3046508.84","57","0.83","0.02","36605","85","","2017-03"
"1046","193922.84","4.47","0.81","","43392","239768","57.22","0","12.0","8.63","19.89","1108.20","国资系","2017-07-01","1152","麻袋理财","11000","0","96791.28","629409.16","28","5.22","0.05","2387190","1152","","2017-03"
"1047","189092.68","3.19","0.31","","59321","610034","87.68","0","23.0","8.32","2.51","2403.73","上市系","2017-07-01","koudailc","口袋理财","5000","0","108988.3","438419.02","27","1.42","6.26","816892","3642","","2017-03"
"1048","187502.19","8.49","18.76","","22092","9995","74.87","0","78.0","9.66","8.75","11438.83","民营系","2017-07-01","jinxin99","金信网","10000","0","265909.78","748698.94","34","1.58","2.37","10244","508","","2017-03"
"1049","182800.24","29.88","96.46","","6118","1895","10.04","0","53.0","6.37","6.55","3636.83","上市系","2017-07-01","penging","鹏金所","74749","0","164958.45","750658.79","28","60.82","18.70","3292","1195","","2017-03"
"1050","181995.93","1.78","2.59","","101993","70387","9.58","0","20.0","5.97","2.52","4676.96","国资系","2017-07-01","1493","民贷天下","20000","0","54090.62","191691.68","27","7.17","67.92","72805","1493","","2017-03"
"1051","181664.30","5.29","312.14","民营系","34315","582","32.51","0","36.0","10.36","1.95","3306.24","民营系","2017-07-01","xiangshang360","向上金服","10000","0","0.0","325088.16","44","2.41","10.61","1562","365","","2017-03"
"1052","180279.68","4.12","206.27","","43714","874","300.64","0","13.0","8.92","8.81","-2714.29","上市系","2017-07-01","eloancn","翼龙贷","10000","0","420466.24","3006444.89","73","3.15","0.47","878","144","","2017-03"
"1053","179595.70","33.68","96.56","国资系","5332","1860","13.44","0","26.0","4.90","2.12","10753.24","国资系","2017-07-01","eastlending","东方汇","20000","0","44545.83","268840.02","33","17.03","11.25","1860","2001","","2017-03"
"1054","174488.55","8.51","13.82","民营系","20492","12630","197.53","0","0.0","8.15","7.51","7188.99","民营系","2017-07-01","512","信和大金融","5000","0","295167.92","987630.97","35","2.31","2.67","13862","512","","2017-03"
"1055","164652.25","1.77","8.75","","92876","18820","91.20","0","10.0","9.14","9.09","5420.79","上市系","2017-07-01","rxdai","投哪网","10000","0","235020.71","912039.06","59","13.32","0.25","19737","96","","2017-03"
"1056","163004.66","1.77","442.95","","92078","368","41.51","0","54.0","10.57","4.69","7447.44","国资系","2017-07-01","wsloan","温商贷","10000","0","160247.92","415099.94","48","1.96","5.34","2597","211","","2017-03"
"1057","162697.61","4281.52","0.92","民营系","38","176733","61.83","0","7.0","9.27","16.65","12884.24","风投系","2017-07-01","dianrong","点融网","20000","0","199016.62","1236571.56","49","99.18","0.65","185112","129","","2017-03"
"1058","154044.71","4.60","21.00","","33490","7337","55.33","0","0.0","9.50","5.30","4516.00","民营系","2017-07-01","360taihe","泰然金融","20000","0","36169.81","276659.24","31","24.57","25.95","24390","1077","","2017-03"
"1059","147959.59","3.65","0.13","民营系","40498","1154547","21.61","0","11.0","7.99","6.13","3532.03","风投系","2017-07-01","jimubox","积木盒子","20000","0","129788.83","432155.22","44","3.57","4.36","1154561","268","","2017-03"
"1060","138756.48","31.35","4204.74","","4426","33","341.65","0","0.0","5.12","7.84","2987.16","国资系","2017-07-01","jinpiaotong","金票通","3000","0","153666.3","1024949.76","30","88.61","18.45","633","1030","","2017-03"
"1061","128273.50","17.75","95.80","民营系","7226","1339","5.16","0","0.0","9.85","14.63","4305.02","民营系","2017-07-01","financeofchina","财富中国","86000","0","79383.11","444075.52","34","1.98","2.14","8556","640","","2017-03"
"1062","116942.90","50.43","295.31","民营系","2319","396","11.70","0","92.0","11.33","0.58","4373.83","民营系","2017-07-01","2339","十六铺金融","6000","0","0.0","70220.47","22","24.57","31.78","417","2339","","2017-03"
