"id","date","toPay10","toReceive10","wdzjPlatId"
"1470","2016-12-31","4.75","35.30","1089"
"1471","2017-01-31","4.62","34.04","1089"
"1472","2017-02-28","4.53","33.04","1089"
"1473","2017-03-31","4.38","32.50","1089"
"1474","2017-04-30","4.55","33.59","1089"
"1475","2017-05-31","4.72","32.01","1089"
"1476","2017-06-30","5.19","34.81","1089"
"1477","2016-07-31","9.17","12.48","5687"
"1478","2016-08-31","9.05","12.34","5687"
"1479","2016-09-30","9.93","18.34","5687"
"1480","2016-10-31","9.55","21.54","5687"
"1481","2016-11-30","8.75","18.76","5687"
"1482","2016-12-31","8.75","21.78","5687"
"1483","2017-01-31","7.53","18.25","5687"
"1484","2017-02-28","6.80","14.52","5687"
"1485","2017-03-31","6.59","13.59","5687"
"1486","2017-04-30","5.02","16.75","5687"
"1487","2017-05-31","4.85","16.85","5687"
"1488","2017-06-30","4.94","15.95","5687"
"1489","2016-07-31","69.63","95.94","1638"
"1490","2016-08-31","71.58","98.68","1638"
"1491","2016-09-30","74.01","99.55","1638"
"1492","2016-10-31","75.09","100.00","1638"
"1493","2016-11-30","75.32","100.00","1638"
"1494","2016-12-31","76.05","100.00","1638"
"1495","2017-01-31","76.29","100.00","1638"
"1496","2017-02-28","76.79","100.00","1638"
"1497","2017-03-31","76.25","100.00","1638"
"1498","2017-04-30","75.88","100.00","1638"
"1499","2017-05-31","77.65","100.00","1638"
"1500","2017-06-30","78.59","100.00","1638"
"1501","2016-07-31","14.99","47.98","3416"
"1502","2016-08-31","9.25","10.42","3416"
"1503","2016-09-30","8.61","8.17","3416"
"1504","2016-10-31","10.99","35.84","3416"
"1505","2016-11-30","10.19","45.48","3416"
"1506","2016-12-31","7.36","45.03","3416"
"1507","2017-01-31","6.30","43.12","3416"
"1508","2017-02-28","6.30","36.43","3416"
"1509","2017-03-31","4.69","14.95","3416"
"1510","2017-04-30","4.01","4.87","3416"
"1511","2017-05-31","4.39","2.16","3416"
"1512","2017-06-30","4.31","2.24","3416"
"1513","2016-07-31","21.03","98.19","1527"
"1514","2016-08-31","19.68","96.55","1527"
"1515","2016-09-30","19.94","81.39","1527"
"1516","2016-10-31","17.50","75.78","1527"
"1517","2016-11-30","15.43","74.20","1527"
"1518","2016-12-31","15.61","74.55","1527"
"1519","2017-01-31","14.84","75.69","1527"
"1520","2017-02-28","12.76","78.84","1527"
"1521","2017-03-31","8.14","71.64","1527"
"1522","2017-04-30","6.94","29.29","1527"
"1523","2017-05-31","6.79","22.92","1527"
"1524","2017-06-30","4.71","15.00","1527"
"1525","2016-07-31","5.83","2.95","1144"
"1526","2016-08-31","7.47","2.87","1144"
"1527","2016-09-30","8.10","3.77","1144"
"1528","2016-10-31","6.58","2.53","1144"
"1529","2016-11-30","7.00","2.53","1144"
"1530","2016-12-31","6.73","2.56","1144"
"1531","2017-01-31","6.66","2.14","1144"
"1532","2017-02-28","6.33","1.87","1144"
"1533","2017-03-31","7.07","2.14","1144"
"1534","2017-04-30","8.43","2.51","1144"
"1535","2017-05-31","7.07","1.47","1144"
"1536","2017-06-30","7.65","1.47","1144"
"1537","2016-07-31","7.74","42.77","1440"
"1538","2016-08-31","8.14","34.74","1440"
"1539","2016-09-30","9.18","33.10","1440"
"1540","2016-10-31","8.38","36.06","1440"
"1541","2016-11-30","7.93","29.84","1440"
"1542","2016-12-31","8.03","20.55","1440"
"1543","2017-01-31","7.04","11.94","1440"
"1544","2017-02-28","6.77","7.14","1440"
"1545","2017-03-31","8.31","7.43","1440"
"1546","2017-04-30","9.87","5.90","1440"
"1547","2017-05-31","5.83","1.77","1440"
"1548","2017-06-30","6.40","1.77","1440"
"1549","2016-07-31","46.90","99.98","415"
"1550","2016-08-31","46.20","100.00","415"
"1551","2016-09-30","44.82","100.00","415"
"1552","2016-10-31","44.70","100.00","415"
"1553","2016-11-30","44.10","96.98","415"
"1554","2016-12-31","44.68","90.58","415"
"1555","2017-01-31","44.95","83.09","415"
"1556","2017-02-28","45.37","81.64","415"
"1557","2017-03-31","46.33","80.64","415"
"1558","2017-04-30","46.02","81.63","415"
"1559","2017-05-31","47.78","76.98","415"
"1560","2017-06-30","47.69","77.23","415"
"1561","2016-07-31","7.33","10.65","1216"
"1562","2016-08-31","7.06","10.40","1216"
"1563","2016-09-30","7.36","9.94","1216"
"1564","2016-10-31","7.69","9.33","1216"
"1565","2016-11-30","7.67","9.18","1216"
"1566","2016-12-31","7.66","8.93","1216"
"1567","2017-01-31","7.20","8.51","1216"
"1568","2017-02-28","6.75","7.86","1216"
"1569","2017-03-31","5.03","7.36","1216"
"1570","2017-04-30","5.44","6.88","1216"
"1571","2017-05-31","5.92","6.28","1216"
"1572","2017-06-30","5.71","6.13","1216"
"1573","2016-07-31","5.24","40.52","403"
"1574","2016-08-31","5.18","37.61","403"
"1575","2016-09-30","4.97","38.65","403"
"1576","2016-10-31","5.04","38.05","403"
"1577","2016-11-30","5.32","36.63","403"
"1578","2016-12-31","5.57","34.48","403"
"1579","2017-01-31","6.30","33.56","403"
"1580","2017-02-28","9.52","32.11","403"
"1581","2017-03-31","10.36","30.23","403"
"1582","2017-04-30","6.21","28.71","403"
"1583","2017-05-31","4.80","28.30","403"
"1584","2017-06-30","4.01","27.00","403"
"1585","2016-07-31","10.00","0.78","660"
"1586","2016-08-31","54.64","1.02","660"
"1587","2016-09-30","53.38","0.74","660"
"1588","2016-10-31","54.50","0.71","660"
"1589","2016-11-30","48.32","0.68","660"
"1590","2016-12-31","42.39","0.60","660"
"1591","2017-01-31","39.71","0.58","660"
"1592","2017-02-28","36.24","0.56","660"
"1593","2017-03-31","30.78","0.52","660"
"1594","2017-04-30","28.25","0.52","660"
"1595","2017-05-31","27.13","0.49","660"
"1596","2017-06-30","25.23","0.46","660"
"1597","2016-07-31","4.06","88.16","900"
"1598","2016-08-31","4.53","83.70","900"
"1599","2016-09-30","5.47","80.87","900"
"1600","2016-10-31","4.03","75.94","900"
"1601","2016-11-30","3.93","72.86","900"
"1602","2016-12-31","3.93","70.06","900"
"1603","2017-01-31","3.84","67.62","900"
"1604","2017-02-28","3.73","59.50","900"
"1605","2017-03-31","3.48","51.32","900"
"1606","2017-04-30","3.33","44.56","900"
"1607","2017-05-31","3.34","39.92","900"
"1608","2017-06-30","3.26","35.22","900"
"1609","2016-07-31","27.02","11.33","3051"
"1610","2016-08-31","27.74","9.49","3051"
"1611","2016-09-30","29.52","5.72","3051"
"1612","2016-10-31","29.15","5.21","3051"
"1613","2016-11-30","26.89","5.81","3051"
"1614","2016-12-31","25.83","4.48","3051"
"1615","2017-01-31","22.89","3.72","3051"
"1616","2017-02-28","21.90","6.93","3051"
"1617","2017-03-31","20.24","7.22","3051"
"1618","2017-04-30","18.60","5.91","3051"
"1619","2017-05-31","17.30","8.82","3051"
"1620","2017-06-30","14.18","8.27","3051"
"1621","2016-07-31","13.18","100.00","4355"
"1622","2016-08-31","13.93","100.00","4355"
"1623","2016-09-30","9.79","100.00","4355"
"1624","2016-10-31","8.11","100.00","4355"
"1625","2016-11-30","8.64","100.00","4355"
"1626","2016-12-31","7.83","100.00","4355"
"1627","2017-01-31","7.75","100.00","4355"
"1628","2017-02-28","6.61","100.00","4355"
"1629","2017-03-31","6.91","100.00","4355"
"1630","2017-04-30","6.85","100.00","4355"
"1631","2017-05-31","5.99","100.00","4355"
"1632","2017-06-30","5.71","100.00","4355"
"1633","2016-07-31","15.08","100.00","3921"
"1634","2016-08-31","13.04","100.00","3921"
"1635","2016-09-30","12.93","100.00","3921"
"1636","2016-10-31","10.75","100.00","3921"
"1637","2016-11-30","9.18","100.00","3921"
"1638","2016-12-31","8.01","78.96","3921"
"1639","2017-01-31","7.95","69.48","3921"
"1640","2017-02-28","6.36","49.15","3921"
"1641","2017-03-31","5.57","47.04","3921"
"1642","2017-04-30","5.94","41.03","3921"
"1643","2017-05-31","3.93","19.02","3921"
"1644","2017-06-30","3.06","16.49","3921"
"1645","2016-07-31","10.67","90.91","154"
"1646","2016-08-31","10.15","87.08","154"
"1647","2016-09-30","9.07","83.21","154"
"1648","2016-10-31","8.83","57.02","154"
"1649","2016-11-30","7.74","32.38","154"
"1650","2016-12-31","8.42","22.78","154"
"1651","2017-01-31","8.47","18.00","154"
"1652","2017-02-28","8.15","13.61","154"
"1653","2017-03-31","7.97","9.40","154"
"1654","2017-04-30","9.99","9.21","154"
"1655","2017-05-31","7.68","0.45","154"
"1656","2017-06-30","7.43","0.44","154"
"1657","2016-07-31","12.86","36.83","95"
"1658","2016-08-31","11.81","40.13","95"
"1659","2016-09-30","13.36","41.27","95"
"1660","2016-10-31","12.03","40.19","95"
"1661","2016-11-30","13.69","37.04","95"
"1662","2016-12-31","12.47","35.19","95"
"1663","2017-01-31","11.10","29.32","95"
"1664","2017-02-28","8.18","33.63","95"
"1665","2017-03-31","9.11","37.29","95"
"1666","2017-04-30","10.17","32.68","95"
"1667","2017-05-31","8.33","22.28","95"
"1668","2017-06-30","8.67","9.09","95"
"1669","2016-07-31","5.69","8.24","2953"
"1670","2016-08-31","5.51","8.80","2953"
"1671","2016-09-30","4.88","6.49","2953"
"1672","2016-10-31","4.65","7.55","2953"
"1673","2016-11-30","5.19","8.33","2953"
"1674","2016-12-31","5.60","12.37","2953"
"1675","2017-01-31","7.64","24.49","2953"
"1676","2017-02-28","7.27","26.09","2953"
"1677","2017-03-31","6.20","24.49","2953"
"1678","2017-04-30","6.51","20.80","2953"
"1679","2017-05-31","7.03","20.53","2953"
"1680","2017-06-30","6.19","18.34","2953"
"1681","2016-07-31","16.71","7.05","5310"
"1682","2016-08-31","15.68","5.23","5310"
"1683","2016-09-30","15.22","4.87","5310"
"1684","2016-10-31","14.89","4.36","5310"
"1685","2016-11-30","14.71","3.76","5310"
"1686","2016-12-31","15.10","3.52","5310"
"1687","2017-01-31","13.76","3.04","5310"
"1688","2017-02-28","13.17","2.78","5310"
"1689","2017-03-31","10.88","2.08","5310"
"1690","2017-04-30","10.07","1.70","5310"
"1691","2017-05-31","8.94","1.23","5310"
"1692","2017-06-30","8.40","1.06","5310"
"1693","2016-07-31","29.35","92.34","4126"
"1694","2016-08-31","27.28","93.83","4126"
"1695","2016-09-30","25.14","91.97","4126"
"1696","2016-10-31","25.80","92.44","4126"
"1697","2016-11-30","27.08","92.30","4126"
"1698","2016-12-31","25.66","93.17","4126"
"1699","2017-01-31","25.01","94.08","4126"
"1700","2017-02-28","24.88","94.18","4126"
"1701","2017-03-31","23.17","93.56","4126"
"1702","2017-04-30","24.02","93.04","4126"
"1703","2017-05-31","25.72","86.99","4126"
"1704","2017-06-30","27.03","88.46","4126"
"1705","2016-07-31","13.53","3.34","881"
"1706","2016-08-31","13.53","3.34","881"
"1707","2016-09-30","13.53","3.34","881"
"1708","2016-10-31","13.53","3.34","881"
"1709","2016-11-30","13.53","3.34","881"
"1710","2016-12-31","13.53","3.34","881"
"1711","2017-01-31","13.53","3.34","881"
"1712","2017-02-28","13.53","3.34","881"
"1713","2017-03-31","13.53","3.34","881"
"1714","2017-04-30","13.56","2.82","881"
"1715","2017-05-31","10.93","2.16","881"
"1716","2017-06-30","10.74","1.99","881"
"1717","2016-07-31","13.76","100.00","4142"
"1718","2016-08-31","10.74","98.45","4142"
"1719","2016-09-30","11.01","97.29","4142"
"1720","2016-10-31","12.02","95.87","4142"
"1721","2016-11-30","11.15","95.31","4142"
"1722","2016-12-31","11.06","95.53","4142"
"1723","2017-01-31","10.73","96.42","4142"
"1724","2017-02-28","10.44","97.47","4142"
"1725","2017-03-31","10.71","97.48","4142"
"1726","2017-04-30","10.29","98.08","4142"
"1727","2017-05-31","10.18","97.88","4142"
"1728","2017-06-30","9.51","97.27","4142"
"1729","2016-07-31","45.42","18.85","2052"
"1730","2016-08-31","36.89","14.04","2052"
"1731","2016-09-30","32.76","16.99","2052"
"1732","2016-10-31","31.23","13.17","2052"
"1733","2016-11-30","27.27","11.84","2052"
"1734","2016-12-31","24.47","8.67","2052"
"1735","2017-01-31","24.01","8.54","2052"
"1736","2017-02-28","23.89","10.84","2052"
"1737","2017-03-31","20.05","9.60","2052"
"1738","2017-04-30","63.90","76.22","2052"
"1739","2017-05-31","15.56","5.86","2052"
"1740","2017-06-30","13.23","5.56","2052"
"1741","2016-07-31","13.70","100.00","574"
"1742","2016-08-31","14.37","100.00","574"
"1743","2016-09-30","13.84","100.00","574"
"1744","2016-10-31","12.71","100.00","574"
"1745","2016-11-30","13.03","100.00","574"
"1746","2016-12-31","14.86","98.64","574"
"1747","2017-01-31","14.78","86.92","574"
"1748","2017-02-28","11.65","81.46","574"
"1749","2017-03-31","11.00","77.23","574"
"1750","2017-04-30","9.45","65.16","574"
"1751","2017-05-31","9.91","59.89","574"
"1752","2017-06-30","9.08","49.38","574"
"1753","2016-07-31","13.92","3.48","246"
"1754","2016-08-31","13.13","3.27","246"
"1755","2016-09-30","13.93","4.89","246"
"1756","2016-10-31","12.89","5.46","246"
"1757","2016-11-30","14.24","7.40","246"
"1758","2016-12-31","16.82","6.90","246"
"1759","2017-01-31","15.15","3.88","246"
"1760","2017-02-28","14.63","3.90","246"
"1761","2017-03-31","14.56","4.38","246"
"1762","2017-04-30","18.44","2.16","246"
"1763","2017-05-31","15.08","10.14","246"
"1764","2017-06-30","13.59","6.47","246"
"1765","2016-07-31","-100.00","-100.00","1937"
"1766","2016-08-31","-100.00","-100.00","1937"
"1767","2016-09-30","-100.00","-100.00","1937"
"1768","2016-10-31","-100.00","-100.00","1937"
"1769","2016-11-30","-100.00","-100.00","1937"
"1770","2016-12-31","32.90","42.35","1937"
"1771","2017-01-31","35.62","33.98","1937"
"1772","2017-02-28","37.26","33.55","1937"
"1773","2017-03-31","36.64","30.56","1937"
"1774","2017-04-30","33.95","24.94","1937"
"1775","2017-05-31","32.85","17.48","1937"
"1776","2017-06-30","32.37","13.74","1937"
"1777","2016-07-31","11.47","43.65","50"
"1778","2016-08-31","12.65","41.48","50"
"1779","2016-09-30","13.95","45.50","50"
"1780","2016-10-31","13.24","43.30","50"
"1781","2016-11-30","13.96","44.33","50"
"1782","2016-12-31","12.34","47.04","50"
"1783","2017-01-31","12.14","49.54","50"
"1784","2017-02-28","11.44","58.62","50"
"1785","2017-03-31","14.17","71.90","50"
"1786","2017-04-30","13.75","81.04","50"
"1787","2017-05-31","10.43","54.63","50"
"1788","2017-06-30","12.20","63.53","50"
"1789","2016-07-31","7.97","1.37","491"
"1790","2016-08-31","7.65","1.31","491"
"1791","2016-09-30","8.50","2.10","491"
"1792","2016-10-31","7.46","1.27","491"
"1793","2016-11-30","7.54","1.22","491"
"1794","2016-12-31","6.87","1.20","491"
"1795","2017-01-31","7.14","1.14","491"
"1796","2017-02-28","7.34","1.11","491"
"1797","2017-03-31","7.29","1.03","491"
"1798","2017-04-30","6.85","1.00","491"
"1799","2017-05-31","6.79","1.10","491"
"1800","2017-06-30","13.57","1.06","491"
"1801","2016-07-31","9.42","5.27","664"
"1802","2016-08-31","13.51","7.61","664"
"1803","2016-09-30","11.94","6.26","664"
"1804","2016-10-31","9.92","5.12","664"
"1805","2016-11-30","9.18","4.74","664"
"1806","2016-12-31","9.38","3.08","664"
"1807","2017-01-31","8.71","2.43","664"
"1808","2017-02-28","8.72","1.96","664"
"1809","2017-03-31","8.64","1.15","664"
"1810","2017-04-30","8.14","0.93","664"
"1811","2017-05-31","6.66","0.72","664"
"1812","2017-06-30","6.30","0.59","664"
"1813","2016-07-31","6.69","5.06","336"
"1814","2016-08-31","6.17","5.39","336"
"1815","2016-09-30","6.78","5.74","336"
"1816","2016-10-31","6.04","4.67","336"
"1817","2016-11-30","6.49","3.57","336"
"1818","2016-12-31","6.37","3.71","336"
"1819","2017-01-31","6.40","3.99","336"
"1820","2017-02-28","5.39","4.02","336"
"1821","2017-03-31","4.10","5.86","336"
"1822","2017-04-30","4.06","7.04","336"
"1823","2017-05-31","3.81","6.85","336"
"1824","2017-06-30","3.49","7.53","336"
"1825","2016-07-31","-100.00","-100.00","6398"
"1826","2016-08-31","-100.00","-100.00","6398"
"1827","2016-09-30","-100.00","-100.00","6398"
"1828","2016-10-31","-100.00","-100.00","6398"
"1829","2016-11-30","-100.00","-100.00","6398"
"1830","2016-12-31","-100.00","-100.00","6398"
"1831","2017-01-31","-100.00","-100.00","6398"
"1832","2017-02-28","-100.00","-100.00","6398"
"1833","2017-03-31","-100.00","-100.00","6398"
"1834","2017-04-30","-100.00","-100.00","6398"
"1835","2017-05-31","-100.00","-100.00","6398"
"1836","2017-06-30","13.06","1.18","6398"
"1837","2016-07-31","5.76","39.47","674"
"1838","2016-08-31","5.36","37.38","674"
"1839","2016-09-30","5.05","41.76","674"
"1840","2016-10-31","5.83","40.53","674"
"1841","2016-11-30","5.46","43.40","674"
"1842","2016-12-31","5.28","43.80","674"
"1843","2017-01-31","5.07","39.85","674"
"1844","2017-02-28","4.80","40.21","674"
"1845","2017-03-31","5.94","36.05","674"
"1846","2017-04-30","6.22","44.42","674"
"1847","2017-05-31","4.88","44.30","674"
"1848","2017-06-30","4.65","49.26","674"
"1849","2016-07-31","0.00","0.00","4420"
"1850","2016-08-31","0.00","0.00","4420"
"1851","2016-09-30","0.00","0.00","4420"
"1852","2016-10-31","0.00","0.00","4420"
"1853","2016-11-30","0.00","0.00","4420"
"1854","2016-12-31","0.00","0.00","4420"
"1855","2017-01-31","0.00","0.00","4420"
"1856","2017-02-28","0.00","0.00","4420"
"1857","2017-03-31","5.70","100.00","4420"
"1858","2017-04-30","6.03","100.00","4420"
"1859","2017-05-31","5.00","100.00","4420"
"1860","2017-06-30","4.58","94.69","4420"
"1861","2016-07-31","14.99","35.27","396"
"1862","2016-08-31","14.05","38.91","396"
"1863","2016-09-30","14.33","39.90","396"
"1864","2016-10-31","13.73","34.19","396"
"1865","2016-11-30","12.35","35.95","396"
"1866","2016-12-31","11.89","41.71","396"
"1867","2017-01-31","11.65","48.41","396"
"1868","2017-02-28","10.40","54.53","396"
"1869","2017-03-31","13.38","63.18","396"
"1870","2017-04-30","15.05","72.60","396"
"1871","2017-05-31","10.33","66.44","396"
"1872","2017-06-30","10.14","65.03","396"
"1873","2016-07-31","55.03","95.81","695"
"1874","2016-08-31","56.06","96.73","695"
"1875","2016-09-30","55.70","96.92","695"
"1876","2016-10-31","47.17","96.96","695"
"1877","2016-11-30","29.97","96.64","695"
"1878","2016-12-31","27.99","96.37","695"
"1879","2017-01-31","29.89","97.55","695"
"1880","2017-02-28","29.50","98.20","695"
"1881","2017-03-31","32.18","98.96","695"
"1882","2017-04-30","32.85","99.36","695"
"1883","2017-05-31","29.95","99.29","695"
"1884","2017-06-30","27.53","99.83","695"
"1885","2016-07-31","92.64","100.00","2639"
"1886","2016-08-31","91.48","100.00","2639"
"1887","2016-09-30","70.68","100.00","2639"
"1888","2016-10-31","76.78","100.00","2639"
"1889","2016-11-30","80.82","100.00","2639"
"1890","2016-12-31","86.72","100.00","2639"
"1891","2017-01-31","82.85","100.00","2639"
"1892","2017-02-28","63.78","100.00","2639"
"1893","2017-03-31","61.79","100.00","2639"
"1894","2017-04-30","97.13","100.00","2639"
"1895","2017-05-31","93.07","100.00","2639"
"1896","2017-06-30","91.90","100.00","2639"
"1897","2016-07-31","59.09","100.00","1465"
"1898","2016-08-31","46.85","95.34","1465"
"1899","2016-09-30","39.58","56.89","1465"
"1900","2016-10-31","38.12","82.15","1465"
"1901","2016-11-30","29.69","88.96","1465"
"1902","2016-12-31","19.75","86.42","1465"
"1903","2017-01-31","28.60","80.37","1465"
"1904","2017-02-28","18.45","85.53","1465"
"1905","2017-03-31","11.56","73.47","1465"
"1906","2017-04-30","10.61","49.69","1465"
"1907","2017-05-31","10.82","54.46","1465"
"1908","2017-06-30","11.27","49.26","1465"
"1909","2016-07-31","13.23","59.69","398"
"1910","2016-08-31","13.44","58.59","398"
"1911","2016-09-30","12.82","59.20","398"
"1912","2016-10-31","12.62","54.84","398"
"1913","2016-11-30","11.44","57.26","398"
"1914","2016-12-31","10.83","60.95","398"
"1915","2017-01-31","10.23","62.43","398"
"1916","2017-02-28","9.73","58.99","398"
"1917","2017-03-31","10.52","54.25","398"
"1918","2017-04-30","12.09","61.42","398"
"1919","2017-05-31","9.62","50.63","398"
"1920","2017-06-30","8.36","48.65","398"
"1921","2016-07-31","40.13","100.00","4286"
"1922","2016-08-31","41.68","100.00","4286"
"1923","2016-09-30","38.49","100.00","4286"
"1924","2016-10-31","37.15","100.00","4286"
"1925","2016-11-30","40.64","100.00","4286"
"1926","2016-12-31","43.89","100.00","4286"
"1927","2017-01-31","33.35","100.00","4286"
"1928","2017-02-28","33.46","100.00","4286"
"1929","2017-03-31","31.40","100.00","4286"
"1930","2017-04-30","90.34","89.66","4286"
"1931","2017-05-31","29.15","41.86","4286"
"1932","2017-06-30","28.15","51.21","4286"
"1933","2016-07-31","49.19","5.88","4352"
"1934","2016-08-31","45.99","5.38","4352"
"1935","2016-09-30","39.93","5.72","4352"
"1936","2016-10-31","41.71","5.02","4352"
"1937","2016-11-30","33.47","5.01","4352"
"1938","2016-12-31","36.75","4.80","4352"
"1939","2017-01-31","35.61","4.24","4352"
"1940","2017-02-28","31.21","5.30","4352"
"1941","2017-03-31","20.62","5.96","4352"
"1942","2017-04-30","23.91","5.19","4352"
"1943","2017-05-31","24.95","4.89","4352"
"1944","2017-06-30","21.48","4.23","4352"
"1945","2016-07-31","69.78","76.91","1050"
"1946","2016-08-31","69.65","74.82","1050"
"1947","2016-09-30","69.73","71.31","1050"
"1948","2016-10-31","69.18","67.72","1050"
"1949","2016-11-30","69.73","65.88","1050"
"1950","2016-12-31","69.88","59.78","1050"
"1951","2017-01-31","70.49","59.31","1050"
"1952","2017-02-28","70.87","56.58","1050"
"1953","2017-03-31","71.43","57.44","1050"
"1954","2017-04-30","70.23","59.23","1050"
"1955","2017-05-31","69.11","58.56","1050"
"1956","2017-06-30","69.96","49.99","1050"
"1957","2016-07-31","11.85","7.58","245"
"1958","2016-08-31","11.43","7.16","245"
"1959","2016-09-30","10.52","6.74","245"
"1960","2016-10-31","9.97","6.94","245"
"1961","2016-11-30","9.48","6.70","245"
"1962","2016-12-31","8.74","6.14","245"
"1963","2017-01-31","8.24","6.04","245"
"1964","2017-02-28","8.08","6.10","245"
"1965","2017-03-31","8.58","5.97","245"
"1966","2017-04-30","9.19","6.00","245"
"1967","2017-05-31","9.78","5.83","245"
"1968","2017-06-30","9.35","5.78","245"
"1969","2016-07-31","25.11","38.20","799"
"1970","2016-08-31","28.32","25.17","799"
"1971","2016-09-30","27.02","28.40","799"
"1972","2016-10-31","22.66","30.91","799"
"1973","2016-11-30","22.47","38.01","799"
"1974","2016-12-31","25.36","38.32","799"
"1975","2017-01-31","30.18","40.73","799"
"1976","2017-02-28","29.81","41.35","799"
"1977","2017-03-31","29.91","42.30","799"
"1978","2017-04-30","33.45","40.97","799"
"1979","2017-05-31","30.83","42.35","799"
"1980","2017-06-30","28.21","51.33","799"
"1981","2016-07-31","4.01","42.05","1868"
"1982","2016-08-31","4.12","38.93","1868"
"1983","2016-09-30","4.85","30.32","1868"
"1984","2016-10-31","4.46","30.84","1868"
"1985","2016-11-30","4.81","29.78","1868"
"1986","2016-12-31","6.27","29.17","1868"
"1987","2017-01-31","6.34","27.61","1868"
"1988","2017-02-28","6.27","21.99","1868"
"1989","2017-03-31","9.06","23.10","1868"
"1990","2017-04-30","9.78","22.29","1868"
"1991","2017-05-31","9.49","19.49","1868"
"1992","2017-06-30","9.74","20.13","1868"
"1993","2016-07-31","59.26","36.41","2600"
"1994","2016-08-31","61.89","29.40","2600"
"1995","2016-09-30","59.68","26.08","2600"
"1996","2016-10-31","54.91","23.23","2600"
"1997","2016-11-30","54.05","21.78","2600"
"1998","2016-12-31","54.53","22.33","2600"
"1999","2017-01-31","50.73","20.59","2600"
"2000","2017-02-28","43.43","21.71","2600"
"2001","2017-03-31","37.52","28.87","2600"
"2002","2017-04-30","37.84","21.11","2600"
"2003","2017-05-31","38.44","18.14","2600"
"2004","2017-06-30","36.22","13.84","2600"
"2005","2016-07-31","21.48","52.07","850"
"2006","2016-08-31","17.51","47.59","850"
"2007","2016-09-30","14.50","40.61","850"
"2008","2016-10-31","12.91","36.94","850"
"2009","2016-11-30","11.29","37.25","850"
"2010","2016-12-31","9.33","38.12","850"
"2011","2017-01-31","7.40","40.32","850"
"2012","2017-02-28","8.16","40.12","850"
"2013","2017-03-31","8.07","41.84","850"
"2014","2017-04-30","7.42","37.84","850"
"2015","2017-05-31","6.72","33.40","850"
"2016","2017-06-30","6.85","28.49","850"
"2017","2016-07-31","0.00","0.00","5588"
"2018","2016-08-31","0.00","0.00","5588"
"2019","2016-09-30","0.00","0.00","5588"
"2020","2016-10-31","0.00","0.00","5588"
"2021","2016-11-30","0.00","0.00","5588"
"2022","2016-12-31","0.00","0.00","5588"
"2023","2017-01-31","0.00","0.00","5588"
"2024","2017-02-28","0.00","0.00","5588"
"2025","2017-03-31","0.00","0.00","5588"
"2026","2017-04-30","0.00","0.00","5588"
"2027","2017-05-31","0.00","0.00","5588"
"2028","2017-06-30","7.10","93.56","5588"
"2029","2016-07-31","6.92","88.93","2930"
"2030","2016-08-31","6.63","83.57","2930"
"2031","2016-09-30","7.07","78.69","2930"
"2032","2016-10-31","7.02","73.84","2930"
"2033","2016-11-30","7.31","68.70","2930"
"2034","2016-12-31","8.00","62.02","2930"
"2035","2017-01-31","10.01","56.31","2930"
"2036","2017-02-28","10.13","50.73","2930"
"2037","2017-03-31","10.59","47.02","2930"
"2038","2017-04-30","11.02","39.67","2930"
"2039","2017-05-31","10.36","31.31","2930"
"2040","2017-06-30","10.21","25.28","2930"
"2041","2016-07-31","20.38","7.42","524"
"2042","2016-08-31","20.07","6.82","524"
"2043","2016-09-30","20.50","6.28","524"
"2044","2016-10-31","18.66","5.67","524"
"2045","2016-11-30","14.63","5.36","524"
"2046","2016-12-31","13.45","6.04","524"
"2047","2017-01-31","12.91","6.05","524"
"2048","2017-02-28","12.12","5.84","524"
"2049","2017-03-31","11.34","4.64","524"
"2050","2017-04-30","10.75","4.70","524"
"2051","2017-05-31","10.28","4.75","524"
"2052","2017-06-30","11.30","5.01","524"
"2053","2016-07-31","19.64","29.45","102"
"2054","2016-08-31","17.93","27.96","102"
"2055","2016-09-30","17.32","29.08","102"
"2056","2016-10-31","13.88","21.13","102"
"2057","2016-11-30","12.48","20.16","102"
"2058","2016-12-31","14.10","19.10","102"
"2059","2017-01-31","13.58","16.09","102"
"2060","2017-02-28","13.44","15.10","102"
"2061","2017-03-31","14.46","16.03","102"
"2062","2017-04-30","13.68","13.72","102"
"2063","2017-05-31","12.08","12.88","102"
"2064","2017-06-30","12.69","12.32","102"
"2065","2016-07-31","39.72","75.95","724"
"2066","2016-08-31","43.04","72.51","724"
"2067","2016-09-30","52.87","79.16","724"
"2068","2016-10-31","63.29","86.03","724"
"2069","2016-11-30","68.83","90.76","724"
"2070","2016-12-31","54.73","74.24","724"
"2071","2017-01-31","46.01","85.86","724"
"2072","2017-02-28","42.61","86.67","724"
"2073","2017-03-31","51.75","82.93","724"
"2074","2017-04-30","46.82","81.34","724"
"2075","2017-05-31","47.39","77.41","724"
"2076","2017-06-30","54.75","80.80","724"
"2077","2016-07-31","18.07","81.39","1095"
"2078","2016-08-31","21.60","82.87","1095"
"2079","2016-09-30","23.42","84.57","1095"
"2080","2016-10-31","25.27","77.76","1095"
"2081","2016-11-30","23.35","73.56","1095"
"2082","2016-12-31","23.62","69.29","1095"
"2083","2017-01-31","23.15","68.94","1095"
"2084","2017-02-28","22.44","70.60","1095"
"2085","2017-03-31","17.54","63.02","1095"
"2086","2017-04-30","15.36","66.49","1095"
"2087","2017-05-31","14.84","63.43","1095"
