"id","actualCapital","aliasName","association","associationDetail","autoBid","autoBidCode","bankCapital","bankFunds","bidSecurity","bindingFlag","businessType","companyName","credit","creditLevel","delayScore","delayScoreDetail","displayFlg","drawScore","drawScoreDetail","equityVoList","experienceScore","experienceScoreDetail","fundCapital","gjlhhFlag","gjlhhTime","gruarantee","inspection","juridicalPerson","locationArea","locationAreaName","locationCity","locationCityName","manageExpense","manageExpenseDetail","newTrustCreditor","newTrustCreditorCode","officeAddress","onlineDate","payment","paymode","platBackground","platBackgroundDetail","platBackgroundDetailExpand","platBackgroundExpand","platEarnings","platEarningsCode","platName","platStatus","platUrl","problem","problemTime","recordId","recordLicId","registeredCapital","riskCapital","riskFunds","riskReserve","riskcontrol","securityModel","securityModelCode","securityModelOther","serviceScore","serviceScoreDetail","startInvestmentAmout","term","termCodes","termWeight","transferExpense","transferExpenseDetail","trustCapital","trustCreditor","trustCreditorMonth","trustFunds","tzjPj","vipExpense","withTzj","withdrawExpense","platId"
"2200","0.00","好贷宝","0","","","","","0","-","0","","中融金（北京）科技有限公司 ","0","","4.4","三天内","1","2.5","两三天内","[{u'updDate': u'', u'equityCode': u'002668', u'insDate': u'', u'insUserId': u'', u'equityId': 1, u'updUserId': u'', u'equityMarket': u'u6df1u4ea4u6240', u'updUserName': u'', u'insUserName': u'', u'platId': 3756}]","4.2","满意","","0","","","0","赵国栋 ","11","北京","1101","东城","","","","0","北京市海淀区东冉北街9号宝蓝金园国际中心B3001室 ","2013-11-01","","","3","上市公司控股","上市公司控股","3","10.69%","10.69","好贷宝","1","http://www.haodaibao.com/","0","","京ICP备15007154号-2 ","京ICP证150681号","2222.00","","0","0.0","0","","","","4.0","满意","","1月标(38.3%)、2月标(29.2%)","[3, 2, 1, 5, 4]","2.38","","","","","0","","","","0","","3756"
"2201","3000.00","融金所","1","2014年05月18日加入广东互联网金融协会任副会长职务","支持","1","","0","100％适用风险准备金和合作机构全额本息回购","1","","深圳前海融金所互联网金融服务有限公司","0","","3.5","一周内","1","2.9","两三天内","","3.4","一般","","0","","","1","孙明达","44","广东","4403","深圳","0％(暂时不收取投资人利息管理费。)","","12个月","0","深圳市福田区车公庙泰然六路雪松大厦B座八楼AD","2013-05-15","1","借记卡网付","2","民营系","民营系","2","11.84%","11.84","融金所","1","http://www.rjs.com","0","","粤ICP备13026617号-1","粤B2-20160354","3000.00","","0","4500.0","0","非融资性担保公司、风险准备金(4500.0万元)","3,02","","3.4","一般","","1月标(26.0%)、24月以上标(20.2%)","[3, 2, 1, 7, 6, 4, 8]","7.2","按转让本金的一定比例收费，30天＜N≤60天收取1%；60天＜N≤90天收取0.8%；90天＜N收取0.5%","","","","12","","BBB","(　　目前VIP1、VIP2免年费，申请即可开通　　VIP3年费360元，申请开通后一年内，累计投资额达到100w以上，则一年后返还年费　　VIP4年费880元，申请开通后一年内，累计投资额达到200w以上，则一年后返还年费(注：从2015年1月1日后审核通过和续费的VIP4用户将不再返还880元年费，2015年1月1日之前审核通过的VIP4用户规则不变，累计投资额达到200万正常返还)　　从2015年1月1日1起，已经是VIP3的用户，如果升级到VIP4，平台会根据VIP3用户到期时间及累计投资额达成情况进行年费返还。)","0","0-0.50％(充值15天后提现免费，单笔提现限额5万元（因5万以下转账操作方便，节省时间），次数不限。免费提现额度=充值金额+已赚利息+已赚奖励-提现总额-15天内充值额。充值15内（含15天）提现的属于'紧急提现'，收取提现金额的0.5％作为紧急提现手续费。)","184"
"2202","11000.00","付融宝","1","2014年12月16日加入江苏省互联网金融协会任会员单位职务","不支持","0","恒丰银行","1","-","1","","江苏宝贝金融信息服务有限公司","0","","3.9","一周内","1","2.6","两三天内","[{u'updDate': u'', u'equityCode': u'600634', u'insDate': u'', u'insUserId': u'', u'equityId': 1, u'updUserId': u'', u'equityMarket': u'u4e0au4ea4u6240', u'updUserName': u'', u'insUserName': u'', u'platId': 460}]","3.4","一般","银行存管 存管机构为恒丰银行","0","","","1","梁振邦","32","江苏","3201","南京","","","1个月","2","江苏省南京市建邺区奥体大街68号新城科技园研发总部园02栋22楼","2013-11-22","","","0","上市公司参股","上市公司参股","3","9.91%","9.91","付融宝","1","https://www.frbao.com/","0","","苏ICP备13057386号","","11000.00","恒丰银行","1","0.0","1","小贷公司、融资性担保公司、上市公司、国有企业、大型电商公司、融资租赁公司","1,2,01","上市公司、国有企业、大型电商公司、融资租赁公司","3.3","一般","","12-24月标(32.0%)、6-12月标(24.0%)","[3, 2, 1, 7, 6, 5, 4, 8]","7.82","","","","","0","","","","0","无费用","460"
"2203","0.00","小诺理财","0","","不支持","0","徽商银行嵌入式存管","1","风险准备金保障","1","个人信贷(70%)、企业信贷(10%)、车贷(10%)、房贷(10%)","诺远科技发展有限公司","0","","3.6","一周内","1","3.4","一天内","","3.9","满意","","0","","","0","李延武","11","北京","1105","朝阳","10％（居间服务费是平台向出借人收取出借收益（即利息收益）的10％作为服务费用，目前暂不收取）","","1个月","0","北京市朝阳区向军北里28号院瀚海文化大厦","2015-11-11","1","借记卡网付","0","","","0","8.38%","8.38","小诺理财","1","https://nyonline.cn/","0","","京ICP备15042309号-1","京ICP证161372号 ","10000.00","","0","0.0","0","风险保障金计划","01","风险保障金计划","3.7","满意","","12-24月标(27.2%)、6-12月标(19.2%)","[3, 2, 7, 6, 5, 4, 8]","5.98","0.2％（转让债权的剩余本金X0.2％，最低1元，债权转让服务费在成交后直接从成交金额中扣除）","","","","1","","","0（无VIP费用）","0","1元／笔（每天首笔免费，之后每成交一笔收取1元提现费，目前暂不收取提现费）","3841"
"2204","0.00","福银票号","1","2015年05月15日加入上海市互联网金融行业协会任会员职务","支持","1","","0","-","1","票据(100%)","上海福银涞互联网金融信息服务有限公司","0","","4.3","三天内","1","2.7","两三天内","","4.4","满意","","0","","","0","陈政江","31","上海","3115","浦东","无","","不可转让","5","上海浦东新区杨高南路428号由由世纪广场3号楼11楼AB室","2014-11-19","1","借记卡网付","0","","民营系","2","6.31%","6.31","福银票号","1","http://www.fuyph.com","0","","沪ICP备14042331号","","3000.00","","0","0.0","0","融资性担保公司","2","","4.1","满意","","2月标(25.8%)、1月标(23.8%)","[3, 2, 1, 5, 4]","2.43","无","","","","0","","","无","0","个人用户提现手续费为2元/笔，企业用户提现手续费为0.003％(1、个人用户：个人用户提现手续费为2元/笔，将从提现金额中扣除；3.预计到账时间：成功申请提现后，个人用户在15:00前申请的，预计次日到账，提现申请在15:00后的，预计T+2到账；企业网银用户T+1到账；遇双休日及法定节假日顺延，实际到账时间依据资金托管方（新浪支付）及提现银行有所差异；2、企业用户：企业用户提现手续费为0.003％（单笔手续费最高200元）；)","2120"
"2205","11600.00","理财范","1","2014年12月04日加入中关村互联网金融行业协会任会员单位职务<br/>2015年12月10日加入北京市网贷行业协会任观察员职务","不支持","0","徽商银行","1","第三方担保","1","消费金融(81%)、供应链金融(1%)、融资租赁(1%)","北京网融天下金融信息服务有限公司","0","","4.5","三天内","1","4.0","四小时内","","4.2","满意","","0","","","0","申磊","11","北京","1105","朝阳","0","","随时","1","北京市朝阳区朝外大街乙六号朝外soho A座6层603","2014-03-20","1","借记卡网付","0","","风投系","5","10.49%","10.49","理财范","1","http://www.licaifan.com/","0","","京ICP备14007035号","京B2-20170027 ","12567.00","","0","0.0","1","平台风险准备金","01","平台风险准备金","4.1","满意","","4-6月标(25.6%)、6-12月标(21.2%)","[3, 2, 1, 7, 6, 5]","7.93","债权转让不满90天，转让成功后系统会自动扣除1％的转让服务费，债权已满90天将免收服务费。","","","","0","","A","0","0","充值提现0.5％，投资（本息）提现无费用。","500"
"2206","16000.00","e路同心","1","2015年08月18日加入深圳市互联网金融协会任会员职务<br/>2015年06月30日加入广东互联网金融协会任副会长职务","支持","1","","0","设有风险准备金","1","个人信贷(20%)、车贷(20%)、房贷(30%)、供应链金融(30%)","深圳市同心科创金融服务有限公司","0","","3.9","一周内","1","3.1","一天内","","4.0","满意","银行存管 存管机构为华润银行","1","2015年05月16日","","0","朱立行","44","广东","4403","深圳","0","","1个月","2","深圳市南山区深南路与铜鼓路交汇处大冲商务中心D座2002室","2015-01-18","1","借记卡网付","0","国资参股","国资参股","4","10.07%","10.07","e路同心","1","http://www.88bank.com","0","","粤ICP备14095222号","","20000.00","华润银行","1","3000.0","0","小贷公司、融资性担保公司、风险准备金(3000.0万元)","1,2,02","","4.1","满意","","6-12月标(25.2%)、天标(19.8%)","[3, 2, 1, 7, 6, 5, 4]","6.93","0/0.2％(持有时间超过3个月的，不收取任何费用；持有时间少于3个月的，收取转让价格的0.2％)","","","","0","","AA","无","1","0/0.5％(充值投资后提现，不收取提现费用；充值后未用于投资的金额申请提现，收取0.5％作为转账手续费,最低3元/笔)","2219"
"2207","0.00","开鑫贷","1","2016年03月25日加入中国互联网金融协会任理事单位职务<br/>2015年08月20日加入江苏省互联网金融协会任副会长职务","不支持","0","","0","担保机构担保","1","","开鑫贷融资服务江苏有限公司","0","","3.3","一周内","1","2.7","两三天内","","3.5","满意","","1","2016年06月17日","","0","周治翰","32","江苏","3201","南京","","","1个月","2","南京市软件大道50号中兴通讯南京研发中心4号楼5层","2012-12-28","1","借记卡网付","0","","银行系","1","6.65%","6.65","开鑫贷","1","https://www.gkkxd.com","0","","苏ICP备14005389号-1","苏B2-20130228","14024.00","","0","0.0","1","小贷公司、非融资性担保公司、票据质押","1,3,01","票据质押","3.5","满意","","12-24月标(40.1%)、6-12月标(27.7%)","[3, 7, 6, 5, 4, 8]","13.9","0.2％(债权转让对应借款本金的0.2％)","","","","0","","AAA","","1","","116"
"2208","5704.00","信融财富","1","2014年03月11日加入广东互联网金融协会任职务","支持","1","","0","第三方担保/风险准备金","1","","深圳市信融财富投资管理有限公司","1","","3.8","一周内","1","2.7","两三天内","[{u'updDate': u'', u'equityCode': u'002072', u'insDate': u'', u'insUserId': u'', u'equityId': 1, u'updUserId': u'', u'equityMarket': u'u6df1u4ea4u6240Au80a1', u'updUserName': u'', u'insUserName': u'', u'platId': 128}]","3.4","一般","银行存管 存管机构为恒丰银行","0","","深圳市华圳融资担保有限公司(承保11600万元)<br/>陕西普汇中金融资担保有限公司(承保9000万元)","1","齐洋","44","广东","4403","深圳","普通用户收取投资收益的10%，VIP会员收取0%～8%","","1个月","2","深圳市福田区深南中路4026号田面城市大厦17B","2012-12-27","","","0","上市公司参股","上市公司参股","3","11.74%","11.74","信融财富","1","http://www.xinrong.com","0","","粤ICP备12020226号","","6904.00","恒丰银行","1","1000.0","1","融资性担保公司、风险准备金(1000.0万元)","2,02","","3.4","一般","","1月标(87.8%)、6-12月标(4.5%)","[3, 2, 7, 6, 5, 4]","6.84","","","","","0","","A","150元/年","1","普通用户每笔收取5元手续费，VIP会员每笔收取0～3元手续费。充值后未投资的资金提现将收取额外0.5％手续费","128"
"2209","20000.00","合时代","0","","支持","1","","0","担保保证金+风险准备金双重保证金制度","1","艺术品质押(12%)、企业信贷(52%)、房贷(26%)","深圳合时代金融服务有限公司","0","","4.0","三天内","1","2.6","两三天内","","3.7","满意","","0","","","0","孟德禄","44","广东","4403","深圳","无","","1个月","2","深圳市福田区深南中路6011号NEO大厦A座42楼","2013-10-21","","","0","","民营系","2","11.98%","11.98","合时代","1","http://www.heshidai.com","0","","粤ICP备13059473号","","20000.00","","0","0.0","1","小贷公司、融资性担保公司、非融资性担保公司","1,2,3","","3.6","满意","","天标(81.6%)、1月标(8.9%)","[3, 2, 1, 6, 4]","6.68","","","","","0","","A","无","0","0.18％(提现金额的0.18％)","339"
"2210","0.00","普惠家","0","","不支持","0","恒丰银行","1","-","1","个人信贷(98%)、车贷(1%)、房贷(1%)","金诺峰网络科技（北京）有限公司","0","","4.0","三天内","1","3.2","一天内","","4.2","满意","银行存管 存管机构为恒丰银行","0","","","0","米秋霖","11","北京","1108","海淀","0","","6个月","0","北京市海淀区北太平庄路18号9层A901","2015-09-29","1","借记卡网付","0","","民营系","2","10.8%","10.8","普惠家","1","https://www.puhuijia.com/","0","","京ICP备15025168号","京ICP证150900号","6000.00","恒丰银行","1","2678.62","1","风险准备金(2678.62万元)","02","","4.1","满意","","24月以上标(56.1%)、12-24月标(39.2%)","[7, 6, 8]","18.15","1％(无)","","","","6","","","0","0","0","4300"
"2211","2360.00","钜宝盆","1","2016年03月15日加入上海市互联网金融行业协会任理事职务<br/>2016年11月15日加入中国互联网金融协会任会员职务","支持","1","","0","风险基金","1","","上海翼勋互联网金融信息服务有限公司","0","","3.0","一周内","1","1.7","超过三天","","2.7","一般","","0","","","0","王晖","31","上海","3115","浦东","现阶段无费用","","2个月","0","上海市浦东新区浦东南路360号新上海国际大厦4楼B座","2015-05-11","1","借记卡网付","0","","","0","8.0%","8.0","钜宝盆","1","http://www.jpjbp.com/","0","","沪ICP备15018331号","","10000.00","","0","0.0","0","","","","3.0","一般","","24月以上标(99.3%)","[8]","35.73","现阶段无费用","","","","2","","","现阶段无费用","0","现阶段无费用","3347"
"2212","5536.00","和信贷","1","2014年12月06日加入北京市网贷行业协会任创始会员职务","不支持","0","江西银行","1","抵押标：VIP次日，非VIP3日内垫付；信用标：15日内垫付。","1","","和信电子商务有限公司","4","","3.5","一周内","1","2.9","两三天内","[{u'updDate': u'', u'equityCode': u'', u'insDate': u'', u'insUserId': u'', u'equityId': 5, u'updUserId': u'', u'equityMarket': u'', u'updUserName': u'', u'insUserName': u'', u'platId': 235}]","3.1","一般","","0","","","1","安晓博","11","北京","1105","朝阳","10％(利息的10％，VIP收取2％-8％)","","1个月","2","北京市朝阳区建国路甲92号世茂大厦座C座13层","2013-08-18","1","借记卡网付","2","民营系","风投系","5","12.18%","12.18","和信贷","1","https://www.hexindai.com/?adId=1972803","0","","京ICP备14023220号","京ICP证140453号","10527.00","","0","0.0","1","保险公司","5","","3.2","一般","","24月以上标(35.0%)、3月标(33.6%)","[2, 7, 6, 4, 8]","34.9","按照转让金额，收取0.5％的手续费，最低1元/笔。","","","","0","","","150元/年（参与活动可免费获得）","0","提现金额的3‰，最低3元/笔（新充值资金15日内收取，超过15日不收取）","235"
"2213","0.00","来存吧","0","","支持","1","","0","-","1","","杭州满溢网络科技有限公司","0","","4.6","三天内","1","4.1","四小时内","","4.3","满意","","0","","","0","陈宇","33","浙江","3301","杭州","0","","不可转让","5","浙江省杭州市下城区越都商务大厦","2016-03-16","1","借记卡网付","2","民营系","民营系","2","9.91%","9.91","来存吧","1","http://www.laicunba.com/","0","","浙ICP备15020085号-2","","1000.00","","0","0.0","0","","","","4.4","满意","","4-6月标(29.3%)、1月标(23.9%)","[3, 2, 1, 5, 4]","2.16","","","","","0","","","0","0","0","4299"
"2214","5000.00","多赢","0","","支持","1","华兴银行","1","-","1","房贷(100%)","深圳市前海多赢金融服务有限公司","0","","4.1","三天内","1","3.1","一天内","","3.9","满意","","0","","","1","杨勇","44","广东","4403","深圳","投资人利息收入10％(推广期暂时没有收取管理费用)","","不可转让","5","深圳市南山区科技南十二路 长虹科技大厦1501室 ","2014-12-24","1","借记卡网付","0","","民营系","2","9.56%","9.56","多赢","1","http://www.duoying.com","0",""," 粤ICP备14078556号-2","","5000.00","","0","2257.0","1","非融资性担保公司、平台垫付、风险准备金(2257.0万元)","3,4,02","","3.7","满意","","天标(91.9%)、3月标(5.7%)","[1, 6, 4]","1.29","无","","","","0","","","无","0","无","2189"
"2215","6011.00","理财农场","1","2015年03月13日加入深圳市互联网金融协会任理事单位职务<br/>2016年03月25日加入中国互联网金融协会任首批会员职务","支持","1","上海银行","1","质量保障服务专款机制","1","农村金融(100%)","深圳农金圈金融服务有限公司","0","","4.1","三天内","1","3.3","一天内","[{u'updDate': u'', u'equityCode': u'002215', u'insDate': u'', u'insUserId': u'', u'equityId': 1, u'updUserId': u'', u'equityMarket': u'u6df1u4ea4u6240u4e2du5c0fu677f', u'updUserName': u'', u'insUserName': u'', u'platId': 3192}]","4.2","满意","银行存管 存管机构为上海银行","0","","","0","杨世华","44","广东","4403","深圳","免费","","随时","1","深圳市南山区深南大道9789号德赛科技大厦21层","2015-03-15","1","借记卡网付","0","上市公司参股","上市公司参股","3","10.41%","10.41","理财农场","1","https://www.lcfarm.com/?channel=wdzj","0","","粤ICP备15014718号-3","粤B2-20160229","6111.00","上海银行","1","1600.0","1","信息中介、风险准备金(1600.0万元)","01,02","信息中介","4.3","满意","","12-24月标(70.0%)、24月以上标(9.8%)","[3, 2, 1, 7, 6, 5, 4, 8]","7.08","转让价格的1％，仅向债权转让人提取","","","","0","","","免费","0","普通提现：免收手续费；快速提现：按照提现金额的万分之一收取手续费，最低金额2元/笔","3192"
"2216","30000.00","金投行","0","","不支持","0","","0","保险公司承保","1","","杭州金投行金融资产服务有限公司","0","","2.0","两周内","1","2.0","两三天内","[{u'updDate': u'', u'equityCode': u'', u'insDate': u'', u'insUserId': u'', u'equityId': 5, u'updUserId': u'', u'equityMarket': u'', u'updUserName': u'', u'insUserName': u'', u'platId': 3797}]","2.5","一般","","0","","","0","郑齐定","33","浙江","3301","杭州","免费","","不可转让","5","杭州市江干区庆春东路2-6号金投·金融大厦33层","2014-11-27","1","借记卡网付","0","国资控股","国资控股","4","6.49%","6.49","金投行","1","http://www.jintouxing.com","0","","浙ICP备14036062号-1","浙B2-20150136","30000.00","","0","0.0","0","金融资产服务公司、风险准备金","01,02","金融资产服务公司","2.5","一般","","4-6月标(44.0%)、2月标(21.0%)","[3, 7, 6, 5, 4, 8]","8.1","按转让金额的0.5％收取，由转让方支付，受让方没有费用","","","","0","","","无","0","免费","3797"
"2217","5000.00","广信贷","1","2015年11月14日加入北京市网贷行业协会任观察员职务","支持","1","江西银行","1","江西银行资金存管+担保公司+风险备用金","1","个人信贷(10%)、车贷(30%)、房贷(59%)","广信联合(北京)商务顾问有限公司","0","","3.8","一周内","1","3.6","一天内","[{u'updDate': u'', u'equityCode': u'ZS1339', u'insDate': u'', u'insUserId': u'', u'equityId': 1, u'updUserId': u'', u'equityMarket': u'u5317u4eacu80a1u6743u4ea4u6613u6240', u'updUserName': u'', u'insUserName': u'', u'platId': 165}]","3.6","满意","银行存管 存管机构为江西银行","0","","","1","张小鹏","11","北京","1105","朝阳","0","","3个月","3","北京市朝阳区 CBD 光华路东方梅地亚中心C座 2701室","2013-01-21","1","借记卡网付","2","民营系","民营系","2","12.69%","12.69","广信贷","1","http://www.guangxindai.com","0","","京ICP备12042080号-1 ","京ICP证130107号","5000.00","江西银行","1","550.0","1","非融资性担保公司、担保机构 +风险准备金+抵押物、风险准备金(550.0万元)","3,01,02","担保机构 +风险准备金+抵押物","3.6","满意","","24月以上标(65.0%)、3月标(17.2%)","[3, 2, 6, 5, 4, 8]","13.8","债权金额的0.5％","","","","0","","","0","0","1.已投资的回款资金（含本金与收益）、系统奖励以及余额理财收益等免收提现费；2.充值未投资的资金，自充值之日起七日之内提现收取0.3%的手续费，最低1元/笔，充值满七日后提现免费；","165"
"2218","20000.00","银湖网","1","2016年03月20日加入中国互联网金融协会任会员职务<br/>2014年12月16日加入北京市网贷行业协会任会员职务","支持","1","厦门银行","1","-","1","","银湖网络科技有限公司","0","","3.8","一周内","1","2.5","两三天内","[{u'updDate': u'', u'equityCode': u'600599', u'insDate': u'', u'insUserId': u'', u'equityId': 1, u'updUserId': u'', u'equityMarket': u'u4e0au6d77u8bc1u5238u4ea4u6613u6240', u'updUserName': u'', u'insUserName': u'', u'platId': 623}]","3.3","一般","","0","","","0","曾雪","11","北京","1101","东城","","","随时","1","北京市东城区王府井西街9号东方文化大厦2-3层","2014-07-01","","","0","上市公司控股","上市公司控股","3","12.04%","12.04","银湖网","1","http://www.yinhu.com/main.bl","0","","京ICP备14020216号","京ICP证151137号","20000.00","","0","0.0","0","-","01","-","3.4","一般","","24月以上标(92.4%)、12-24月标(6.7%)","[7, 8]","31.23","不等(转让本金*转让系数*转让管理费率，债权持有超过365天（含）以上转让免收手续费，债权持有时间从起息日开始计算（购买转让债权时从购买日开始计算）;)","","","","0","","A","","0","","623"
"2219","5000.00","金融工场","1","2016年03月25日加入中国互联网金融协会任首批会员单位职务<br/>2014年12月16日加入北京市网贷行业协会任发起会员单位职务","不支持","0","徽商银行","1","第三方担保机构担保","1","","北京凤凰信用管理有限公司 ","1","","4.3","三天内","1","3.3","一天内","[{u'updDate': u'', u'equityCode': u'08207', u'insDate': u'', u'insUserId': u'', u'equityId': 4, u'updUserId': u'', u'equityMarket': u'u6e2fu4ea4u6240', u'updUserName': u'', u'insUserName': u'', u'platId': 629}]","3.9","满意","","0","","联合创业担保集团有限公司(承保100000万元)","0","康忠芹","11","北京","1102","西城","0(无)","","3个月","3","北京市朝阳区朝阳门外大街18号11层1105内008号","2012-07-01","1,2","借记卡网付,信用卡网付","0","上市公司控股","上市公司控股","3","8.31%","8.31","金融工场","1","https://www.9888.cn/?qd=WDZJYI&ucfu_source=WDZJYI&ucfu_uid=DH","0","","京ICP备14029254号 ","京ICP证140736号","5000.00","","0","0.0","0","融资性担保公司","2","","3.8","满意","","天标(85.1%)、6-12月标(4.5%)","[3, 2, 1, 6, 5, 4, 8]","5.8","债权转让手续费为原标投资本金/债权购买本金的0.5％","","","","0","","","0(无)","0","0(对充值后无投资的提现，首次充值后无投资的金额提现，收取0.4％的手续费","629"
"2220","1282.00","道口贷","1","2016年10月17日加入中国互联网金融协会任普通会员职务","不支持","0","上海银行","1","核心企业承付","1","供应链金融(100%)","北京道口贷科技有限公司","0","","3.7","一周内","1","3.3","一天内","","3.4","一般","","0","","","0","罗川","11","北京","1108","海淀","目前免收(平台投资用户免收资金管理费。)","","不可转让","5","北京市海淀区清华科技园科技大厦A801","2014-12-19","1","借记卡网付","4","国资参股","国资参股","4","8.29%","8.29","道口贷","1","https://www.daokoudai.com","0","","京ICP备14060096号","京B2-20170310 ","1282.00","","0","0.0","0","供应链金融","01","供应链金融","3.4","一般","","3月标(41.5%)、6-12月标(25.5%)","[3, 2, 6, 5, 4]","3.87","不支持","","","","0","","","不支持","0","目前免收","1982"
"2221","1205.00","有融网","1","2016年03月25日加入中国互联网金融协会任会员职务","支持","1","","0","到期无条件回购&足值抵押","1","车贷(98%)、房贷(2%)","浙江小融网络科技股份有限公司","0","","4.7","三天内","1","2.5","两三天内","","4.1","满意","","0","","","0","吴建","33","浙江","3301","杭州","0","","3个月","3","浙江省杭州市西湖区古墩路87号、浙商财富中心3号楼12F ","2014-11-19","1","借记卡网付","0","国资控股","国资控股","4","10.93%","10.93","有融网","1","http://www.yrw.com","0","","浙ICP备14032974号-3","浙B2-20150596","5000.00","","0","0.0","1","第三方担保&足值抵押","01","第三方担保&足值抵押","4.0","满意","","天标(34.8%)、2月标(27.0%)","[3, 2, 1, 6, 5]","2.81","0","","","","0","","","0","0","0","1881"
"2222","0.00","光大分利宝","1","2015年09月18日加入广州互联网金融协会任副会长职务","","","","0","-","1","企业信贷(50%)、车贷(10%)、房贷(10%)、供应链金融(30%)","广东光大分利宝网络科技有限公司","0","","3.4","一周内","1","3.1","一天内","","3.6","满意","","0","","","0","莫劲云","44","广东","4401","广州","","","随时","1","广州天河区黄埔大道西120号高志大厦20F","2015-09-15","","","0","","","0","8.05%","8.05","分利宝","1","https://www.fenlibao.com","0","","粤ICP备15052387号-2","","20000.00","","0","0.0","0","融资性担保公司","2","","3.6","满意","","天标(99.4%)","[1]","1.58","转让金额的1％-3％","","","","0","","","","0","1元/笔，首提免费","4401"
"2223","5700.00","银豆网","0","","不支持","0","江西银行","1","融资性担保公司担保","1","企业信贷(54%)、车贷(6%)、供应链金融(16%)","北京东方财蕴金融信息服务有限公司","0","","4.7","三天内","1","4.6","四小时内","","4.5","很满意","","0","","","1","王鹏程","11","北京","1108","海淀","0(免管理费)","","随时","1","北京市海淀区丹棱街1号院1号楼互联网金融中心1601","2014-01-23","1,4","借记卡网付,线下充值(无奖励)","4","国资控股","国资控股","4","12.68%","12.68","银豆网","1","https://www.yindou.com","0","","京ICP备13044324号-2","京ICP证161436号","8000.00","","0","0.0","1","融资性担保公司本息担保","01","融资性担保公司本息担保","4.5","很满意","","12-24月标(94.3%)、天标(2.1%)","[3, 1, 7]","11.74","-(1.项目期限1~140天，持有满30天免费，15天≤债权持有天数＜30天，收取本金的5‰，不足15天收取出售本金的2％；2.项目期限141~240天，持有满60天免费，15天≤债权持有天数＜60天，收取本金的8‰，不足15天收取出售本金的2％；3.项目期限241~500天，持有满90天免费，15天≤债权持有天数＜90天，收取本金的1％，不足15天收取出售本金的2％；4.转让价格高于投资本金的，收取溢价部分的20％。)","","","","0","","","无","0","实时提现，5万元（含）以内实时到账，大于5万元，T+1个工作日到账，提现免费","447"
"2224","5000.00","诺诺镑客","0","","支持","1","","0","风险拨备金专项计划","1","","上海诺诺镑客金融信息服务有限公司","0","","3.2","一周内","1","2.7","两三天内","","2.7","一般","","0","","","0","黄大容","31","上海","3104","徐汇","无","","1个月","2","上海市徐汇区肇嘉浜路1033号徐家汇国际大厦19-20层","2009-06-01","1","借记卡网付","2","民营系","民营系","2","11.85%","11.85","诺诺镑客","1","https://www.nonobank.com/?am_id=988&approach=daohang","0","","沪ICP备13003999号","","10800.00","","0","0.0","1","","","","2.7","一般","","24月以上标(23.6%)、12-24月标(23.4%)","[3, 2, 7, 6, 5, 4, 8]","27.06","","","","","0","","","","0","手续费将作为第三方平台的转账费用。第三方支付平台将按以下标准收取相关费用。VIP以上用户每月有一次(2万元以下，手续费1元/笔；2万(含)-5万元，手续费3元/笔；5万(以上)，手续费系统自动拆分)","34"
"2225","16000.00","城城理财","0","","支持","1","","0","所有用户适应于风险管理专款","1","车贷(15%)、房贷(85%)","杭州浙优民间资本理财服务有限公司","0","","3.6","一周内","1","3.0","一天内","","3.4","一般","","0","","","0","傅音杰","33","浙江","3301","杭州","免费","","2个月","0","浙江杭州西湖区文一西路数娱大厦98号10层","2013-05-23","1","借记卡网付","0","","民营系","2","12.21%","12.21","城城理财","1","https://www.cclc.co/","0","","浙ICP备13017843号-4","浙B2-20140330","20000.00","","0","0.0","0","非融资性担保公司","3","","3.3","一般","","2月标(22.5%)、6-12月标(20.8%)","[3, 2, 1, 7, 6, 5, 4]","5.22","","","","","2","","","","0","2元/笔（APP每月赠送3张免费提现券，也可用积分兑换免费提现券）","1725"
"2226","5100.00","礼德财富","1","2015年03月31日加入广州互联网金融协会任副会长职务","支持","1","","0","机构担保、机构风险保证金、法律援助金","1","车贷(20%)、供应链金融(80%)","广州礼德互联网金融信息服务有限公司","2","","4.1","三天内","1","2.8","两三天内","[{u'updDate': u'', u'equityCode': u'668346', u'insDate': u'', u'insUserId': u'', u'equityId': 3, u'updUserId': u'', u'equityMarket': u'u6df1u5733u524du6d77u80a1u6743u4ea4u6613u4e2du5fc3', u'updUserName': u'', u'insUserName': u'', u'platId': 341}]","3.7","满意","银行存管 存管机构为浦发银行","0","","","1","郑彦森","44","广东","4401","广州","投资管理费：利息收益的10％、VIP8％","","1个月","2","广州市天河区珠江东路6号广州周大福金融中心3909-12","2013-08-28","1","借记卡网付","0","国资参股","国资参股","4","10.68%","10.68","礼德财富","1","http://www.leadercf.com/","0","","粤ICP备13045008号-1","","10000.00","浦发银行","1","0.0","0","小贷公司、融资性担保公司、非融资性担保公司","1,2,3","","3.8","满意","","天标(80.5%)、6-12月标(8.7%)","[3, 2, 1, 7, 6, 5, 4]","2.72","普通用户转让金额*0.6％、VIP*0.3％","","","","0","","","188/年（更多特权）","0","2元/笔","341"
