"id","actualCapital","aliasName","association","associationDetail","autoBid","autoBidCode","bankCapital","bankFunds","bidSecurity","bindingFlag","businessType","companyName","credit","creditLevel","delayScore","delayScoreDetail","displayFlg","drawScore","drawScoreDetail","equityVoList","experienceScore","experienceScoreDetail","fundCapital","gjlhhFlag","gjlhhTime","gruarantee","inspection","juridicalPerson","locationArea","locationAreaName","locationCity","locationCityName","manageExpense","manageExpenseDetail","newTrustCreditor","newTrustCreditorCode","officeAddress","onlineDate","payment","paymode","platBackground","platBackgroundDetail","platBackgroundDetailExpand","platBackgroundExpand","platEarnings","platEarningsCode","platName","platStatus","platUrl","problem","problemTime","recordId","recordLicId","registeredCapital","riskCapital","riskFunds","riskReserve","riskcontrol","securityModel","securityModelCode","securityModelOther","serviceScore","serviceScoreDetail","startInvestmentAmout","term","termCodes","termWeight","transferExpense","transferExpenseDetail","trustCapital","trustCreditor","trustCreditorMonth","trustFunds","tzjPj","vipExpense","withTzj","withdrawExpense","platId"
"2144","8000.00","陆金所","1","2014年03月01日加入广西互联网金融协会任职务<br/>2016年03月25日加入中国互联网金融协会任理事单位职务","不支持","0","平安银行","1","-","1","","上海陆金所互联网金融信息服务有限公司","0","","3.6","一周内","1","2.6","两三天内","","3.2","一般","","0","","平安融资担保（天津）有限公司(承保20000万元)","0","刘晓巍","31","上海","3115","浦东","","","随时","1","上海市浦东新区陆家嘴环路1333号14楼10单元","2012-01-22","1","借记卡网付","0","","银行系","1","7.73%","7.73","陆金服","1","http://www.lup2p.com","0","","沪ICP备15024582号-1","","10000.00","","0","0.0","1","融资性担保公司","2","","3.2","一般","","24月以上标(85.0%)、天标(8.5%)","[2, 1, 7, 6, 8]","28.82","'稳盈-安e'转让服务:每笔将向债权出让人收取转让价格0.2%的转让手续费","","","","0","","AAA","","0","0","59"
"2145","5000.00","红岭创投","1","2014年03月01日加入互联网金融专业委员会任会员职务<br/>2016年03月25日加入中国互联网金融协会任会员职务","支持","1","","0","VIP100%本金保障，非VIP享受50%本金垫付","1","","红岭创投电子商务股份有限公司","0","","3.9","一周内","1","2.7","两三天内","","3.5","满意","","0","","","0","周世平","44","广东","4403","深圳","","","随时","1","深圳市益田创新科技园（福田区益田花园二期19栋7-13楼）","2009-03-17","1","借记卡网付","0","","民营系","2","8.15%","8.15","红岭创投","1","http://www.my089.com","0","","粤ICP备10234900号","粤B2-20130472","6000.00","","0","8000.0","0","风险准备金(8000.0万元)","02","","3.5","满意","","1月标(78.9%)、天标(18.3%)","[2, 1, 4]","2.03","（1）债权持有30天（含）以内，转让服务费率为转让本金的2%；（2）债权持有超过30天且在90天（含），转让服务费率为转让本金的1%；（3）债权持有超过90天，转让服务费率为转让本金的0.5%；","","","","0","","A","网站注册会员可申请成为VIP会员，享受本金保障，费用每年180元。VIP会员可以享受网站专属客服服务、风险准备金全额垫付、自动投标、债权转让、红币兑换等增值服务和权利。","0","每次提现金额允许范围为100元-100万元；小于等于5万的提现按每笔5元收费，大于5万的提现系统将自动按5万拆分成多笔计算收费，同一帐户每天提现总额无限制。","60"
"2146","3938.00","小赢理财","0","","支持","1","上海华瑞银行","1","众安保险承保","1","","深圳市赢众通金融信息服务有限责任公司","0","","3.9","一周内","1","3.5","一天内","","3.6","满意","","0","","","0","唐越","44","广东","4403","深圳","0","","随时","1","深圳市南山区深湾一路三号红树西岸花园2栋5单元","2014-08-01","1,4","借记卡网付,线下充值(无奖励)","0","","风投系","5","7.38%","7.38","小赢理财","1","https://www.xiaoying.com/","0","","粤ICP备14057169号","","6510.00","","0","0.0","1","保险公司","5","","3.6","满意","","12-24月标(30.5%)、1月标(20.8%)","[3, 2, 1, 7, 6, 5, 4]","8.75","0","","","","0","","","0","0","0","1309"
"2147","12195.00","微贷网","1","2015年09月13日加入杭州市互联网金融协会任执行会长职务","支持","1","厦门银行","1","当天偿付","1","车贷(100%)","微贷（杭州）金融信息服务有限公司","0","","4.2","三天内","1","2.9","两三天内","[{u'updDate': u'', u'equityCode': u'300300', u'insDate': u'', u'insUserId': u'', u'equityId': 1, u'updUserId': u'', u'equityMarket': u'u6df1u4ea4u6240', u'updUserName': u'', u'insUserName': u'', u'platId': 38}]","4.1","满意","银行存管 存管机构为厦门银行","0","","","1","姚宏","33","浙江","3301","杭州","每一笔利息回款的时候，平台向投资人收取利息的6％作为平台的利息管理费。","","随时","1","浙江财富金融中心25层，41，50层（杭州市江干区解放东路33号)","2011-07-08","1","借记卡网付","0","上市公司参股","上市公司参股","3","7.6%","7.6","微贷网","1","https://www.weidai.com.cn/?hmsr=A431&psource=A431","0","","浙ICP备15029561号 ","浙B2-20160682","12195.00","厦门银行","1","10545.17","1","风险准备金(10545.17万元)","02","","4.1","满意","","1月标(62.7%)、3月标(18.6%)","[3, 2, 1, 7, 6, 4, 8]","3.42","根据债权持有天数不同，手续费施行阶梯式扣费，手续费由转让人承担。","","","","0","","","免费","0","每月前3笔提现免费，超过3笔手续费2元一笔，未投资资金转可提收取0.5％的手续费。单笔50元起提。","38"
"2148","3730.00","鑫合汇","1","2015年05月17日加入杭州市互联网金融协会任执行会长职务<br/>2016年08月19日加入中国互联网金融协会任会员职务","支持","1","浙商银行","1","由第三方机构为鑫合汇融资项目提供担保服务","1","","杭州鑫合汇互联网金融服务有限公司","0","","3.5","一周内","1","2.4","两三天内","[{u'updDate': u'', u'equityCode': u'600175', u'insDate': u'', u'insUserId': u'', u'equityId': 1, u'updUserId': u'', u'equityMarket': u'u4e0au4ea4u6240', u'updUserName': u'', u'insUserName': u'', u'platId': 505}]","2.9","一般","银行存管 存管机构为浙商银行","0","","","1","杨君","33","浙江","3301","杭州","0","","2个月","0","杭州市拱墅区祥园路88号中国智慧信息产业园5#8、9楼","2013-12-12","1","借记卡网付","0","上市公司参股","上市公司参股","3","9.72%","9.72","鑫合汇","1","http://www.xinhehui.com","0","","浙ICP备14025828号-1 ","浙B2-20150262","5651.00","浙商银行","1","0.0","1","融资性担保公司","2","","2.9","一般","","12-24月标(64.9%)、天标(31.0%)","[2, 1, 7]","0.91","","","","","2","","","0","0","1.提现时每笔收取2元的手续费（由第三方支付平台收取），可通过免收手续费次数抵扣。2.充值后未用于投资的金额，提现将收取0.2%的提现转账费用（由第三方支付平台收取）。","505"
"2149","20000.00","爱钱进","0","","支持","1","华夏银行","1","风险准备金","1","个人信贷(100%)","爱钱进（北京）信息科技有限公司","5","","3.5","一周内","1","2.7","两三天内","","3.4","一般","银行存管 存管机构为华夏银行","0","","","1","董祺","11","北京","1101","东城","无费用","","随时","1","北京市东城区 银河SOHO D1座 17层","2014-05-06","1","借记卡网付","2","民营系","风投系","5","10.75%","10.75","爱钱进","1","http://www.iqianjin.com/","0","","京ICP备14017729号 ","京ICP证150121号","20000.00","华夏银行","1","37533.27","1","非融资性担保公司、风险准备金(37533.27万元)","3,02","","3.4","一般","","24月以上标(55.5%)、12-24月标(25.1%)","[3, 2, 7, 6, 5, 4, 8]","29.83","此项费用只针对散标或债权。如果持有天数不足90天需要扣除每份债权价格2%的服务费；如果持有债权天数超过90天（含），则扣除每份债权价格0.5%的服务费。","","","","0","","","无费用","0","无费用","689"
"2150","3793.00","团贷网","1","2014年03月07日加入东莞市互联网金融协会任会长单位职务<br/>2013年12月01日加入广东互联网金融协会任副会长单位职务<br/>2016年03月25日加入中国互联网金融协会任首批会员单位职务","支持","1","厦门银行","1","VIP享有担保公司垫付本息，普通会员享有担保公司垫付本金","1","","东莞团贷网互联网科技服务有限公司","8","","3.9","一周内","1","3.2","一天内","","3.7","满意","银行存管 存管机构为厦门银行","0","","东莞市卓诚融资担保有限公司(承保10000万元)<br/>上海中驰建筑工程有限公司(承保6000万元)<br/>四川绵竹汇通典当有限责任公司(承保2000万元)","2","张林","44","广东","4419","东莞","借入者需要，投资者不需要(借入者成交管理费：1、借入者在借入成功后，团贷网将相应收取成交管理费，管理费直接从借款中扣除。普通会员的管理费为借款本金的4％，特权会员的管理费为借款本金的3％。借款者管理费用的具体数额根据借款期限与借款人的资质条件确定。如特殊情况也可个别协商。2、团贷网郑重承诺：如借入者无法收到借款，团贷网将不收取任何费用。投资者利息管理费：1、在团贷网投资的所有投资者都是免收利息管理费的！)","","1个月","2","广东省东莞市南城区鸿福路102号汇成大厦","2012-07-15","1","借记卡网付","2","民营系","风投系","5","9.49%","9.49","团贷网","1","http://www.tuandai.com","0","","粤ICP备12043601号","","10293.00","厦门银行","1","10060.6","1","担保公司、风险准备金(10060.6万元)","01,02","担保公司","3.7","满意","","天标(48.8%)、1月标(26.3%)","[3, 2, 1, 7, 4, 8]","4.93","","","","","0","","","特权会员30/月150/半年288/年(1、团贷网普通会员永远免费，借入人和投资人可以任意发布信息，寻求借款或投资机会。2、团贷网特权会员按时间收取会员费，一次性购买一年会员费需要288元。)","0","0.1％-0.3％(1、会员充值不收取任何费用。　2、会员取现时按照额度，仅代收第三方平台的取现费用。普通会员提现费用为提现金额的0.3％，每笔提现费用不封顶，单次提现金额上限为30万元。特权会员提现费用为提现金额的0.1％，每笔提现费用封顶为200元，单次提现金额上限为80万元。)","91"
"2151","5000.00","51人品","1","2016年09月13日加入杭州市互联网金融协会任副会长职务","支持","1","","","风险准备金","1","个人信贷(80%)、消费金融(20%)","杭州义牛网络技术有限公司","0","","3.9","一周内","1","3.8","一天内","[{u'updDate': u'', u'equityCode': u'600208', u'insDate': u'', u'insUserId': u'', u'equityId': 1, u'updUserId': u'', u'equityMarket': u'u4e0au4ea4u6240', u'updUserName': u'', u'insUserName': u'', u'platId': 4891}]","3.5","满意","","0","","","0","孙海涛","33","浙江","3301","杭州","无","","随时","1","浙江省杭州市西湖区紫霞街80号西溪谷国际商务中心G座12-15楼","2015-05-01","1","借记卡网付","0","上市公司参股","上市公司参股","3","6.55%","6.55","51人品","1","https://www.51rp.com","0","","浙ICP备15024186号-2","浙ICP证B2-20160340","5000.00","","0","29000.0","1","风险准备金(29000.0万元)","02","","3.3","一般","","天标(71.9%)、12-24月标(16.1%)","[2, 1, 7, 6, 4, 8]","9.22","无","","","","0","","","无","0","免费","4891"
"2152","6000.00","宜贷网","0","","支持","1","恒丰银行","1","100％抵押标","1","","上海易贷网金融信息服务有限公司","0","","3.8","一周内","1","2.9","两三天内","","3.6","满意","","0","","","0","李宁","51","四川","5101","成都","按照投资收益（利息收入）的1％-5％收取。","","随时","1","成都市锦江区东华正街42号广电仕百达国际大厦25楼（四川分公司）","2014-01-01","1","借记卡网付","2","民营系","风投系","5","11.05%","11.05","宜贷网","1","http://www.yidai.com/","0","","沪ICP备15020893号-1","","10000.00","","","5137.0","1","风险准备金(5137.0万元)","02","","3.7","满意","","天标(87.7%)、1月标(6.7%)","[3, 2, 1, 6, 4, 8]","8.13","转让价格的0.1％","","","","0","","A","无","1","每月首次申请提现免手续费，其余申请按照提现金额X0.1％，单笔最低2元，最高收费100元。","942"
"2153","3000.00","宜人贷","0","","不支持","0","广发银行","1","-","1","个人信贷(100%)","恒诚科技发展（北京）有限公司","0","","3.5","一周内","1","2.7","两三天内","[{u'updDate': u'', u'equityCode': u'YRD', u'insDate': u'', u'insUserId': u'', u'equityId': 4, u'updUserId': u'', u'equityMarket': u'u7f8eu56fdu7ebdu4ea4u6240', u'updUserName': u'', u'insUserName': u'', u'platId': 85}]","3.2","一般","银行存管 存管机构为广发银行广州分行","0","","","0","唐宁","11","北京","1105","朝阳","","","3个月","3","北京市朝阳区通惠河北路朗园vintage 2号楼 A座 3-4层","2012-07-05","1","借记卡网付","3","股权上市","股权上市","3","11.56%","11.56","宜人贷","1","http://www.yirendai.com","0","","京ICP备15002532号-1 ","京ICP证150277号","3000.00","广发银行广州分行","1","81664.64","1","风险准备金(81664.64万元)","02","","3.1","一般","","24月以上标(66.5%)、12-24月标(33.5%)","[7, 8]","30.77","转让达成后，宜人贷向债权出让人收取转让服务费。该费用将在出让人的转让所得金额中自动扣除。当前优惠期内，转让服务费=转让债权的剩余本金×0.2%（千分之二），最低1元。","","","","0","","AA","0(无vip费用)","0","0(无提现费)","85"
"2154","15000.00","PPmoney","1","2016年05月25日加入广东互联网金融协会任会长职务<br/>2016年03月25日加入中国互联网金融协会任会员职务","支持","1","厦门银行","1","-","1","消费金融(60%)、车贷(20%)、房贷(10%)、供应链金融(10%)","万惠投资管理有限公司","0","","3.8","一周内","1","3.2","一天内","[{u'updDate': u'', u'equityCode': u'430705', u'insDate': u'', u'insUserId': u'', u'equityId': 2, u'updUserId': u'', u'equityMarket': u'u80a1u6743u4ea4u6613 ', u'updUserName': u'', u'insUserName': u'', u'platId': 498}]","3.6","满意","","0","","","1","陈宝国","44","广东","4401","广州","免费","","1个月","2","广州市天河区体育西路153号新天河大厦2、3、6、10楼","2012-12-12","1","借记卡网付","2","民营系","风投系","5","9.27%","9.27","PPmoney理财","1","https://www.ppmoney.com/","0","","粤ICP备12030634号-13","粤B2-20150286","15000.00","","0","0.0","1","消费金融公司","01","消费金融公司","3.6","满意","","2月标(34.5%)、天标(27.4%)","[3, 2, 1, 7, 6, 5]","5.5","转让项目的转让方在项目转让成功时，平台会收取债权转让价格的千分之一（0.1%），作为转让手续费。","","","","0","","A","180元/年","0","3元/笔","498"
"2155","5000.00","有利网","1","2016年03月15日加入中国互联网金融协会任会员职务<br/>2014年12月17日加入北京市网贷行业协会任副会长职务","支持","1","","0","风险准备金","1","个人信贷(100%)","北京弘合柏基金融信息服务有限责任公司","0","","3.4","一周内","1","2.3","两三天内","","3.3","一般","","0","","中安信业(承保12000万元)","0","吴逸然","11","北京","1108","海淀","0","","随时","1","北京市海淀区中关村丹棱街甲1号互联网金融中心17层","2013-02-25","1","借记卡网付","2","民营系","风投系","5","10.12%","10.12","有利网","1","http://www.yooli.com","0","","京ICP备13047550号-1","京ICP证140029号","5000.00","","0","10000.0","1","小贷公司、融资性担保公司、风险准备金(10000.0万元)","1,2,02","","3.3","一般","","24月以上标(74.4%)、12-24月标(15.0%)","[7, 6, 8]","22.46","","","","","0","","AA","","0","提现时将扣取超出免费额度资金的0.25%作为手续费","142"
"2156","7000.00","你我贷","1","2015年08月01日加入上海市互联网金融行业协会任首批理事单位职务<br/>2016年03月25日加入中国互联网金融协会任会员职务","支持","1","","0","本金保障计划","1","","上海你我贷互联网金融信息服务有限公司","1","","3.5","一周内","1","2.3","两三天内","[{u'updDate': u'', u'equityCode': u'832031', u'insDate': u'', u'insUserId': u'', u'equityId': 2, u'updUserId': u'', u'equityMarket': u'u65b0u4e09u677f', u'updUserName': u'', u'insUserName': u'', u'platId': 40}]","3.1","一般","银行存管 存管机构为光大银行","0","","","0","严定贵","31","上海","3115","浦东","根据借款人的借款期限，每月向借款人收取借款本金的0.3％作为平台管理费。","","3个月","3","上海浦东新区杨高南路428号由由世纪广场1号楼17—20楼","2011-06-18","1","借记卡网付","0","","民营系","2","10.91%","10.91","你我贷","1","http://www.niwodai.com/?nwd_ext_aid=3000001942207807&source_id=zc1","0","","沪ICP备15056401号-3","","10000.00","光大银行","1","29265.3","0","非融资性担保公司、风险准备金(29265.3万元)","3,02","","3.2","一般","","12-24月标(42.9%)、24月以上标(20.8%)","[3, 2, 7, 6, 5, 4, 8]","16.94","一年内的转让费用为转让金额的1％，可按会员等级打折，超过12个月转让免费","","","","0","","","无","0","每次提现最高额度为100万元，每月有3次免费提现机会，超过3次按笔收费。","40"
"2157","11000.00","麻袋理财","1","2016年03月15日加入上海市互联网金融行业协会任理事单位职务<br/>2016年03月25日加入中国互联网金融协会任会员职务","支持","1","","0","-","1","个人信贷(90%)、车贷(5%)、供应链金融(5%)","上海凯岸信息科技有限公司","1","","3.9","一周内","1","2.6","两三天内","","3.7","满意","","0","","","0","ZENG LIN","31","上海","3109","虹口","","","2个月","0","上海市虹口区四川北路859号中信广场38楼","2014-12-08","","","0","国资参股","国资参股","4","8.28%","8.28","麻袋理财","1","http://www.madailicai.com/","0","","沪ICP备14046599号-2","","11000.00","","0","0.0","0","合作方垫付","01","合作方垫付","3.6","满意","","24月以上标(46.6%)、12-24月标(32.9%)","[3, 2, 7, 6, 5, 4, 8]","21.59","成交金额的0.5％","","","","2","","","","0","投资过的用户APP端每月前3笔免手续费，PC端5元/笔","1152"
"2158","10000.00","点融网","1","2016年03月25日加入中国互联网金融协会任常务理事单位职务","不支持","0","恒丰银行","1","风险互助准备金机制","1","","上海点荣金融信息服务有限责任公司","0","","3.6","一周内","1","2.7","两三天内","","3.4","一般","","0","","","0","胡锦华","31","上海","3101","黄浦","10％(居间服务费为利息的10％)","","随时","1","上海市黄浦区蒙自路207号宏慧盟智园1号楼5F","2013-03-18","1","借记卡网付","2","民营系","风投系","5","8.08%","8.08","点融网","1","http://www.dianrong.com","0","","沪ICP备14028311号-3","","20000.00","","0","0.0","1","风险互助准备金机制","01","风险互助准备金机制","3.4","一般","","1月标(65.5%)、12-24月标(25.9%)","[2, 7, 6, 8]","10.31","投资人转让团团赚债权，在约定期限内，收取交易金额0.5%~2%不等的居间服务费。投资人转让散标债权，收取交易金额1%作为居间服务费。","","","","0","","","0","0","在一定条件下需要按照各投资团约定的费率支付相关费用，比如团团赚退出手续费（持有满一定时间则不必支付），提现手续费（每月可免费提现3次）。对于散标投资人，我们收取投资人利息收益的10%作为居间服务费。贷款不成功，资金退回给投资人时不收取任何费","129"
"2159","100.00","懒财网","0","","支持","1","上海华瑞银行","1","-","1","","投融智通（北京）投资有限公司","0","","4.0","三天内","1","3.7","一天内","","3.6","满意","","0","","南京源昌投资担保发展有限公司(承保3500万元)<br/>德润融资租赁股份有限公司(承保60万元)<br/>北京海大富林融资担保有限公司(承保1000万元)<br/>湖北盛琪融资担保公司(承保1800万元)","0","李世庆","11","北京","1105","朝阳","无","","随时","1","北京市朝阳区大屯里金泉时代大厦3单元2210","2014-05-02","1","借记卡网付","2","民营系","风投系","5","6.25%","6.25","懒财网","1","https://www.lancai.cn/","0","","京ICP备14025256号 ","京ICP证140699号","5000.00","","0","0.0","0","","","","3.2","一般","","6-12月标(37.2%)、4-6月标(34.6%)","[3, 7, 6, 5, 4, 8]","5.93","0(持有60天内，管理费为成交金额的0.3％持有120天内，管理费用为成交金额的0.2％持有180天内，管理费用为成交金额的0.1％持有180天后，管理费用为0)","","","","0","","","无","0","1元/笔","827"
"2160","0.00","聚宝匯","1","2016年03月25日加入中国互联网金融协会任会员职务","不支持","0","","","-","1","个人信贷(30%)、供应链金融(50%)","聚宝互联科技（深圳）股份有限公司","0","","3.2","一周内","1","2.3","两三天内","[{u'updDate': u'', u'equityCode': u'000415', u'insDate': u'', u'insUserId': u'', u'equityId': 1, u'updUserId': u'', u'equityMarket': u'u6df1u4ea4u6240', u'updUserName': u'', u'insUserName': u'', u'platId': 2750}]","2.8","一般","","1","2016年06月17日","中合中小企业融资担保股份有限公司(承保800万元)","0","魏云庚","11","北京","1105","朝阳","","","2个月","0","北京市朝阳区霄云路甲26号海航大厦8层","2014-07-23","1","借记卡网付","0","上市公司参股","上市公司参股","3","7.83%","7.83","聚宝匯","1","http://www.jbh.com/","0","","粤ICP备15103702号 ","","315804.00","","0","0.0","0","融资性担保公司","2","","2.9","一般","","6-12月标(54.3%)、4-6月标(14.7%)","[3, 2, 1, 7, 6, 5, 4]","6.55","","","","","2","","","","0","","2750"
"2161","10000.00","投哪网","1","2014年11月16日加入深圳市互联网金融协会任副会长单位职务<br/>2014年03月11日加入广东互联网金融协会任副会长单位职务<br/>2016年04月30日加入中国互联网金融协会任会员单位职务","支持","1","广发银行","1","银行资金存管","1","车贷(100%)","深圳投哪金融服务有限公司","0","","3.7","一周内","1","2.5","两三天内","","3.4","一般","银行存管 存管机构为广发银行","0","","","1","吴显勇","44","广东","4403","深圳","0元（散标收取收益的10％）","","随时","1","深圳市福田区香蜜湖香梅路1061号中投国际商务中心A座3、4、5层","2012-05-04","1","借记卡网付","0","上市公司参股","上市公司参股","3","8.36%","8.36","投哪网","1","http://www.touna.cn/","0","","粤ICP备13088620号","粤B2-20140186","10000.00","广发银行","1","0.0","1","","","","3.4","一般","","6-12月标(33.5%)、3月标(28.3%)","[3, 2, 7, 6, 4, 8]","7.1","原省心赚产品转让根据持有期限阶梯收费，安心赚产品持有30天可转让，转让费为0。","","","","0","","AA","免费","1","每月在免费提现额度内，可免费提现；超出免费提现额度以及充值15天内（含15天）的提现，有提现手续费。","96"
"2162","10000.00","积木盒子","1","2016年03月25日加入中国互联网金融协会任会员职务<br/>2014年12月22日加入北京市网贷行业协会任副会长职务","支持","1","民生银行","1","逾期债券收购储备金","1","个人信贷(100%)","北京乐融多源信息技术有限公司","0","","3.5","一周内","1","2.6","两三天内","","3.4","一般","","0","","","0","董骏","11","北京","1105","朝阳","0","","随时","1","北京市朝阳区光华路4号东方梅地亚c座1805","2013-08-07","1","借记卡网付","2","民营系","风投系","5","8.23%","8.23","积木盒子","1","https://www.jimu.com/?f=jimu112","0","","京ICP备12049103号-2","京ICP证140334号","20000.00","","0","13900.0","1","融资性担保公司、非融资性担保公司、风险准备金(13900.0万元)","2,3,02","","3.4","一般","","天标(54.8%)、1月标(15.8%)","[3, 2, 1, 7, 6, 5, 4]","7.98","1，债权转让只能折价转让不能溢价转让，折价范围为0元到本金的5%（PC端）/1%（App端）2，距离还款日不足30天（含30天）的项目/债权发起债权转让，平台按实际成交债权金额的0.5%收取服务费用","","","","0","","AA","","0","5万以下（包括5万）1元/笔5万-10万（包括10万）2元/笔10万-50万（包括50万）3元/笔50万-100万（包括100万）4元/笔100万以上按提现额的万分之零点零四收取，最高不超过40元民生银行卡提现免费","268"
"2163","0.00","小牛在线","1","2014年05月01日加入广东互联网金融协会任理事单位职务<br/>2016年03月25日加入中国互联网金融协会任会员职务","支持","1","","0","风险备用金计划","1","个人信贷(82%)、消费金融(9%)、车贷(1%)、房贷(4%)、融资租赁(1%)、农村金融(2%)","深圳市小牛在线互联网信息咨询有限公司","0","","3.7","一周内","1","2.7","两三天内","","3.4","一般","","0","","","0","彭钢","44","广东","4403","深圳","零费用","","随时","1","广东省深圳市南山区高新园高新南一道富诚科技大厦四楼","2013-06-18","","","2","民营系","民营系","2","8.79%","8.79","小牛在线","1","http://www.xiaoniu88.com","0","","粤ICP备14079927号","粤B2-20160194","10300.00","","0","1481.0","0","风险互助金、合作机构担保、风险准备金(1481.0万元)","01,02","风险互助金、合作机构担保","3.3","一般","","3月标(31.0%)、1月标(26.2%)","[3, 2, 1, 7, 6, 5, 4, 8]","5.43","","","","","0","0","A","零费用","0","每月前5笔提现免费","223"
"2164","5000.00","向上金服","1","2016年03月25日加入中国互联网金融协会任会员职务","支持","1","","0","风险金保障、机构保障","1","个人信贷(99%)、车贷(1%)","北京证大向上金融信息服务有限公司","0","","4.2","三天内","1","2.8","两三天内","","3.8","满意","银行存管 存管机构为平安银行","0","","","0","袁成龙","11","北京","1101","东城","0","","1个月","2","北京市东城区朝内大街银河soho中心C座9层30911室","2013-08-16","1","借记卡网付","2","民营系","民营系","2","10.04%","10.04","向上金服","1","http://www.xiangshang360.com","0","","京ICP备13036604号-1 "," B2-20160927","10000.00","平安银行","1","4500.0","0","风险准备金(4500.0万元)","02","","3.7","满意","","天标(34.1%)、2月标(18.9%)","[3, 2, 1, 7, 6, 5, 8]","2.3","","","平安银行","","0","2","BB","0","0","0","365"
"2165","10000.00","金信网","1","2016年03月25日加入中国互联网金融协会任会员职务<br/>2015年08月18日加入北京市网贷行业协会任观察员职务","不支持","0","","0","多重保障","1","个人信贷(100%)","金信金融信息服务（北京）有限公司","0","","2.9","两周内","1","1.7","超过三天","","2.6","一般","","0","","","1","夏昕","11","北京","1108","海淀","无","","不可转让","5","北京市海淀区互联网金融中心9层","2013-12-31","1","借记卡网付","0","","民营系","2","9.12%","9.12","金信网","1","http://www.jinxin99.cn/","0","","京ICP备14006697号","京ICP证140517号","10000.00","","0","0.0","0","-","01","-","2.6","一般","","12-24月标(40.0%)、6-12月标(25.3%)","[2, 7, 6, 4, 8]","7.92","不可转让","","","","0","","","无","0","每笔两元，该费用为第三方支付公司收取","508"
"2166","5000.00","泰然金融","0","","支持","1","华兴银行","1","风险备用金保障","1","个人信贷(15%)、车贷(80%)、房贷(5%)","浙江小泰科技有限公司 ","0","","4.1","三天内","1","3.5","一天内","","4.1","满意","","0","","","1","潘宝锋","33","浙江","3301","杭州","投资e取产品外，泰然金融将收取您理财收益的10％作为平台服务费","","随时","1","浙江省杭州市滨江区长河街道江虹路611号2幢3楼","2014-08-20","1","借记卡网付","0","","民营系","2","9.2%","9.2","泰然金融","1","http://jr.trc.com","0","","浙ICP备14022981号-10","浙B2-20140272","20000.00","","0","1000.0","0","小贷公司、风险准备金(1000.0万元)","1,02","","4.1","满意","","3月标(62.7%)、12-24月标(22.1%)","[3, 2, 7, 6, 4]","8.23","普通转让手续费=本金*费率*持有天数/360；极速转让手续费=债权转让成交价*2％","","","","0","","","120元/年","0","每个月前3笔免费，3笔后收取提现金额的0.2％提现费用","1077"
"2167","5000.00","口袋理财","1","2015年08月06日加入上海市互联网金融行业协会任理事单位职务","","","江西银行","1","第三方债权回购承诺","1","个人信贷(7%)、票据(10%)、消费金融(20%)、房贷(35%)","上海鱼耀金融信息服务有限公司 ","0","","3.6","一周内","1","3.4","一天内","[{u'updDate': u'', u'equityCode': u'002154', u'insDate': u'', u'insUserId': u'', u'equityId': 1, u'updUserId': u'', u'equityMarket': u'u4e3bu677f', u'updUserName': u'', u'insUserName': u'', u'platId': 3642}]","3.5","满意","银行存管 存管机构为招商银行","0","","","0","虞凌云","31","上海","3105","长宁","0","","随时","1","上海市长宁区临虹路168弄","2014-12-25","1","借记卡网付","0","上市公司参股","上市公司参股","3","7.98%","7.98","口袋理财","1","http://www.koudailc.com/","0","","沪ICP备14028494号-1 ","","5000.00","招商银行","1","1429.67","1","风险准备金(1429.67万元)","02","","3.5","满意","","天标(98.4%)、1月标(1.5%)","[2, 1]","1.83","0","","","","0","","","0","0","0","3642"
"2168","10000.00","翼龙贷","1","2016年03月25日加入中国互联网金融协会任会员职务<br/>2015年04月21日加入上海千人互联网金融研究中心任联合创始人职务<br/>2015年05月21日加入北京市网贷行业协会任常务副会长职务","支持","1","厦门银行","1","每月付息，到期自动退出","1","个人信贷(88%)、车贷(5%)、房贷(7%)","北京同城翼龙网络科技有限公司","0","","3.3","一周内","1","2.3","两三天内","[{u'updDate': u'', u'equityCode': u'u8054u60f3u63a7u80a1uff083396.HKuff09', u'insDate': u'', u'insUserId': u'', u'equityId': 1, u'updUserId': u'', u'equityMarket': u'u9999u6e2f', u'updUserName': u'', u'insUserName': u'', u'platId': 144}]","3.2","一般","","0","","","0","王思聪","11","北京","1108","海淀","","","随时","1","北京市海淀区中关村南大街17号韦伯时代中心C座4层 ","2011-04-01","","","0","上市公司参股","上市公司参股","3","8.95%","8.95","翼龙贷","1","http://www.eloancn.com","0","","京ICP备12015510号","京ICP证151022号","10000.00","","0","0.0","1","风险准备金","02","","3.2","一般","","6-12月标(52.2%)、24月以上标(17.1%)","[3, 2, 1, 7, 6, 5, 4, 8]","10.14","","","","","0","","","","0","以银行为单位作区别工农建招≤5万/2元、5万一个计费单位；其他银行≤2万/2元、2万一个计费单位","144"
