"id","date","toPay50","toReceive50","wdzjPlatId"
"216","2017-06-30","19.07","0.53","96"
"217","2016-07-31","9.10","17.10","268"
"218","2016-08-31","9.95","16.85","268"
"219","2016-09-30","9.38","17.92","268"
"220","2016-10-31","7.77","16.96","268"
"221","2016-11-30","9.00","15.42","268"
"222","2016-12-31","9.96","14.57","268"
"223","2017-01-31","9.28","13.80","268"
"224","2017-02-28","8.54","13.20","268"
"225","2017-03-31","8.03","13.02","268"
"226","2017-04-30","8.19","13.41","268"
"227","2017-05-31","7.63","12.13","268"
"228","2017-06-30","5.48","8.25","268"
"229","2016-07-31","1.52","1.28","223"
"230","2016-08-31","1.53","1.33","223"
"231","2016-09-30","1.56","1.08","223"
"232","2016-10-31","1.60","1.08","223"
"233","2016-11-30","1.74","1.09","223"
"234","2016-12-31","2.11","1.25","223"
"235","2017-01-31","2.08","1.23","223"
"236","2017-02-28","2.54","1.36","223"
"237","2017-03-31","2.88","1.61","223"
"238","2017-04-30","2.83","1.66","223"
"239","2017-05-31","2.17","1.43","223"
"240","2017-06-30","2.29","1.47","223"
"241","2016-07-31","9.04","41.60","365"
"242","2016-08-31","8.61","39.47","365"
"243","2016-09-30","8.51","41.10","365"
"244","2016-10-31","8.36","42.08","365"
"245","2016-11-30","8.47","39.53","365"
"246","2016-12-31","8.43","37.68","365"
"247","2017-01-31","8.18","40.09","365"
"248","2017-02-28","7.34","40.54","365"
"249","2017-03-31","6.61","37.34","365"
"250","2017-04-30","6.30","34.41","365"
"251","2017-05-31","6.21","32.92","365"
"252","2017-06-30","5.98","32.71","365"
"253","2016-07-31","3.38","17.13","508"
"254","2016-08-31","6.95","50.36","508"
"255","2016-09-30","5.49","39.43","508"
"256","2016-10-31","4.50","18.19","508"
"257","2016-11-30","4.94","16.19","508"
"258","2016-12-31","4.34","12.93","508"
"259","2017-01-31","4.62","10.78","508"
"260","2017-02-28","4.53","8.86","508"
"261","2017-03-31","4.48","6.61","508"
"262","2017-04-30","4.44","5.28","508"
"263","2017-05-31","4.61","4.13","508"
"264","2017-06-30","4.30","3.11","508"
"265","2016-07-31","8.21","55.63","1077"
"266","2016-08-31","12.35","53.32","1077"
"267","2016-09-30","20.20","52.98","1077"
"268","2016-10-31","31.56","55.11","1077"
"269","2016-11-30","39.03","51.47","1077"
"270","2016-12-31","42.74","65.14","1077"
"271","2017-01-31","46.50","70.26","1077"
"272","2017-02-28","49.85","77.31","1077"
"273","2017-03-31","52.36","77.27","1077"
"274","2017-04-30","10.54","46.99","1077"
"275","2017-05-31","8.97","63.72","1077"
"276","2017-06-30","9.13","66.65","1077"
"277","2016-07-31","4.27","10.18","3642"
"278","2016-08-31","4.06","12.15","3642"
"279","2016-09-30","4.05","15.23","3642"
"280","2016-10-31","4.02","22.09","3642"
"281","2016-11-30","3.70","18.51","3642"
"282","2016-12-31","3.44","13.98","3642"
"283","2017-01-31","3.33","14.19","3642"
"284","2017-02-28","3.22","11.66","3642"
"285","2017-03-31","3.94","13.45","3642"
"286","2017-04-30","4.40","14.74","3642"
"287","2017-05-31","4.06","13.87","3642"
"288","2017-06-30","4.55","9.89","3642"
"289","2016-07-31","13.65","1.73","144"
"290","2016-08-31","12.76","1.76","144"
"291","2016-09-30","11.42","1.68","144"
"292","2016-10-31","9.99","1.63","144"
"293","2016-11-30","8.93","1.62","144"
"294","2016-12-31","7.17","1.54","144"
"295","2017-01-31","6.47","1.42","144"
"296","2017-02-28","6.45","1.41","144"
"297","2017-03-31","6.49","1.41","144"
"298","2017-04-30","2.51","1.43","144"
"299","2017-05-31","6.08","1.30","144"
"300","2017-06-30","6.13","1.18","144"
"301","2016-07-31","25.49","39.71","2001"
"302","2016-08-31","25.45","36.22","2001"
"303","2016-09-30","27.67","41.42","2001"
"304","2016-10-31","23.05","29.09","2001"
"305","2016-11-30","22.80","19.70","2001"
"306","2016-12-31","22.80","19.70","2001"
"307","2017-01-31","22.80","19.70","2001"
"308","2017-02-28","22.80","19.70","2001"
"309","2017-03-31","28.42","26.55","2001"
"310","2017-04-30","30.27","28.71","2001"
"311","2017-05-31","20.89","19.95","2001"
"312","2017-06-30","19.81","18.94","2001"
"313","2016-07-31","4.56","78.61","169"
"314","2016-08-31","4.64","77.57","169"
"315","2016-09-30","4.71","77.76","169"
"316","2016-10-31","4.68","79.37","169"
"317","2016-11-30","4.65","83.60","169"
"318","2016-12-31","4.54","84.61","169"
"319","2017-01-31","4.34","88.44","169"
"320","2017-02-28","4.14","92.11","169"
"321","2017-03-31","4.16","94.39","169"
"322","2017-04-30","4.08","96.86","169"
"323","2017-05-31","4.09","99.10","169"
"324","2017-06-30","3.98","99.91","169"
"325","2016-07-31","14.32","99.99","1493"
"326","2016-08-31","12.33","98.29","1493"
"327","2016-09-30","10.60","100.00","1493"
"328","2016-10-31","9.82","100.00","1493"
"329","2016-11-30","9.66","99.69","1493"
"330","2016-12-31","9.90","94.45","1493"
"331","2017-01-31","9.89","87.12","1493"
"332","2017-02-28","10.03","81.83","1493"
"333","2017-03-31","13.23","76.42","1493"
"334","2017-04-30","13.29","65.98","1493"
"335","2017-05-31","9.33","59.43","1493"
"336","2017-06-30","8.58","43.89","1493"
"337","2016-07-31","47.28","88.44","2339"
"338","2016-08-31","52.17","90.88","2339"
"339","2016-09-30","51.57","85.08","2339"
"340","2016-10-31","49.67","87.15","2339"
"341","2016-11-30","48.71","80.05","2339"
"342","2016-12-31","51.86","84.35","2339"
"343","2017-01-31","48.69","81.88","2339"
"344","2017-02-28","46.66","96.72","2339"
"345","2017-03-31","45.23","72.69","2339"
"346","2017-04-30","100.00","100.00","2339"
"347","2017-05-31","38.40","69.59","2339"
"348","2017-06-30","35.92","35.57","2339"
"349","2016-07-31","20.99","26.27","640"
"350","2016-08-31","21.22","25.82","640"
"351","2016-09-30","21.08","28.25","640"
"352","2016-10-31","19.91","23.53","640"
"353","2016-11-30","16.78","20.82","640"
"354","2016-12-31","12.92","17.17","640"
"355","2017-01-31","9.87","12.44","640"
"356","2017-02-28","8.24","10.22","640"
"357","2017-03-31","6.98","8.38","640"
"358","2017-04-30","6.18","8.01","640"
"359","2017-05-31","5.35","8.06","640"
"360","2017-06-30","5.06","7.19","640"
"361","2016-07-31","8.19","3.30","512"
"362","2016-08-31","7.00","3.03","512"
"363","2016-09-30","6.74","2.97","512"
"364","2016-10-31","6.72","2.23","512"
"365","2016-11-30","6.32","1.90","512"
"366","2016-12-31","5.81","3.29","512"
"367","2017-01-31","5.85","5.57","512"
"368","2017-02-28","5.26","6.11","512"
"369","2017-03-31","4.80","5.74","512"
"370","2017-04-30","5.17","5.47","512"
"371","2017-05-31","5.05","5.70","512"
"372","2017-06-30","5.10","5.49","512"
"373","2016-07-31","3.33","0.37","57"
"374","2016-08-31","3.22","0.30","57"
"375","2016-09-30","3.13","0.29","57"
"376","2016-10-31","3.11","0.27","57"
"377","2016-11-30","2.98","0.23","57"
"378","2016-12-31","3.80","0.21","57"
"379","2017-01-31","2.75","0.20","57"
"380","2017-02-28","2.58","0.19","57"
"381","2017-03-31","3.33","0.18","57"
"382","2017-04-30","6.74","0.17","57"
"383","2017-05-31","9.57","0.16","57"
"384","2017-06-30","10.82","0.14","57"
"385","2016-07-31","6.53","45.83","211"
"386","2016-08-31","6.41","42.69","211"
"387","2016-09-30","6.62","39.73","211"
"388","2016-10-31","6.58","37.29","211"
"389","2016-11-30","6.65","36.26","211"
"390","2016-12-31","6.66","35.49","211"
"391","2017-01-31","6.54","31.03","211"
"392","2017-02-28","5.67","26.43","211"
"393","2017-03-31","5.51","24.67","211"
"394","2017-04-30","5.31","22.58","211"
"395","2017-05-31","5.71","23.20","211"
"396","2017-06-30","5.80","23.33","211"
"397","2016-07-31","52.63","100.00","4005"
"398","2016-08-31","39.80","99.57","4005"
"399","2016-09-30","27.74","64.89","4005"
"400","2016-10-31","34.25","37.75","4005"
"401","2016-11-30","30.00","29.98","4005"
"402","2016-12-31","25.02","27.30","4005"
"403","2017-01-31","22.29","35.57","4005"
"404","2017-02-28","20.73","39.05","4005"
"405","2017-03-31","20.22","54.72","4005"
"406","2017-04-30","21.49","83.51","4005"
"407","2017-05-31","16.52","32.96","4005"
"408","2017-06-30","15.70","29.54","4005"
"409","2016-07-31","50.82","78.98","2674"
"410","2016-08-31","48.07","71.27","2674"
"411","2016-09-30","49.36","72.58","2674"
"412","2016-10-31","34.43","73.64","2674"
"413","2016-11-30","29.06","29.11","2674"
"414","2016-12-31","27.04","19.87","2674"
"415","2017-01-31","25.74","18.96","2674"
"416","2017-02-28","22.16","16.32","2674"
"417","2017-03-31","18.06","11.87","2674"
"418","2017-04-30","18.96","16.48","2674"
"419","2017-05-31","13.24","10.18","2674"
"420","2017-06-30","13.28","12.48","2674"
"421","2016-07-31","18.33","45.70","1195"
"422","2016-08-31","17.38","47.13","1195"
"423","2016-09-30","24.17","48.62","1195"
"424","2016-10-31","38.11","51.89","1195"
"425","2016-11-30","52.46","50.11","1195"
"426","2016-12-31","65.19","44.59","1195"
"427","2017-01-31","65.68","40.32","1195"
"428","2017-02-28","65.89","41.59","1195"
"429","2017-03-31","67.52","41.17","1195"
"430","2017-04-30","67.62","39.48","1195"
"431","2017-05-31","65.58","37.41","1195"
"432","2017-06-30","63.49","37.41","1195"
"433","2016-07-31","18.55","100.00","854"
"434","2016-08-31","18.78","100.00","854"
"435","2016-09-30","21.35","100.00","854"
"436","2016-10-31","25.46","100.00","854"
"437","2016-11-30","27.35","100.00","854"
"438","2016-12-31","27.45","100.00","854"
"439","2017-01-31","28.21","100.00","854"
"440","2017-02-28","28.16","100.00","854"
"441","2017-03-31","31.52","100.00","854"
"442","2017-04-30","36.54","99.93","854"
"443","2017-05-31","24.27","99.69","854"
"444","2017-06-30","19.84","99.64","854"
"445","2016-07-31","28.65","82.06","1190"
"446","2016-08-31","27.62","77.20","1190"
"447","2016-09-30","27.59","76.64","1190"
"448","2016-10-31","26.42","75.44","1190"
"449","2016-11-30","28.80","76.21","1190"
"450","2016-12-31","28.12","72.49","1190"
"451","2017-01-31","26.15","65.33","1190"
"452","2017-02-28","23.12","67.13","1190"
"453","2017-03-31","22.69","64.74","1190"
"454","2017-04-30","24.25","55.99","1190"
"455","2017-05-31","20.93","61.87","1190"
"456","2017-06-30","19.36","61.96","1190"
"457","2016-07-31","11.98","47.71","537"
"458","2016-08-31","15.00","45.52","537"
"459","2016-09-30","15.85","39.89","537"
"460","2016-10-31","14.55","35.23","537"
"461","2016-11-30","14.98","37.18","537"
"462","2016-12-31","14.07","36.61","537"
"463","2017-01-31","13.58","40.86","537"
"464","2017-02-28","12.27","36.68","537"
"465","2017-03-31","14.73","48.78","537"
"466","2017-04-30","32.08","92.60","537"
"467","2017-05-31","11.56","54.67","537"
"468","2017-06-30","11.11","91.92","537"
"469","2016-07-31","90.91","55.60","1030"
"470","2016-08-31","91.68","48.21","1030"
"471","2016-09-30","90.65","43.70","1030"
"472","2016-10-31","90.25","40.61","1030"
"473","2016-11-30","90.94","39.99","1030"
"474","2016-12-31","90.29","39.11","1030"
"475","2017-01-31","90.12","40.51","1030"
"476","2017-02-28","88.54","41.02","1030"
"477","2017-03-31","89.91","46.01","1030"
"478","2017-04-30","92.62","46.79","1030"
"479","2017-05-31","90.06","58.20","1030"
"480","2017-06-30","90.31","61.93","1030"
"481","2016-07-31","20.79","8.51","2005"
"482","2016-08-31","20.79","8.51","2005"
"483","2016-09-30","15.72","3.68","2005"
"484","2016-10-31","13.44","2.39","2005"
"485","2016-11-30","12.38","1.96","2005"
"486","2016-12-31","12.38","1.63","2005"
"487","2017-01-31","11.56","1.31","2005"
"488","2017-02-28","10.75","1.06","2005"
"489","2017-03-31","11.34","1.01","2005"
"490","2017-04-30","61.75","82.30","2005"
"491","2017-05-31","10.06","0.73","2005"
"492","2017-06-30","9.57","0.63","2005"
"493","2016-07-31","16.02","99.96","809"
"494","2016-08-31","15.25","97.92","809"
"495","2016-09-30","14.79","97.18","809"
"496","2016-10-31","14.83","98.50","809"
"497","2016-11-30","13.74","98.31","809"
"498","2016-12-31","15.23","97.91","809"
"499","2017-01-31","13.38","98.19","809"
"500","2017-02-28","12.36","97.29","809"
"501","2017-03-31","12.79","94.66","809"
"502","2017-04-30","11.26","91.27","809"
"503","2017-05-31","0.00","0.00","809"
"504","2017-06-30","23.84","96.06","809"
"505","2016-07-31","13.52","34.48","611"
"506","2016-08-31","13.95","33.68","611"
"507","2016-09-30","13.88","31.37","611"
"508","2016-10-31","13.20","29.17","611"
"509","2016-11-30","12.34","28.62","611"
"510","2016-12-31","12.41","28.44","611"
"511","2017-01-31","13.12","26.80","611"
"512","2017-02-28","12.79","25.90","611"
"513","2017-03-31","12.22","27.25","611"
"514","2017-04-30","11.91","25.90","611"
"515","2017-05-31","11.81","25.24","611"
"516","2017-06-30","13.23","24.32","611"
"517","2016-07-31","40.30","90.06","3122"
"518","2016-08-31","40.27","95.63","3122"
"519","2016-09-30","36.72","89.62","3122"
"520","2016-10-31","38.28","85.67","3122"
"521","2016-11-30","37.98","77.40","3122"
"522","2016-12-31","37.06","82.49","3122"
"523","2017-01-31","35.46","78.15","3122"
"524","2017-02-28","35.52","93.86","3122"
"525","2017-03-31","55.45","100.00","3122"
"526","2017-04-30","55.30","100.00","3122"
"527","2017-05-31","31.52","90.63","3122"
"528","2017-06-30","28.31","80.43","3122"
"529","2016-07-31","68.67","100.00","461"
"530","2016-08-31","70.91","100.00","461"
"531","2016-09-30","71.92","100.00","461"
"532","2016-10-31","74.18","100.00","461"
"533","2016-11-30","75.36","100.00","461"
"534","2016-12-31","76.20","100.00","461"
"535","2017-01-31","76.64","100.00","461"
"536","2017-02-28","75.73","100.00","461"
"537","2017-03-31","75.33","100.00","461"
"538","2017-04-30","75.16","100.00","461"
"539","2017-05-31","75.27","100.00","461"
"540","2017-06-30","75.21","100.00","461"
"541","2016-07-31","8.59","28.99","127"
"542","2016-08-31","8.30","27.39","127"
"543","2016-09-30","8.22","27.64","127"
"544","2016-10-31","8.28","26.47","127"
"545","2016-11-30","8.03","25.10","127"
"546","2016-12-31","8.02","22.79","127"
"547","2017-01-31","8.61","22.26","127"
"548","2017-02-28","8.72","19.48","127"
"549","2017-03-31","8.93","21.98","127"
"550","2017-04-30","9.49","22.57","127"
"551","2017-05-31","8.10","17.20","127"
"552","2017-06-30","7.51","15.32","127"
"553","2016-07-31","22.81","91.66","307"
"554","2016-08-31","22.94","89.69","307"
"555","2016-09-30","22.05","91.31","307"
"556","2016-10-31","22.34","82.68","307"
"557","2016-11-30","20.15","80.80","307"
"558","2016-12-31","19.19","75.27","307"
"559","2017-01-31","18.10","71.23","307"
"560","2017-02-28","17.33","68.07","307"
"561","2017-03-31","16.90","67.55","307"
"562","2017-04-30","16.04","57.54","307"
"563","2017-05-31","15.72","36.85","307"
"564","2017-06-30","14.95","30.00","307"
"565","2016-07-31","25.62","6.82","93"
"566","2016-08-31","28.37","2.96","93"
"567","2016-09-30","28.88","1.96","93"
"568","2016-10-31","25.09","4.90","93"
"569","2016-11-30","19.74","3.83","93"
"570","2016-12-31","14.66","1.38","93"
"571","2017-01-31","14.82","0.93","93"
"572","2017-02-28","12.66","1.03","93"
"573","2017-03-31","11.22","1.12","93"
"574","2017-04-30","10.27","0.98","93"
"575","2017-05-31","9.79","0.93","93"
"576","2017-06-30","8.92","1.01","93"
"577","2016-07-31","18.46","98.96","216"
"578","2016-08-31","15.95","97.90","216"
"579","2016-09-30","17.99","95.84","216"
"580","2016-10-31","15.98","86.78","216"
"581","2016-11-30","15.94","86.32","216"
"582","2016-12-31","16.02","68.12","216"
"583","2017-01-31","16.35","55.85","216"
"584","2017-02-28","15.33","45.41","216"
"585","2017-03-31","18.55","61.06","216"
"586","2017-04-30","18.61","53.04","216"
"587","2017-05-31","13.14","31.37","216"
"588","2017-06-30","13.74","29.40","216"
"589","2016-07-31","0.00","0.00","6369"
"590","2016-08-31","0.00","0.00","6369"
"591","2016-09-30","0.00","0.00","6369"
"592","2016-10-31","0.00","0.00","6369"
"593","2016-11-30","0.00","0.00","6369"
"594","2016-12-31","0.00","0.00","6369"
"595","2017-01-31","100.00","100.00","6369"
"596","2017-02-28","90.42","100.00","6369"
"597","2017-03-31","69.96","68.22","6369"
"598","2017-04-30","34.88","24.68","6369"
"599","2017-05-31","11.51","12.61","6369"
"600","2017-06-30","7.61","5.51","6369"
"601","2016-07-31","4.78","20.74","3995"
"602","2016-08-31","4.60","19.34","3995"
"603","2016-09-30","4.48","21.23","3995"
"604","2016-10-31","4.52","21.75","3995"
"605","2016-11-30","4.30","22.47","3995"
"606","2016-12-31","3.74","21.27","3995"
"607","2017-01-31","3.70","21.53","3995"
"608","2017-02-28","3.72","22.28","3995"
"609","2017-03-31","3.69","23.27","3995"
"610","2017-04-30","3.92","24.50","3995"
"611","2017-05-31","4.12","25.37","3995"
"612","2017-06-30","4.38","24.81","3995"
"613","2016-07-31","26.56","92.91","610"
"614","2016-08-31","37.72","91.52","610"
"615","2016-09-30","39.35","90.08","610"
"616","2016-10-31","42.54","85.69","610"
"617","2016-11-30","46.29","61.30","610"
"618","2016-12-31","47.36","46.84","610"
"619","2017-01-31","48.38","41.28","610"
"620","2017-02-28","46.38","36.12","610"
"621","2017-03-31","45.96","33.30","610"
"622","2017-04-30","46.55","30.75","610"
"623","2017-05-31","48.27","27.73","610"
"624","2017-06-30","35.49","27.87","610"
"625","2016-07-31","9.49","73.50","440"
"626","2016-08-31","9.41","67.57","440"
"627","2016-09-30","10.35","67.87","440"
"628","2016-10-31","9.97","65.01","440"
"629","2016-11-30","10.40","64.28","440"
"630","2016-12-31","11.19","64.85","440"
"631","2017-01-31","10.79","63.35","440"
"632","2017-02-28","9.21","60.00","440"
"633","2017-03-31","9.14","67.48","440"
"634","2017-04-30","10.18","73.93","440"
"635","2017-05-31","7.46","54.78","440"
"636","2017-06-30","7.36","57.50","440"
"637","2016-07-31","15.16","15.95","868"
"638","2016-08-31","14.09","13.71","868"
"639","2016-09-30","13.66","13.02","868"
"640","2016-10-31","15.33","13.77","868"
"641","2016-11-30","15.07","37.47","868"
"642","2016-12-31","17.08","39.73","868"
"643","2017-01-31","14.88","51.16","868"
"644","2017-02-28","13.89","60.71","868"
"645","2017-03-31","18.42","52.06","868"
"646","2017-04-30","16.19","53.06","868"
"647","2017-05-31","10.01","53.28","868"
"648","2017-06-30","10.78","48.95","868"
"649","2016-07-31","35.10","54.95","1090"
"650","2016-08-31","34.11","58.03","1090"
"651","2016-09-30","36.44","60.96","1090"
"652","2016-10-31","42.98","64.73","1090"
"653","2016-11-30","52.02","67.19","1090"
