"id","date","wanPerson","shiWanPerson","baiWanPerson","qianWanPerson","wdzjPlatId"
"6759","2016-06-30","319811.00","56902.00","3.00","0.00","59"
"6760","2016-07-31","405142.00","63125.00","2.00","0.00","59"
"6761","2016-08-31","525085.00","75610.00","3.00","0.00","59"
"6762","2016-09-30","601084.00","79912.00","11.00","0.00","59"
"6763","2016-10-31","724437.00","72763.00","3.00","0.00","59"
"6764","2016-11-30","828369.00","99259.00","17.00","0.00","59"
"6765","2016-12-31","1021996.00","146683.00","33.00","0.00","59"
"6766","2017-01-31","1171381.00","158460.00","27.00","0.00","59"
"6767","2017-02-28","1210094.00","139086.00","16.00","0.00","59"
"6768","2017-03-31","651968.00","91982.00","3.00","0.00","59"
"6769","2017-04-30","70417.00","29121.00","0.00","0.00","59"
"6770","2017-05-31","90806.00","43253.00","0.00","0.00","59"
"6771","2016-06-30","3149.00","4686.00","1615.00","71.00","60"
"6772","2016-07-31","3005.00","4863.00","1813.00","70.00","60"
"6773","2016-08-31","6132.00","5053.00","1855.00","70.00","60"
"6774","2016-09-30","6633.00","5045.00","1809.00","73.00","60"
"6775","2016-10-31","6213.00","4891.00","1635.00","57.00","60"
"6776","2016-11-30","15714.00","5001.00","1791.00","65.00","60"
"6777","2016-12-31","13367.00","4802.00","1833.00","82.00","60"
"6778","2017-01-31","6822.00","4749.00","1918.00","78.00","60"
"6779","2017-02-28","9652.00","4982.00","1926.00","63.00","60"
"6780","2017-03-31","15605.00","8425.00","2275.00","49.00","60"
"6781","2017-04-30","7921.00","5542.00","1994.00","53.00","60"
"6782","2017-05-31","7611.00","5599.00","2080.00","51.00","60"
"6783","2016-06-30","3453.00","1412.00","542.00","19.00","1309"
"6784","2016-07-31","4111.00","1754.00","587.00","15.00","1309"
"6785","2016-08-31","16677.00","2444.00","479.00","13.00","1309"
"6786","2016-09-30","37538.00","2179.00","388.00","18.00","1309"
"6787","2016-10-31","70936.00","1664.00","424.00","16.00","1309"
"6788","2016-11-30","42903.00","3317.00","586.00","10.00","1309"
"6789","2016-12-31","54632.00","3166.00","612.00","33.00","1309"
"6790","2017-01-31","131008.00","2824.00","539.00","26.00","1309"
"6791","2017-02-28","162793.00","2043.00","320.00","9.00","1309"
"6792","2017-03-31","331578.00","6552.00","496.00","16.00","1309"
"6793","2017-04-30","360547.00","6227.00","510.00","19.00","1309"
"6794","2017-05-31","410824.00","5121.00","631.00","25.00","1309"
"6795","2016-06-30","45266.00","8957.00","63.00","0.00","38"
"6796","2016-07-31","49129.00","10022.00","78.00","1.00","38"
"6797","2016-08-31","55105.00","10968.00","109.00","0.00","38"
"6798","2016-09-30","59212.00","12178.00","93.00","0.00","38"
"6799","2016-10-31","60184.00","12323.00","112.00","1.00","38"
"6800","2016-11-30","65424.00","13794.00","152.00","0.00","38"
"6801","2016-12-31","71689.00","16874.00","248.00","0.00","38"
"6802","2017-01-31","66113.00","15030.00","277.00","0.00","38"
"6803","2017-02-28","63766.00","13741.00","234.00","0.00","38"
"6804","2017-03-31","78723.00","18296.00","376.00","0.00","38"
"6805","2017-04-30","80558.00","18596.00","375.00","0.00","38"
"6806","2017-05-31","77483.00","17742.00","297.00","0.00","38"
"6807","2016-06-30","722.00","47.00","11.00","35.00","505"
"6808","2016-07-31","635.00","26.00","15.00","47.00","505"
"6809","2016-08-31","396.00","32.00","12.00","42.00","505"
"6810","2016-09-30","300.00","25.00","23.00","48.00","505"
"6811","2016-10-31","274.00","17.00","10.00","46.00","505"
"6812","2016-11-30","257.00","27.00","8.00","59.00","505"
"6813","2016-12-31","230.00","18.00","11.00","45.00","505"
"6814","2017-01-31","212.00","22.00","13.00","44.00","505"
"6815","2017-02-28","176.00","21.00","8.00","66.00","505"
"6816","2017-03-31","257.00","384.00","17.00","54.00","505"
"6817","2017-04-30","303.00","1044.00","17.00","61.00","505"
"6818","2017-05-31","426.00","2982.00","160.00","71.00","505"
"6819","2016-03-31","69857.00","2078.00","0.00","0.00","689"
"6820","2016-04-30","80743.00","1877.00","0.00","0.00","689"
"6821","2016-05-31","91556.00","2223.00","0.00","0.00","689"
"6822","2016-06-30","104497.00","2767.00","0.00","0.00","689"
"6823","2016-07-31","116917.00","3691.00","0.00","0.00","689"
"6824","2016-08-31","134855.00","3578.00","0.00","0.00","689"
"6825","2016-09-30","161169.00","3819.00","0.00","0.00","689"
"6826","2016-10-31","169001.00","3625.00","0.00","0.00","689"
"6827","2016-11-30","189271.00","4678.00","0.00","0.00","689"
"6828","2016-12-31","217253.00","6408.00","0.00","0.00","689"
"6829","2017-01-31","223376.00","4020.00","0.00","0.00","689"
"6830","2017-02-28","232474.00","1958.00","0.00","0.00","689"
"6831","2016-06-30","6354.00","1123.00","368.00","23.00","91"
"6832","2016-07-31","6562.00","1429.00","484.00","63.00","91"
"6833","2016-08-31","7579.00","1493.00","508.00","43.00","91"
"6834","2016-09-30","10012.00","1679.00","483.00","46.00","91"
"6835","2016-10-31","11779.00","1635.00","554.00","46.00","91"
"6836","2016-11-30","17395.00","1619.00","568.00","44.00","91"
"6837","2016-12-31","18198.00","1865.00","545.00","63.00","91"
"6838","2017-01-31","10717.00","1715.00","516.00","76.00","91"
"6839","2017-02-28","6323.00","1503.00","543.00","72.00","91"
"6840","2017-03-31","9825.00","1404.00","552.00","81.00","91"
"6841","2017-04-30","9589.00","1534.00","607.00","85.00","91"
"6842","2017-05-31","22598.00","1703.00","661.00","117.00","91"
"6843","2016-06-30","153570.00","78.00","0.00","0.00","4891"
"6844","2016-07-31","164205.00","92.00","0.00","0.00","4891"
"6845","2016-08-31","158333.00","57.00","0.00","0.00","4891"
"6846","2016-09-30","154707.00","35.00","0.00","0.00","4891"
"6847","2016-10-31","164566.00","67.00","0.00","0.00","4891"
"6848","2016-11-30","219094.00","146.00","0.00","0.00","4891"
"6849","2016-12-31","240336.00","181.00","0.00","0.00","4891"
"6850","2017-01-31","229438.00","153.00","0.00","0.00","4891"
"6851","2017-02-28","310709.00","118.00","0.00","0.00","4891"
"6852","2017-03-31","487081.00","162.00","0.00","0.00","4891"
"6853","2017-04-30","664140.00","217.00","0.00","0.00","4891"
"6854","2017-05-31","702741.00","327.00","0.00","0.00","4891"
"6855","2016-06-30","1026.00","1435.00","336.00","3.00","942"
"6856","2016-07-31","969.00","1312.00","406.00","12.00","942"
"6857","2016-08-31","1861.00","1527.00","385.00","24.00","942"
"6858","2016-09-30","1779.00","1190.00","410.00","34.00","942"
"6859","2016-10-31","1118.00","1055.00","517.00","40.00","942"
"6860","2016-11-30","1122.00","1350.00","616.00","54.00","942"
"6861","2016-12-31","1255.00","1548.00","607.00","25.00","942"
"6862","2017-01-31","1327.00","1519.00","674.00","32.00","942"
"6863","2017-02-28","3098.00","1295.00","393.00","2.00","942"
"6864","2017-03-31","1972.00","1456.00","648.00","11.00","942"
"6865","2017-04-30","1724.00","1548.00","618.00","21.00","942"
"6866","2017-05-31","2111.00","1719.00","941.00","33.00","942"
"6867","2016-06-30","23598.00","3661.00","0.00","0.00","85"
"6868","2016-07-31","26574.00","3475.00","0.00","0.00","85"
"6869","2016-08-31","20672.00","3725.00","0.00","0.00","85"
"6870","2016-09-30","26663.00","4122.00","0.00","0.00","85"
"6871","2016-10-31","23100.00","3603.00","0.00","0.00","85"
"6872","2016-11-30","29890.00","5886.00","0.00","0.00","85"
"6873","2016-12-31","40832.00","6916.00","0.00","0.00","85"
"6874","2017-01-31","43974.00","5524.00","0.00","0.00","85"
"6875","2017-02-28","24420.00","3138.00","0.00","0.00","85"
"6876","2017-03-31","31529.00","5075.00","0.00","0.00","85"
"6877","2017-04-30","31395.00","4575.00","0.00","0.00","85"
"6878","2017-05-31","34158.00","7294.00","0.00","0.00","85"
"6879","2016-06-30","19894.00","1699.00","500.00","1.00","498"
"6880","2016-07-31","18159.00","1499.00","602.00","0.00","498"
"6881","2016-08-31","18471.00","1856.00","726.00","0.00","498"
"6882","2016-09-30","18957.00","1737.00","610.00","1.00","498"
"6883","2016-10-31","17381.00","1573.00","539.00","0.00","498"
"6884","2016-11-30","364342.00","1402.00","190.00","0.00","498"
"6885","2016-12-31","361787.00","2799.00","108.00","13.00","498"
"6886","2017-01-31","251613.00","1915.00","87.00","0.00","498"
"6887","2017-02-28","246986.00","2251.00","57.00","0.00","498"
"6888","2017-03-31","410974.00","1007.00","159.00","8.00","498"
"6889","2017-04-30","253190.00","1600.00","63.00","0.00","498"
"6890","2017-05-31","389146.00","9988.00","28.00","1.00","498"
"6891","2016-06-30","326739.00","2469.00","14.00","0.00","142"
"6892","2016-07-31","331942.00","2263.00","11.00","0.00","142"
"6893","2016-08-31","326827.00","2064.00","8.00","0.00","142"
"6894","2016-09-30","331928.00","2025.00","6.00","0.00","142"
"6895","2016-10-31","327349.00","1874.00","5.00","1.00","142"
"6896","2016-11-30","143300.00","3531.00","12.00","2.00","142"
"6897","2016-12-31","143003.00","3813.00","14.00","2.00","142"
"6898","2017-01-31","133966.00","3777.00","16.00","2.00","142"
"6899","2017-02-28","126691.00","2187.00","12.00","2.00","142"
"6900","2017-03-31","203740.00","6657.00","22.00","2.00","142"
"6901","2017-04-30","107615.00","4050.00","13.00","2.00","142"
"6902","2017-05-31","155577.00","4381.00","11.00","2.00","142"
"6903","2016-06-30","41912.00","4499.00","73.00","1.00","40"
"6904","2016-07-31","37164.00","3796.00","89.00","0.00","40"
"6905","2016-08-31","41208.00","4245.00","72.00","1.00","40"
"6906","2016-09-30","46175.00","4846.00","95.00","1.00","40"
"6907","2016-10-31","95388.00","6634.00","53.00","1.00","40"
"6908","2016-11-30","138677.00","5970.00","107.00","9.00","40"
"6909","2016-12-31","131685.00","5745.00","101.00","8.00","40"
"6910","2017-01-31","139224.00","4114.00","74.00","1.00","40"
"6911","2017-02-28","181397.00","2781.00","43.00","0.00","40"
"6912","2017-03-31","253823.00","4726.00","33.00","4.00","40"
"6913","2017-04-30","367313.00","3455.00","15.00","3.00","40"
"6914","2017-05-31","414733.00","2952.00","30.00","2.00","40"
"6915","2016-06-30","48018.00","654.00","1.00","1.00","1152"
"6916","2016-07-31","55956.00","715.00","1.00","1.00","1152"
"6917","2016-08-31","73288.00","952.00","1.00","1.00","1152"
"6918","2016-09-30","105235.00","886.00","3.00","1.00","1152"
"6919","2016-10-31","136138.00","657.00","0.00","1.00","1152"
"6920","2016-11-30","162245.00","745.00","0.00","1.00","1152"
"6921","2016-12-31","199970.00","745.00","0.00","0.00","1152"
"6922","2017-01-31","211621.00","364.00","0.00","0.00","1152"
"6923","2017-02-28","216512.00","748.00","0.00","0.00","1152"
"6924","2017-03-31","239155.00","613.00","0.00","0.00","1152"
"6925","2017-04-30","243437.00","761.00","0.00","0.00","1152"
"6926","2017-05-31","273056.00","1336.00","0.00","0.00","1152"
"6927","2016-06-30","9555.00","1395.00","166.00","0.00","129"
"6928","2016-07-31","9342.00","1636.00","116.00","0.00","129"
"6929","2016-08-31","25226.00","2066.00","138.00","0.00","129"
"6930","2016-09-30","110633.00","2315.00","124.00","0.00","129"
"6931","2016-10-31","152258.00","2347.00","76.00","0.00","129"
"6932","2016-11-30","207820.00","2308.00","111.00","0.00","129"
"6933","2016-12-31","277083.00","3343.00","221.00","0.00","129"
"6934","2017-01-31","216848.00","2679.00","197.00","0.00","129"
"6935","2017-02-28","142197.00","1394.00","92.00","0.00","129"
"6936","2017-03-31","174073.00","2530.00","130.00","0.00","129"
"6937","2017-04-30","241898.00","2356.00","160.00","0.00","129"
"6938","2017-05-31","377475.00","2885.00","193.00","1.00","129"
"6939","2016-06-30","0.00","0.00","0.00","30.00","827"
"6940","2016-07-31","0.00","0.00","0.00","31.00","827"
"6941","2016-08-31","0.00","0.00","0.00","31.00","827"
"6942","2016-09-30","0.00","0.00","0.00","30.00","827"
"6943","2016-10-31","0.00","0.00","0.00","31.00","827"
"6944","2016-11-30","0.00","0.00","0.00","30.00","827"
"6945","2016-12-31","69.00","32.00","4.00","32.00","827"
"6946","2017-01-31","483.00","127.00","32.00","31.00","827"
"6947","2017-02-28","589.00","140.00","33.00","28.00","827"
"6948","2017-03-31","699.00","128.00","30.00","31.00","827"
"6949","2017-04-30","645.00","188.00","16.00","30.00","827"
"6950","2017-05-31","686.00","204.00","16.00","31.00","827"
"6951","2016-06-30","27.00","35.00","2.00","15.00","2750"
"6952","2016-07-31","77.00","92.00","6.00","18.00","2750"
"6953","2016-08-31","30.00","16.00","6.00","22.00","2750"
"6954","2016-09-30","1.00","22.00","11.00","21.00","2750"
"6955","2016-10-31","1.00","30.00","184.00","21.00","2750"
"6956","2016-11-30","3.00","12.00","15.00","35.00","2750"
"6957","2016-12-31","14.00","14.00","23.00","14.00","2750"
"6958","2017-01-31","14.00","34.00","9.00","14.00","2750"
"6959","2017-02-28","10.00","16.00","11.00","20.00","2750"
"6960","2017-03-31","5.00","24.00","14.00","18.00","2750"
"6961","2017-04-30","4.00","18.00","9.00","24.00","2750"
"6962","2017-05-31","3.00","12.00","7.00","15.00","2750"
"6963","2016-06-30","19683.00","2995.00","48.00","1.00","96"
"6964","2016-07-31","16685.00","2776.00","54.00","0.00","96"
"6965","2016-08-31","13982.00","2669.00","61.00","0.00","96"
"6966","2016-09-30","15673.00","3125.00","76.00","0.00","96"
"6967","2016-10-31","15615.00","3221.00","16.00","0.00","96"
"6968","2016-11-30","12311.00","4202.00","12.00","0.00","96"
"6969","2016-12-31","16037.00","6004.00","10.00","0.00","96"
"6970","2017-01-31","17323.00","6265.00","8.00","0.00","96"
"6971","2017-02-28","9328.00","3101.00","9.00","0.00","96"
"6972","2017-03-31","13922.00","4887.00","11.00","0.00","96"
"6973","2017-04-30","10522.00","4037.00","0.00","0.00","96"
"6974","2017-05-31","14021.00","5235.00","5.00","0.00","96"
"6975","2016-06-30","316501.00","1606.00","103.00","2.00","268"
"6976","2016-07-31","378261.00","1348.00","99.00","3.00","268"
"6977","2016-08-31","409511.00","1420.00","74.00","0.00","268"
"6978","2016-09-30","512247.00","1656.00","10.00","1.00","268"
"6979","2016-10-31","478698.00","1076.00","8.00","0.00","268"
"6980","2016-11-30","451870.00","1742.00","21.00","0.00","268"
"6981","2016-12-31","503609.00","1535.00","10.00","0.00","268"
"6982","2017-01-31","367722.00","1955.00","27.00","0.00","268"
"6983","2017-02-28","747271.00","1223.00","11.00","0.00","268"
"6984","2017-03-31","1152652.00","1885.00","10.00","0.00","268"
"6985","2017-04-30","1393928.00","1352.00","2.00","0.00","268"
"6986","2017-05-31","1348870.00","1737.00","0.00","0.00","268"
"6987","2016-06-30","2449.00","11878.00","39.00","2.00","223"
"6988","2016-07-31","3089.00","13126.00","79.00","1.00","223"
"6989","2016-08-31","2967.00","13297.00","311.00","1.00","223"
"6990","2016-09-30","2819.00","14588.00","677.00","1.00","223"
"6991","2016-10-31","2461.00","13543.00","592.00","1.00","223"
"6992","2016-11-30","2490.00","14349.00","204.00","1.00","223"
"6993","2016-12-31","2721.00","12933.00","283.00","1.00","223"
"6994","2017-01-31","2023.00","16501.00","401.00","1.00","223"
"6995","2017-02-28","2914.00","10407.00","650.00","1.00","223"
"6996","2017-03-31","4660.00","11775.00","427.00","1.00","223"
"6997","2017-04-30","2131.00","8908.00","443.00","1.00","223"
"6998","2017-05-31","2621.00","7938.00","306.00","1.00","223"
"6999","2016-06-30","407.00","170.00","59.00","26.00","365"
"7000","2016-07-31","243.00","154.00","102.00","28.00","365"
"7001","2016-08-31","173.00","130.00","195.00","26.00","365"
"7002","2016-09-30","152.00","110.00","186.00","26.00","365"
"7003","2016-10-31","117.00","170.00","205.00","28.00","365"
"7004","2016-11-30","118.00","172.00","243.00","30.00","365"
"7005","2016-12-31","131.00","199.00","222.00","35.00","365"
"7006","2017-01-31","114.00","173.00","196.00","37.00","365"
"7007","2017-02-28","106.00","138.00","203.00","52.00","365"
"7008","2017-03-31","131.00","128.00","262.00","61.00","365"
"7009","2017-04-30","135.00","114.00","322.00","34.00","365"
"7010","2017-05-31","24.00","93.00","338.00","30.00","365"
"7011","2016-06-30","9.00","78.00","136.00","42.00","508"
"7012","2016-07-31","10.00","65.00","119.00","51.00","508"
"7013","2016-08-31","30.00","153.00","272.00","40.00","508"
"7014","2016-09-30","53.00","188.00","377.00","14.00","508"
"7015","2016-10-31","53.00","173.00","351.00","9.00","508"
"7016","2016-11-30","255.00","450.00","347.00","8.00","508"
"7017","2016-12-31","3264.00","5447.00","18.00","0.00","508"
"7018","2017-01-31","3336.00","4917.00","5.00","0.00","508"
"7019","2017-02-28","3845.00","5701.00","13.00","0.00","508"
"7020","2017-03-31","3962.00","6023.00","10.00","0.00","508"
"7021","2017-04-30","2397.00","4570.00","13.00","0.00","508"
"7022","2017-05-31","2537.00","4749.00","10.00","0.00","508"
"7023","2016-06-30","28.00","67.00","132.00","2.00","1077"
"7024","2016-07-31","32.00","60.00","142.00","2.00","1077"
"7025","2016-08-31","25.00","59.00","139.00","3.00","1077"
"7026","2016-09-30","15.00","54.00","132.00","30.00","1077"
"7027","2016-10-31","29.00","45.00","147.00","21.00","1077"
"7028","2016-11-30","10.00","39.00","161.00","22.00","1077"
"7029","2016-12-31","12.00","30.00","161.00","24.00","1077"
"7030","2017-01-31","16.00","36.00","146.00","26.00","1077"
"7031","2017-02-28","6.00","32.00","172.00","22.00","1077"
"7032","2017-03-31","6617.00","550.00","154.00","16.00","1077"
"7033","2017-04-30","20114.00","941.00","12.00","6.00","1077"
"7034","2017-05-31","24266.00","1169.00","15.00","6.00","1077"
"7035","2016-06-30","12.00","345.00","242.00","0.00","3642"
"7036","2016-07-31","18.00","317.00","266.00","0.00","3642"
"7037","2016-08-31","46.00","367.00","267.00","1.00","3642"
"7038","2016-09-30","24.00","224.00","287.00","2.00","3642"
"7039","2016-10-31","5.00","119.00","271.00","3.00","3642"
"7040","2016-11-30","24.00","171.00","272.00","4.00","3642"
"7041","2016-12-31","25.00","173.00","362.00","2.00","3642"
"7042","2017-01-31","32.00","237.00","377.00","4.00","3642"
"7043","2017-02-28","540115.00","25.00","241.00","3.00","3642"
"7044","2017-03-31","609807.00","20.00","206.00","1.00","3642"
"7045","2017-04-30","402181.00","13.00","143.00","0.00","3642"
"7046","2017-05-31","785663.00","2.00","91.00","1.00","3642"
"7047","2016-06-30","17844.00","3341.00","69.00","1.00","144"
"7048","2016-07-31","26696.00","3879.00","61.00","0.00","144"
"7049","2016-08-31","28958.00","5544.00","94.00","0.00","144"
"7050","2016-09-30","24390.00","4418.00","126.00","0.00","144"
"7051","2016-10-31","27098.00","3411.00","42.00","1.00","144"
"7052","2016-11-30","21767.00","11190.00","96.00","3.00","144"
"7053","2016-12-31","26590.00","19378.00","115.00","1.00","144"
"7054","2017-01-31","41584.00","10824.00","52.00","0.00","144"
"7055","2017-02-28","9491.00","1322.00","504.00","0.00","144"
"7056","2017-03-31","12.00","59.00","803.00","0.00","144"
"7057","2017-04-30","2.00","143.00","544.00","0.00","144"
"7058","2017-05-31","4240.00","1030.00","236.00","0.00","144"
"7059","2016-06-30","534.00","212.00","192.00","4.00","2001"
"7060","2016-07-31","522.00","224.00","275.00","2.00","2001"
"7061","2016-08-31","781.00","355.00","322.00","2.00","2001"
"7062","2016-09-30","617.00","531.00","277.00","0.00","2001"
"7063","2016-10-31","621.00","588.00","272.00","1.00","2001"
"7064","2016-11-30","624.00","591.00","303.00","0.00","2001"
"7065","2016-12-31","199.00","979.00","247.00","2.00","2001"
"7066","2017-01-31","88.00","1186.00","298.00","7.00","2001"
"7067","2017-02-28","10.00","1436.00","310.00","2.00","2001"
"7068","2017-03-31","13.00","1473.00","371.00","3.00","2001"
"7069","2017-04-30","166.00","1454.00","355.00","0.00","2001"
"7070","2017-05-31","609.00","1742.00","309.00","4.00","2001"
"7071","2016-06-30","2686.00","246.00","2.00","14.00","169"
"7072","2016-07-31","2714.00","274.00","8.00","13.00","169"
"7073","2016-08-31","2857.00","273.00","8.00","15.00","169"
"7074","2016-09-30","2905.00","303.00","7.00","11.00","169"
"7075","2016-10-31","5128.00","705.00","13.00","8.00","169"
"7076","2016-11-30","3052.00","252.00","6.00","5.00","169"
"7077","2016-12-31","3224.00","200.00","8.00","8.00","169"
"7078","2017-01-31","3090.00","208.00","1.00","6.00","169"
"7079","2017-02-28","2733.00","271.00","1.00","4.00","169"
"7080","2017-03-31","3319.00","318.00","9.00","5.00","169"
"7081","2017-04-30","3093.00","217.00","5.00","5.00","169"
"7082","2017-05-31","3213.00","257.00","1.00","4.00","169"
"7083","2016-06-30","1492.00","10.00","6.00","2.00","1493"
"7084","2016-07-31","1541.00","15.00","11.00","4.00","1493"
"7085","2016-08-31","7472.00","108.00","9.00","4.00","1493"
"7086","2016-09-30","14717.00","947.00","10.00","11.00","1493"
"7087","2016-10-31","38167.00","22.00","14.00","7.00","1493"
"7088","2016-11-30","49475.00","995.00","13.00","8.00","1493"
"7089","2016-12-31","78710.00","178.00","30.00","7.00","1493"
"7090","2017-01-31","51685.00","326.00","35.00","7.00","1493"
"7091","2017-02-28","104229.00","450.00","12.00","5.00","1493"
"7092","2017-03-31","69857.00","500.00","27.00","3.00","1493"
"7093","2017-04-30","37084.00","621.00","25.00","3.00","1493"
"7094","2017-05-31","39865.00","302.00","39.00","2.00","1493"
"7095","2016-06-30","0.00","96.00","127.00","11.00","2339"
"7096","2016-07-31","0.00","65.00","112.00","15.00","2339"
"7097","2016-08-31","0.00","80.00","125.00","15.00","2339"
"7098","2016-09-30","0.00","70.00","135.00","11.00","2339"
"7099","2016-10-31","5.00","39.00","177.00","42.00","2339"
"7100","2016-11-30","8.00","102.00","191.00","24.00","2339"
"7101","2016-12-31","0.00","113.00","145.00","21.00","2339"
"7102","2017-01-31","0.00","134.00","160.00","12.00","2339"
"7103","2017-02-28","0.00","48.00","78.00","24.00","2339"
"7104","2017-03-31","0.00","183.00","188.00","25.00","2339"
"7105","2017-04-30","0.00","164.00","143.00","23.00","2339"
"7106","2017-05-31","0.00","187.00","183.00","26.00","2339"
"7107","2016-06-30","1.00","94.00","70.00","0.00","640"
"7108","2016-07-31","2.00","85.00","97.00","0.00","640"
"7109","2016-08-31","0.00","81.00","89.00","0.00","640"
"7110","2016-09-30","1.00","103.00","74.00","0.00","640"
"7111","2016-10-31","5.00","85.00","109.00","0.00","640"
"7112","2016-11-30","81.00","791.00","32.00","0.00","640"
"7113","2016-12-31","43.00","1108.00","123.00","0.00","640"
"7114","2017-01-31","30.00","931.00","313.00","0.00","640"
"7115","2017-02-28","35.00","797.00","334.00","0.00","640"
"7116","2017-03-31","4.00","808.00","527.00","0.00","640"
"7117","2017-04-30","18.00","954.00","328.00","0.00","640"
"7118","2017-05-31","3.00","947.00","558.00","0.00","640"
"7119","2016-06-30","2358.00","1404.00","7.00","0.00","512"
"7120","2016-07-31","5607.00","1643.00","22.00","0.00","512"
"7121","2016-08-31","5335.00","1992.00","26.00","0.00","512"
"7122","2016-09-30","4622.00","2624.00","64.00","0.00","512"
"7123","2016-10-31","7361.00","3909.00","10.00","0.00","512"
"7124","2016-11-30","20934.00","4894.00","12.00","0.00","512"
"7125","2016-12-31","28631.00","4856.00","23.00","6.00","512"
"7126","2017-01-31","22264.00","2968.00","20.00","8.00","512"
"7127","2017-02-28","12987.00","2557.00","42.00","6.00","512"
"7128","2017-03-31","10410.00","2167.00","49.00","4.00","512"
"7129","2017-04-30","7859.00","1280.00","29.00","0.00","512"
"7130","2017-05-31","5989.00","1163.00","27.00","3.00","512"
"7131","2016-06-30","7404.00","2809.00","0.00","0.00","57"
"7132","2016-07-31","6724.00","2849.00","0.00","0.00","57"
"7133","2016-08-31","7169.00","3049.00","0.00","0.00","57"
"7134","2016-09-30","5993.00","2963.00","0.00","0.00","57"
"7135","2016-10-31","5569.00","3028.00","0.00","0.00","57"
"7136","2016-11-30","5991.00","3311.00","0.00","0.00","57"
"7137","2016-12-31","7369.00","4348.00","0.00","0.00","57"
"7138","2017-01-31","8685.00","4827.00","0.00","0.00","57"
"7139","2017-02-28","8297.00","2559.00","0.00","0.00","57"
"7140","2017-03-31","11773.00","4428.00","0.00","0.00","57"
"7141","2017-04-30","8477.00","3890.00","0.00","0.00","57"
"7142","2017-05-31","10785.00","5400.00","0.00","0.00","57"
"7143","2016-06-30","223.00","46.00","37.00","13.00","211"
"7144","2016-07-31","213.00","36.00","24.00","25.00","211"
"7145","2016-08-31","182.00","32.00","24.00","29.00","211"
"7146","2016-09-30","189.00","38.00","31.00","30.00","211"
"7147","2016-10-31","156.00","33.00","23.00","35.00","211"
"7148","2016-11-30","167.00","33.00","18.00","38.00","211"
"7149","2016-12-31","190.00","28.00","27.00","33.00","211"
"7150","2017-01-31","192.00","34.00","43.00","48.00","211"
"7151","2017-02-28","141.00","28.00","32.00","86.00","211"
"7152","2017-03-31","214.00","48.00","23.00","83.00","211"
"7153","2017-04-30","201.00","37.00","24.00","68.00","211"
"7154","2017-05-31","218.00","72.00","17.00","52.00","211"
"7155","2016-06-30","0.00","1.00","3.00","0.00","4005"
"7156","2016-07-31","0.00","3.00","7.00","0.00","4005"
"7157","2016-08-31","0.00","19.00","18.00","1.00","4005"
"7158","2016-09-30","0.00","61.00","125.00","1.00","4005"
"7159","2016-10-31","0.00","67.00","120.00","1.00","4005"
"7160","2016-11-30","0.00","171.00","239.00","1.00","4005"
"7161","2016-12-31","0.00","242.00","280.00","3.00","4005"
"7162","2017-01-31","0.00","151.00","213.00","4.00","4005"
"7163","2017-02-28","0.00","152.00","177.00","1.00","4005"
"7164","2017-03-31","0.00","314.00","378.00","2.00","4005"
"7165","2017-04-30","0.00","221.00","297.00","4.00","4005"
"7166","2017-05-31","0.00","205.00","361.00","5.00","4005"
"7167","2016-06-30","0.00","1.00","0.00","0.00","2674"
"7168","2016-07-31","0.00","6.00","0.00","0.00","2674"
"7169","2016-08-31","0.00","8.00","0.00","0.00","2674"
"7170","2016-09-30","0.00","27.00","0.00","0.00","2674"
"7171","2016-10-31","4.00","43.00","1.00","0.00","2674"
"7172","2016-11-30","1.00","57.00","0.00","0.00","2674"
"7173","2016-12-31","9.00","59.00","0.00","0.00","2674"
"7174","2017-01-31","1.00","533.00","63.00","0.00","2674"
"7175","2017-02-28","3.00","575.00","60.00","0.00","2674"
"7176","2017-03-31","2.00","638.00","104.00","0.00","2674"
"7177","2017-04-30","7.00","871.00","44.00","0.00","2674"
"7178","2017-05-31","1.00","372.00","391.00","0.00","2674"
"7179","2016-06-30","211.00","84.00","70.00","4.00","1195"
"7180","2016-07-31","200.00","70.00","65.00","11.00","1195"
"7181","2016-08-31","211.00","76.00","61.00","13.00","1195"
"7182","2016-09-30","225.00","117.00","93.00","19.00","1195"
"7183","2016-10-31","681.00","164.00","106.00","16.00","1195"
"7184","2016-11-30","485.00","279.00","146.00","36.00","1195"
"7185","2016-12-31","760.00","761.00","342.00","45.00","1195"
"7186","2017-01-31","505.00","344.00","156.00","21.00","1195"
"7187","2017-02-28","717.00","220.00","70.00","13.00","1195"
"7188","2017-03-31","1157.00","516.00","188.00","34.00","1195"
"7189","2017-04-30","509.00","323.00","111.00","19.00","1195"
"7190","2017-05-31","898.00","317.00","121.00","16.00","1195"
"7191","2016-06-30","0.00","0.00","6.00","10.00","854"
"7192","2016-07-31","1.00","1.00","5.00","12.00","854"
"7193","2016-08-31","0.00","0.00","6.00","11.00","854"
"7194","2016-09-30","17.00","0.00","4.00","11.00","854"
"7195","2016-10-31","76.00","0.00","2.00","10.00","854"
"7196","2016-11-30","76.00","1.00","4.00","9.00","854"
"7197","2016-12-31","4.00","0.00","6.00","13.00","854"
"7198","2017-01-31","70.00","0.00","6.00","6.00","854"
"7199","2017-02-28","11.00","1.00","10.00","9.00","854"
"7200","2017-03-31","39.00","2.00","5.00","14.00","854"
