"id","date","qianPerson","wanPerson","shiWanPerson","baiWanPerson","wdzjPlatId"
"6347","2016-06-30","11632.00","107146.00","37394.00","3353.00","59"
"6348","2016-07-31","12143.00","131047.00","41651.00","4117.00","59"
"6349","2016-08-31","14295.00","102319.00","43848.00","5317.00","59"
"6350","2016-09-30","13923.00","94607.00","44723.00","5951.00","59"
"6351","2016-10-31","19135.00","98649.00","47774.00","5925.00","59"
"6352","2016-11-30","32961.00","166497.00","66801.00","7463.00","59"
"6353","2016-12-31","18025.00","129869.00","70195.00","10539.00","59"
"6354","2017-01-31","19096.00","130582.00","75853.00","11249.00","59"
"6355","2017-02-28","30300.00","138511.00","72879.00","10567.00","59"
"6356","2017-03-31","21172.00","113893.00","41217.00","7423.00","59"
"6357","2017-04-30","3288.00","63459.00","19186.00","651.00","59"
"6358","2017-05-31","6315.00","73296.00","27270.00","922.00","59"
"6359","2016-06-30","34995.00","42310.00","16638.00","916.00","60"
"6360","2016-07-31","33199.00","42824.00","17258.00","1014.00","60"
"6361","2016-08-31","31866.00","42402.00","17863.00","1037.00","60"
"6362","2016-09-30","30917.00","41934.00","18289.00","1111.00","60"
"6363","2016-10-31","43840.00","41527.00","16823.00","807.00","60"
"6364","2016-11-30","30949.00","40506.00","17504.00","951.00","60"
"6365","2016-12-31","34300.00","42233.00","18358.00","1164.00","60"
"6366","2017-01-31","32156.00","41853.00","18268.00","1088.00","60"
"6367","2017-02-28","31081.00","41020.00","17998.00","989.00","60"
"6368","2017-03-31","57933.00","61002.00","21976.00","1164.00","60"
"6369","2017-04-30","32749.00","41631.00","18345.00","1011.00","60"
"6370","2017-05-31","29895.00","40563.00","18595.00","1093.00","60"
"6371","2016-06-30","7879.00","13619.00","3117.00","138.00","1309"
"6372","2016-07-31","8224.00","14859.00","4119.00","192.00","1309"
"6373","2016-08-31","9221.00","14345.00","3671.00","165.00","1309"
"6374","2016-09-30","8816.00","14710.00","3786.00","170.00","1309"
"6375","2016-10-31","10216.00","15204.00","3190.00","154.00","1309"
"6376","2016-11-30","10084.00","16746.00","4322.00","183.00","1309"
"6377","2016-12-31","11413.00","21874.00","5930.00","205.00","1309"
"6378","2017-01-31","11440.00","20665.00","3946.00","167.00","1309"
"6379","2017-02-28","15545.00","21031.00","2997.00","103.00","1309"
"6380","2017-03-31","18900.00","31249.00","4847.00","175.00","1309"
"6381","2017-04-30","19904.00","28850.00","5485.00","204.00","1309"
"6382","2017-05-31","23018.00","29267.00","6007.00","204.00","1309"
"6383","2016-06-30","33769.00","38492.00","6733.00","296.00","38"
"6384","2016-07-31","35426.00","44450.00","7784.00","302.00","38"
"6385","2016-08-31","53547.00","52254.00","8043.00","329.00","38"
"6386","2016-09-30","45056.00","50834.00","7931.00","434.00","38"
"6387","2016-10-31","35754.00","57012.00","8396.00","391.00","38"
"6388","2016-11-30","35493.00","61299.00","10455.00","398.00","38"
"6389","2016-12-31","34060.00","65663.00","13486.00","549.00","38"
"6390","2017-01-31","41364.00","62743.00","12461.00","438.00","38"
"6391","2017-02-28","57776.00","70350.00","11379.00","319.00","38"
"6392","2017-03-31","34066.00","78837.00","16935.00","455.00","38"
"6393","2017-04-30","38497.00","77973.00","16927.00","512.00","38"
"6394","2017-05-31","37169.00","74816.00","15856.00","459.00","38"
"6395","2016-06-30","12552.00","13936.00","4865.00","331.00","505"
"6396","2016-07-31","20272.00","16024.00","5839.00","446.00","505"
"6397","2016-08-31","17242.00","17321.00","6461.00","551.00","505"
"6398","2016-09-30","20721.00","17638.00","6893.00","670.00","505"
"6399","2016-10-31","23376.00","21300.00","7055.00","575.00","505"
"6400","2016-11-30","19366.00","20639.00","10284.00","1051.00","505"
"6401","2016-12-31","10352.00","21658.00","9193.00","722.00","505"
"6402","2017-01-31","9032.00","20392.00","9599.00","985.00","505"
"6403","2017-02-28","9577.00","23221.00","10496.00","1171.00","505"
"6404","2017-03-31","8477.00","20400.00","12146.00","1448.00","505"
"6405","2017-04-30","5674.00","17698.00","13195.00","1999.00","505"
"6406","2017-05-31","5697.00","15317.00","13027.00","2263.00","505"
"6407","2016-03-31","114940.00","17695.00","2736.00","64.00","689"
"6408","2016-04-30","106291.00","17659.00","2520.00","65.00","689"
"6409","2016-05-31","100599.00","19674.00","3131.00","34.00","689"
"6410","2016-06-30","107486.00","24595.00","3020.00","41.00","689"
"6411","2016-07-31","149579.00","30489.00","3380.00","18.00","689"
"6412","2016-08-31","205763.00","39143.00","3557.00","16.00","689"
"6413","2016-09-30","212269.00","40174.00","4435.00","44.00","689"
"6414","2016-10-31","219130.00","24498.00","1819.00","15.00","689"
"6415","2016-11-30","219474.00","36334.00","3734.00","25.00","689"
"6416","2016-12-31","201079.00","56543.00","8458.00","69.00","689"
"6417","2017-01-31","210260.00","41580.00","4675.00","26.00","689"
"6418","2017-02-28","214497.00","37938.00","3172.00","16.00","689"
"6419","2016-06-30","40970.00","26491.00","4344.00","135.00","91"
"6420","2016-07-31","47148.00","36232.00","6462.00","287.00","91"
"6421","2016-08-31","44046.00","33765.00","6006.00","247.00","91"
"6422","2016-09-30","47933.00","36495.00","6421.00","250.00","91"
"6423","2016-10-31","51923.00","39353.00","6738.00","234.00","91"
"6424","2016-11-30","54401.00","38382.00","7044.00","282.00","91"
"6425","2016-12-31","57236.00","38617.00","7856.00","350.00","91"
"6426","2017-01-31","54934.00","33032.00","7057.00","228.00","91"
"6427","2017-02-28","68778.00","40289.00","7107.00","222.00","91"
"6428","2017-03-31","71726.00","44994.00","6984.00","241.00","91"
"6429","2017-04-30","70118.00","47946.00","7800.00","250.00","91"
"6430","2017-05-31","71496.00","59914.00","10111.00","298.00","91"
"6431","2016-06-30","94831.00","25269.00","163.00","5.00","4891"
"6432","2016-07-31","98551.00","27006.00","112.00","2.00","4891"
"6433","2016-08-31","109687.00","27054.00","79.00","2.00","4891"
"6434","2016-09-30","121833.00","27560.00","5.00","0.00","4891"
"6435","2016-10-31","141713.00","28597.00","50.00","1.00","4891"
"6436","2016-11-30","145137.00","37588.00","416.00","4.00","4891"
"6437","2016-12-31","152212.00","43721.00","659.00","2.00","4891"
"6438","2017-01-31","171551.00","43816.00","435.00","2.00","4891"
"6439","2017-02-28","213194.00","44996.00","700.00","1.00","4891"
"6440","2017-03-31","241021.00","68627.00","936.00","3.00","4891"
"6441","2017-04-30","200895.00","71969.00","2089.00","2.00","4891"
"6442","2017-05-31","200394.00","88097.00","2918.00","17.00","4891"
"6443","2016-06-30","4654.00","4161.00","1815.00","232.00","942"
"6444","2016-07-31","6329.00","4585.00","1838.00","247.00","942"
"6445","2016-08-31","5073.00","4484.00","1905.00","287.00","942"
"6446","2016-09-30","4212.00","3822.00","1765.00","383.00","942"
"6447","2016-10-31","4018.00","4333.00","2048.00","491.00","942"
"6448","2016-11-30","4195.00","4684.00","2466.00","432.00","942"
"6449","2016-12-31","6580.00","5644.00","2437.00","337.00","942"
"6450","2017-01-31","7963.00","5806.00","2651.00","418.00","942"
"6451","2017-02-28","5958.00","4762.00","1511.00","244.00","942"
"6452","2017-03-31","8570.00","5973.00","1813.00","289.00","942"
"6453","2017-04-30","9709.00","6788.00","2578.00","277.00","942"
"6454","2017-05-31","8391.00","7829.00","3858.00","722.00","942"
"6455","2016-06-30","133803.00","35226.00","2131.00","20.00","85"
"6456","2016-07-31","141881.00","38277.00","2189.00","32.00","85"
"6457","2016-08-31","135481.00","31421.00","2301.00","31.00","85"
"6458","2016-09-30","136706.00","44390.00","2463.00","52.00","85"
"6459","2016-10-31","147254.00","42514.00","1708.00","8.00","85"
"6460","2016-11-30","148973.00","52441.00","3308.00","43.00","85"
"6461","2016-12-31","152861.00","60002.00","4655.00","78.00","85"
"6462","2017-01-31","161658.00","59872.00","4318.00","82.00","85"
"6463","2017-02-28","180522.00","42641.00","1255.00","4.00","85"
"6464","2017-03-31","169354.00","53658.00","2603.00","27.00","85"
"6465","2017-04-30","182943.00","44764.00","2736.00","50.00","85"
"6466","2017-05-31","177071.00","50233.00","3594.00","65.00","85"
"6467","2016-06-30","45389.00","44931.00","4891.00","61.00","498"
"6468","2016-07-31","40282.00","46052.00","6515.00","56.00","498"
"6469","2016-08-31","41927.00","53362.00","8527.00","88.00","498"
"6470","2016-09-30","44083.00","49253.00","8359.00","65.00","498"
"6471","2016-10-31","81470.00","48508.00","6141.00","58.00","498"
"6472","2016-11-30","94157.00","44373.00","4474.00","47.00","498"
"6473","2016-12-31","77968.00","54796.00","10196.00","250.00","498"
"6474","2017-01-31","93255.00","37960.00","4263.00","52.00","498"
"6475","2017-02-28","107175.00","41372.00","3658.00","19.00","498"
"6476","2017-03-31","76282.00","40329.00","5215.00","43.00","498"
"6477","2017-04-30","111388.00","21086.00","1932.00","11.00","498"
"6478","2017-05-31","87256.00","47602.00","8267.00","88.00","498"
"6479","2016-06-30","90523.00","34319.00","3727.00","37.00","142"
"6480","2016-07-31","85739.00","33906.00","4198.00","49.00","142"
"6481","2016-08-31","81275.00","35377.00","4127.00","44.00","142"
"6482","2016-09-30","65845.00","33299.00","4206.00","33.00","142"
"6483","2016-10-31","70365.00","33387.00","3667.00","36.00","142"
"6484","2016-11-30","135012.00","34645.00","3765.00","34.00","142"
"6485","2016-12-31","115701.00","36475.00","4320.00","33.00","142"
"6486","2017-01-31","109788.00","35328.00","4221.00","33.00","142"
"6487","2017-02-28","122626.00","42801.00","5598.00","40.00","142"
"6488","2017-03-31","106830.00","51349.00","8794.00","41.00","142"
"6489","2017-04-30","65304.00","34643.00","4837.00","39.00","142"
"6490","2017-05-31","60128.00","35650.00","5369.00","41.00","142"
"6491","2016-06-30","85193.00","24700.00","2759.00","80.00","40"
"6492","2016-07-31","80769.00","22416.00","2684.00","87.00","40"
"6493","2016-08-31","75460.00","27586.00","2829.00","97.00","40"
"6494","2016-09-30","97410.00","33769.00","3013.00","76.00","40"
"6495","2016-10-31","120721.00","34281.00","4633.00","158.00","40"
"6496","2016-11-30","116890.00","40190.00","5176.00","121.00","40"
"6497","2016-12-31","126745.00","38029.00","4953.00","157.00","40"
"6498","2017-01-31","130442.00","31232.00","3549.00","89.00","40"
"6499","2017-02-28","133551.00","29174.00","2809.00","67.00","40"
"6500","2017-03-31","117685.00","39809.00","4123.00","100.00","40"
"6501","2017-04-30","93105.00","34491.00","3410.00","74.00","40"
"6502","2017-05-31","124393.00","37438.00","9800.00","4727.00","40"
"6503","2016-06-30","15628.00","9149.00","1700.00","57.00","1152"
"6504","2016-07-31","16073.00","8631.00","1677.00","83.00","1152"
"6505","2016-08-31","16987.00","8973.00","1738.00","75.00","1152"
"6506","2016-09-30","17179.00","10867.00","2110.00","95.00","1152"
"6507","2016-10-31","17281.00","10657.00","2135.00","109.00","1152"
"6508","2016-11-30","18417.00","11343.00","2502.00","145.00","1152"
"6509","2016-12-31","17282.00","12514.00","3094.00","194.00","1152"
"6510","2017-01-31","18479.00","11534.00","2660.00","143.00","1152"
"6511","2017-02-28","19044.00","14540.00","3023.00","156.00","1152"
"6512","2017-03-31","20002.00","19247.00","3960.00","183.00","1152"
"6513","2017-04-30","21638.00","16336.00","3988.00","194.00","1152"
"6514","2017-05-31","21844.00","15290.00","4178.00","234.00","1152"
"6515","2016-06-30","53.00","24.00","5.00","8.00","129"
"6516","2016-07-31","53.00","17.00","1.00","12.00","129"
"6517","2016-08-31","56.00","21.00","4.00","11.00","129"
"6518","2016-09-30","85.00","56.00","5.00","9.00","129"
"6519","2016-10-31","9.00","8.00","5.00","10.00","129"
"6520","2016-11-30","63.00","29.00","3.00","11.00","129"
"6521","2016-12-31","57.00","15.00","2.00","10.00","129"
"6522","2017-01-31","253.00","171.00","10.00","11.00","129"
"6523","2017-02-28","171.00","121.00","8.00","9.00","129"
"6524","2017-03-31","12.00","12.00","1.00","11.00","129"
"6525","2017-04-30","0.00","0.00","1.00","11.00","129"
"6526","2017-05-31","1.00","2.00","3.00","9.00","129"
"6527","2016-06-30","24766.00","13755.00","2106.00","7.00","827"
"6528","2016-07-31","29067.00","16413.00","2625.00","7.00","827"
"6529","2016-08-31","38750.00","21365.00","3750.00","2.00","827"
"6530","2016-09-30","32882.00","22966.00","4353.00","14.00","827"
"6531","2016-10-31","38625.00","23211.00","3831.00","15.00","827"
"6532","2016-11-30","44600.00","26406.00","4336.00","26.00","827"
"6533","2016-12-31","41925.00","27536.00","4568.00","45.00","827"
"6534","2017-01-31","35071.00","30144.00","4931.00","63.00","827"
"6535","2017-02-28","41878.00","33057.00","4537.00","58.00","827"
"6536","2017-03-31","45953.00","34545.00","5490.00","92.00","827"
"6537","2017-04-30","42052.00","29641.00","5043.00","118.00","827"
"6538","2017-05-31","42293.00","29632.00","4976.00","75.00","827"
"6539","2016-06-30","9003.00","5385.00","3585.00","137.00","2750"
"6540","2016-07-31","7703.00","6436.00","4860.00","341.00","2750"
"6541","2016-08-31","3033.00","5141.00","3450.00","312.00","2750"
"6542","2016-09-30","6483.00","5857.00","4360.00","274.00","2750"
"6543","2016-10-31","3485.00","8129.00","5494.00","249.00","2750"
"6544","2016-11-30","11411.00","10725.00","7387.00","708.00","2750"
"6545","2016-12-31","7499.00","11368.00","8365.00","631.00","2750"
"6546","2017-01-31","5554.00","9592.00","4808.00","150.00","2750"
"6547","2017-02-28","23805.00","12771.00","7839.00","363.00","2750"
"6548","2017-03-31","7593.00","12908.00","6428.00","246.00","2750"
"6549","2017-04-30","6420.00","10134.00","6138.00","216.00","2750"
"6550","2017-05-31","6633.00","13067.00","7302.00","438.00","2750"
"6551","2016-06-30","49933.00","20038.00","2054.00","33.00","96"
"6552","2016-07-31","54655.00","21636.00","2010.00","25.00","96"
"6553","2016-08-31","50895.00","21641.00","1786.00","19.00","96"
"6554","2016-09-30","49446.00","22579.00","2149.00","33.00","96"
"6555","2016-10-31","50368.00","22257.00","1544.00","21.00","96"
"6556","2016-11-30","48560.00","23017.00","2403.00","35.00","96"
"6557","2016-12-31","52680.00","27124.00","3034.00","55.00","96"
"6558","2017-01-31","53027.00","31099.00","3600.00","79.00","96"
"6559","2017-02-28","57437.00","18548.00","1307.00","25.00","96"
"6560","2017-03-31","63981.00","26431.00","2404.00","35.00","96"
"6561","2017-04-30","64965.00","20333.00","1607.00","25.00","96"
"6562","2017-05-31","65333.00","23184.00","2016.00","32.00","96"
"6563","2016-06-30","16365.00","15752.00","2460.00","47.00","268"
"6564","2016-07-31","16233.00","15261.00","2426.00","47.00","268"
"6565","2016-08-31","15983.00","14355.00","2038.00","31.00","268"
"6566","2016-09-30","13406.00","11894.00","1928.00","36.00","268"
"6567","2016-10-31","14190.00","11211.00","1483.00","24.00","268"
"6568","2016-11-30","16180.00","13557.00","2060.00","34.00","268"
"6569","2016-12-31","16213.00","13060.00","1759.00","29.00","268"
"6570","2017-01-31","16181.00","14092.00","2329.00","41.00","268"
"6571","2017-02-28","14012.00","12851.00","2075.00","29.00","268"
"6572","2017-03-31","18003.00","18634.00","3798.00","63.00","268"
"6573","2017-04-30","23991.00","18726.00","3288.00","48.00","268"
"6574","2017-05-31","25869.00","21926.00","3753.00","51.00","268"
"6575","2016-06-30","51737.00","45042.00","5929.00","65.00","223"
"6576","2016-07-31","54597.00","48889.00","6735.00","101.00","223"
"6577","2016-08-31","52933.00","53348.00","7167.00","97.00","223"
"6578","2016-09-30","55341.00","57308.00","8726.00","138.00","223"
"6579","2016-10-31","58412.00","55512.00","8298.00","123.00","223"
"6580","2016-11-30","52026.00","50930.00","8159.00","129.00","223"
"6581","2016-12-31","46108.00","49630.00","7823.00","121.00","223"
"6582","2017-01-31","37148.00","52257.00","9017.00","186.00","223"
"6583","2017-02-28","35223.00","50935.00","6630.00","64.00","223"
"6584","2017-03-31","45519.00","49155.00","6999.00","90.00","223"
"6585","2017-04-30","31198.00","46884.00","6337.00","90.00","223"
"6586","2017-05-31","27282.00","44775.00","5746.00","88.00","223"
"6587","2016-06-30","20857.00","9150.00","1651.00","38.00","365"
"6588","2016-07-31","11981.00","9785.00","2082.00","62.00","365"
"6589","2016-08-31","8971.00","9964.00","2490.00","79.00","365"
"6590","2016-09-30","8569.00","8802.00","2492.00","77.00","365"
"6591","2016-10-31","11034.00","9955.00","2787.00","76.00","365"
"6592","2016-11-30","10071.00","10493.00","2932.00","93.00","365"
"6593","2016-12-31","10637.00","10487.00","3129.00","91.00","365"
"6594","2017-01-31","10554.00","10665.00","3346.00","81.00","365"
"6595","2017-02-28","11362.00","13763.00","4108.00","102.00","365"
"6596","2017-03-31","13571.00","15876.00","4689.00","114.00","365"
"6597","2017-04-30","11791.00","15259.00","4296.00","91.00","365"
"6598","2017-05-31","10785.00","15583.00","4355.00","97.00","365"
"6599","2016-06-30","3847.00","7267.00","4491.00","82.00","508"
"6600","2016-07-31","6372.00","7739.00","4271.00","101.00","508"
"6601","2016-08-31","5526.00","8634.00","5133.00","154.00","508"
"6602","2016-09-30","5501.00","9078.00","5279.00","127.00","508"
"6603","2016-10-31","4774.00","8501.00","4146.00","109.00","508"
"6604","2016-11-30","4363.00","8268.00","4410.00","115.00","508"
"6605","2016-12-31","4088.00","8975.00","5106.00","168.00","508"
"6606","2017-01-31","4441.00","7928.00","4529.00","115.00","508"
"6607","2017-02-28","4104.00","10188.00","5452.00","103.00","508"
"6608","2017-03-31","5860.00","10607.00","5485.00","140.00","508"
"6609","2017-04-30","3821.00","8125.00","4469.00","121.00","508"
"6610","2017-05-31","4246.00","8181.00","4405.00","136.00","508"
"6611","2016-06-30","15558.00","8975.00","962.00","38.00","1077"
"6612","2016-07-31","27653.00","11855.00","887.00","18.00","1077"
"6613","2016-08-31","25441.00","12655.00","848.00","39.00","1077"
"6614","2016-09-30","26234.00","17112.00","1437.00","56.00","1077"
"6615","2016-10-31","28511.00","19163.00","1049.00","57.00","1077"
"6616","2016-11-30","8037.00","8489.00","1775.00","101.00","1077"
"6617","2016-12-31","5890.00","8784.00","2266.00","114.00","1077"
"6618","2017-01-31","4743.00","6037.00","2357.00","125.00","1077"
"6619","2017-02-28","12290.00","8568.00","2482.00","88.00","1077"
"6620","2017-03-31","12379.00","17551.00","3454.00","106.00","1077"
"6621","2017-04-30","8747.00","17528.00","2643.00","87.00","1077"
"6622","2017-05-31","7758.00","12129.00","3506.00","175.00","1077"
"6623","2016-06-30","16714.00","14556.00","1333.00","8.00","3642"
"6624","2016-07-31","17201.00","14771.00","1397.00","6.00","3642"
"6625","2016-08-31","16198.00","15793.00","1640.00","6.00","3642"
"6626","2016-09-30","15533.00","15514.00","1928.00","8.00","3642"
"6627","2016-10-31","16552.00","15647.00","1936.00","13.00","3642"
"6628","2016-11-30","15897.00","15113.00","1789.00","6.00","3642"
"6629","2016-12-31","16164.00","17668.00","2285.00","9.00","3642"
"6630","2017-01-31","14859.00","18805.00","2670.00","12.00","3642"
"6631","2017-02-28","19956.00","23559.00","5041.00","62.00","3642"
"6632","2017-03-31","29019.00","25913.00","4356.00","32.00","3642"
"6633","2017-04-30","16657.00","20136.00","2494.00","15.00","3642"
"6634","2017-05-31","20561.00","21412.00","4624.00","70.00","3642"
"6635","2016-06-30","22380.00","17032.00","3995.00","120.00","144"
"6636","2016-07-31","22652.00","19378.00","5219.00","222.00","144"
"6637","2016-08-31","30382.00","23211.00","5585.00","280.00","144"
"6638","2016-09-30","24638.00","19722.00","4957.00","261.00","144"
"6639","2016-10-31","21634.00","18964.00","4360.00","189.00","144"
"6640","2016-11-30","21762.00","21923.00","6400.00","299.00","144"
"6641","2016-12-31","16218.00","20058.00","9384.00","457.00","144"
"6642","2017-01-31","16698.00","25898.00","8408.00","363.00","144"
"6643","2017-02-28","15204.00","21109.00","4225.00","126.00","144"
"6644","2017-03-31","17799.00","21438.00","3879.00","115.00","144"
"6645","2017-04-30","12015.00","15414.00","2830.00","68.00","144"
"6646","2017-05-31","13240.00","14337.00","2518.00","62.00","144"
"6647","2016-06-30","2316.00","1716.00","1021.00","125.00","2001"
"6648","2016-07-31","2463.00","1831.00","1183.00","180.00","2001"
"6649","2016-08-31","1934.00","1850.00","1287.00","234.00","2001"
"6650","2016-09-30","2288.00","1848.00","1331.00","239.00","2001"
"6651","2016-10-31","2319.00","1935.00","1458.00","257.00","2001"
"6652","2016-11-30","1468.00","1980.00","1588.00","296.00","2001"
"6653","2016-12-31","2413.00","2146.00","1711.00","293.00","2001"
"6654","2017-01-31","2050.00","1900.00","1794.00","360.00","2001"
"6655","2017-02-28","1910.00","2183.00","2129.00","372.00","2001"
"6656","2017-03-31","911.00","2098.00","1959.00","371.00","2001"
"6657","2017-04-30","1184.00","1899.00","1698.00","313.00","2001"
"6658","2017-05-31","1285.00","2076.00","1626.00","295.00","2001"
"6659","2016-06-30","17853.00","11402.00","1394.00","25.00","169"
"6660","2016-07-31","18740.00","12651.00","1642.00","29.00","169"
"6661","2016-08-31","19376.00","14303.00","1759.00","37.00","169"
"6662","2016-09-30","18362.00","13705.00","1991.00","30.00","169"
"6663","2016-10-31","17377.00","15000.00","2499.00","49.00","169"
"6664","2016-11-30","18140.00","17080.00","2250.00","33.00","169"
"6665","2016-12-31","18416.00","13709.00","1772.00","31.00","169"
"6666","2017-01-31","18212.00","17901.00","2781.00","37.00","169"
"6667","2017-02-28","17024.00","19466.00","2742.00","23.00","169"
"6668","2017-03-31","18472.00","17848.00","2360.00","42.00","169"
"6669","2017-04-30","17961.00","17813.00","2674.00","41.00","169"
"6670","2017-05-31","18523.00","22054.00","3479.00","53.00","169"
"6671","2016-06-30","15737.00","5418.00","1901.00","196.00","1493"
"6672","2016-07-31","13124.00","5480.00","1679.00","220.00","1493"
"6673","2016-08-31","19061.00","7330.00","2032.00","221.00","1493"
"6674","2016-09-30","37453.00","9351.00","2434.00","193.00","1493"
"6675","2016-10-31","48204.00","14408.00","1433.00","198.00","1493"
"6676","2016-11-30","62128.00","14977.00","2845.00","189.00","1493"
"6677","2016-12-31","80998.00","20803.00","1624.00","157.00","1493"
"6678","2017-01-31","55320.00","17533.00","1398.00","150.00","1493"
"6679","2017-02-28","110435.00","22271.00","1417.00","129.00","1493"
"6680","2017-03-31","83683.00","16566.00","1454.00","272.00","1493"
"6681","2017-04-30","49103.00","10614.00","1543.00","287.00","1493"
"6682","2017-05-31","44709.00","14705.00","1442.00","291.00","1493"
"6683","2016-06-30","570.00","882.00","751.00","130.00","2339"
"6684","2016-07-31","458.00","834.00","753.00","128.00","2339"
"6685","2016-08-31","370.00","721.00","695.00","134.00","2339"
"6686","2016-09-30","281.00","674.00","653.00","127.00","2339"
"6687","2016-10-31","241.00","736.00","685.00","152.00","2339"
"6688","2016-11-30","310.00","1188.00","1024.00","175.00","2339"
"6689","2016-12-31","198.00","703.00","806.00","200.00","2339"
"6690","2017-01-31","256.00","785.00","785.00","155.00","2339"
"6691","2017-02-28","349.00","841.00","812.00","176.00","2339"
"6692","2017-03-31","260.00","828.00","1000.00","231.00","2339"
"6693","2017-04-30","258.00","1030.00","1093.00","194.00","2339"
"6694","2017-05-31","309.00","1086.00","1227.00","242.00","2339"
"6695","2016-06-30","2104.00","1566.00","743.00","23.00","640"
"6696","2016-07-31","1852.00","1710.00","955.00","33.00","640"
"6697","2016-08-31","1755.00","1896.00","933.00","24.00","640"
"6698","2016-09-30","1676.00","1910.00","874.00","26.00","640"
"6699","2016-10-31","6052.00","1790.00","1073.00","33.00","640"
"6700","2016-11-30","1655.00","2145.00","1162.00","3.00","640"
"6701","2016-12-31","2091.00","1826.00","1784.00","11.00","640"
"6702","2017-01-31","1781.00","2080.00","1245.00","306.00","640"
"6703","2017-02-28","2329.00","2476.00","1564.00","228.00","640"
"6704","2017-03-31","2853.00","2452.00","1502.00","419.00","640"
"6705","2017-04-30","2347.00","1711.00","1543.00","43.00","640"
"6706","2017-05-31","7440.00","3181.00","1506.00","413.00","640"
"6707","2016-06-30","10685.00","4541.00","1801.00","53.00","512"
"6708","2016-07-31","14328.00","4934.00","2467.00","107.00","512"
"6709","2016-08-31","6700.00","5594.00","3162.00","125.00","512"
"6710","2016-09-30","6484.00","5920.00","3562.00","153.00","512"
"6711","2016-10-31","5568.00","5185.00","2666.00","94.00","512"
"6712","2016-11-30","19348.00","12295.00","4017.00","188.00","512"
"6713","2016-12-31","19250.00","11241.00","4773.00","234.00","512"
"6714","2017-01-31","16066.00","8254.00","3666.00","104.00","512"
"6715","2017-02-28","4926.00","7125.00","5247.00","143.00","512"
"6716","2017-03-31","8106.00","7093.00","5134.00","159.00","512"
"6717","2017-04-30","8393.00","4778.00","2389.00","90.00","512"
"6718","2017-05-31","11528.00","5503.00","2511.00","93.00","512"
"6719","2016-06-30","81714.00","14876.00","1045.00","34.00","57"
"6720","2016-07-31","98391.00","14323.00","973.00","19.00","57"
"6721","2016-08-31","106918.00","14859.00","934.00","14.00","57"
"6722","2016-09-30","108572.00","13389.00","906.00","15.00","57"
"6723","2016-10-31","106911.00","14647.00","962.00","15.00","57"
"6724","2016-11-30","112324.00","14948.00","969.00","9.00","57"
"6725","2016-12-31","128637.00","19362.00","1273.00","19.00","57"
"6726","2017-01-31","140897.00","23804.00","1462.00","20.00","57"
"6727","2017-02-28","155318.00","19707.00","216.00","1.00","57"
"6728","2017-03-31","184902.00","24511.00","702.00","14.00","57"
"6729","2017-04-30","38900.00","6475.00","755.00","82.00","57"
"6730","2017-05-31","37911.00","7235.00","1025.00","167.00","57"
"6731","2016-06-30","28967.00","6772.00","994.00","18.00","211"
"6732","2016-07-31","31123.00","7314.00","1267.00","19.00","211"
"6733","2016-08-31","14719.00","7407.00","1497.00","24.00","211"
"6734","2016-09-30","21064.00","9038.00","1492.00","35.00","211"
"6735","2016-10-31","29723.00","8527.00","1631.00","37.00","211"
"6736","2016-11-30","21660.00","7001.00","1526.00","41.00","211"
"6737","2016-12-31","28122.00","9192.00","1456.00","30.00","211"
"6738","2017-01-31","23461.00","10132.00","2269.00","54.00","211"
"6739","2017-02-28","74743.00","19456.00","3626.00","78.00","211"
"6740","2017-03-31","61840.00","26439.00","3672.00","68.00","211"
"6741","2017-04-30","16284.00","24115.00","2930.00","51.00","211"
"6742","2017-05-31","17333.00","18544.00","2230.00","39.00","211"
"6743","2016-06-30","120.00","217.00","40.00","0.00","4005"
"6744","2016-07-31","327.00","243.00","53.00","3.00","4005"
"6745","2016-08-31","444.00","522.00","202.00","3.00","4005"
"6746","2016-09-30","1286.00","1508.00","665.00","37.00","4005"
"6747","2016-10-31","585.00","1289.00","621.00","38.00","4005"
"6748","2016-11-30","869.00","2374.00","1163.00","71.00","4005"
"6749","2016-12-31","1086.00","2874.00","1518.00","112.00","4005"
"6750","2017-01-31","755.00","2163.00","1424.00","98.00","4005"
"6751","2017-02-28","538.00","1682.00","1127.00","69.00","4005"
"6752","2017-03-31","1109.00","3103.00","1999.00","134.00","4005"
"6753","2017-04-30","1097.00","2815.00","1766.00","124.00","4005"
"6754","2017-05-31","1386.00","3097.00","2038.00","150.00","4005"
"6755","2016-06-30","0.00","0.00","1.00","0.00","2674"
"6756","2016-07-31","44.00","37.00","5.00","0.00","2674"
"6757","2016-08-31","47.00","47.00","6.00","0.00","2674"
"6758","2016-09-30","87.00","158.00","17.00","0.00","2674"
"6759","2016-10-31","202.00","302.00","32.00","1.00","2674"
"6760","2016-11-30","189.00","285.00","26.00","0.00","2674"
"6761","2016-12-31","185.00","270.00","24.00","0.00","2674"
"6762","2017-01-31","614.00","2179.00","850.00","35.00","2674"
"6763","2017-02-28","778.00","3097.00","1057.00","40.00","2674"
"6764","2017-03-31","820.00","3736.00","1293.00","56.00","2674"
"6765","2017-04-30","1190.00","4715.00","1495.00","39.00","2674"
"6766","2017-05-31","1225.00","6877.00","2245.00","93.00","2674"
"6767","2016-06-30","679.00","2001.00","1013.00","58.00","1195"
"6768","2016-07-31","785.00","2384.00","1228.00","75.00","1195"
