"id","date","qianPerson","wanPerson","shiWanPerson","baiWanPerson","wdzjPlatId"
"7287","2016-12-31","2174.00","1125.00","94.00","6.00","4401"
"7288","2017-01-31","2670.00","1221.00","126.00","6.00","4401"
"7289","2017-02-28","2123.00","1281.00","148.00","3.00","4401"
"7290","2017-03-31","2861.00","1782.00","214.00","14.00","4401"
"7291","2017-04-30","3217.00","1959.00","323.00","12.00","4401"
"7292","2017-05-31","2560.00","1937.00","371.00","15.00","4401"
"7293","2016-06-30","1809.00","2111.00","264.00","4.00","447"
"7294","2016-07-31","2120.00","2172.00","253.00","6.00","447"
"7295","2016-08-31","2235.00","2477.00","350.00","8.00","447"
"7296","2016-09-30","1822.00","1993.00","309.00","3.00","447"
"7297","2016-10-31","1770.00","1864.00","367.00","3.00","447"
"7298","2016-11-30","1712.00","1935.00","314.00","12.00","447"
"7299","2016-12-31","2343.00","2638.00","533.00","4.00","447"
"7300","2017-01-31","2295.00","2214.00","376.00","12.00","447"
"7301","2017-02-28","2329.00","3327.00","722.00","18.00","447"
"7302","2017-03-31","2863.00","3297.00","648.00","8.00","447"
"7303","2017-04-30","1853.00","2893.00","673.00","12.00","447"
"7304","2017-05-31","2615.00","3747.00","990.00","26.00","447"
"7305","2016-06-30","70496.00","9143.00","160.00","11.00","34"
"7306","2016-07-31","40465.00","16650.00","314.00","13.00","34"
"7307","2016-08-31","37239.00","15106.00","412.00","10.00","34"
"7308","2016-09-30","41175.00","17241.00","302.00","4.00","34"
"7309","2016-10-31","42991.00","17974.00","394.00","5.00","34"
"7310","2016-11-30","59192.00","22377.00","287.00","5.00","34"
"7311","2016-12-31","62331.00","21409.00","109.00","1.00","34"
"7312","2017-01-31","62571.00","6220.00","94.00","0.00","34"
"7313","2017-02-28","39253.00","12944.00","221.00","3.00","34"
"7314","2017-03-31","36898.00","15180.00","304.00","4.00","34"
"7315","2017-04-30","39408.00","17228.00","88.00","0.00","34"
"7316","2017-05-31","30462.00","11190.00","449.00","5.00","34"
"7317","2016-06-30","7507.00","2747.00","262.00","7.00","1725"
"7318","2016-07-31","8079.00","3820.00","466.00","10.00","1725"
"7319","2016-08-31","8747.00","5017.00","806.00","10.00","1725"
"7320","2016-09-30","7209.00","4469.00","664.00","7.00","1725"
"7321","2016-10-31","6859.00","5171.00","702.00","5.00","1725"
"7322","2016-11-30","6719.00","6351.00","1146.00","12.00","1725"
"7323","2016-12-31","6363.00","4655.00","758.00","8.00","1725"
"7324","2017-01-31","5744.00","4449.00","878.00","11.00","1725"
"7325","2017-02-28","6420.00","4019.00","529.00","1.00","1725"
"7326","2017-03-31","6338.00","5595.00","776.00","3.00","1725"
"7327","2017-04-30","6480.00","4540.00","664.00","4.00","1725"
"7328","2017-05-31","6342.00","4757.00","839.00","4.00","1725"
"7329","2016-06-30","3415.00","2926.00","365.00","4.00","341"
"7330","2016-07-31","3545.00","3432.00","390.00","1.00","341"
"7331","2016-08-31","3670.00","3618.00","568.00","9.00","341"
"7332","2016-09-30","3658.00","2809.00","415.00","1.00","341"
"7333","2016-10-31","3876.00","3168.00","395.00","7.00","341"
"7334","2016-11-30","3516.00","2668.00","319.00","5.00","341"
"7335","2016-12-31","3476.00","3004.00","470.00","4.00","341"
"7336","2017-01-31","3183.00","3322.00","527.00","5.00","341"
"7337","2017-02-28","3102.00","3345.00","390.00","3.00","341"
"7338","2017-03-31","3280.00","5284.00","390.00","3.00","341"
"7339","2017-04-30","3089.00","9629.00","357.00","2.00","341"
"7340","2017-05-31","2970.00","10538.00","571.00","5.00","341"
"7341","2016-06-30","18.00","46.00","49.00","24.00","4389"
"7342","2016-07-31","20.00","43.00","55.00","24.00","4389"
"7343","2016-08-31","26.00","45.00","56.00","22.00","4389"
"7344","2016-09-30","38.00","49.00","65.00","22.00","4389"
"7345","2016-10-31","42.00","59.00","77.00","21.00","4389"
"7346","2016-11-30","52.00","76.00","86.00","21.00","4389"
"7347","2016-12-31","56.00","73.00","92.00","24.00","4389"
"7348","2017-01-31","57.00","76.00","100.00","20.00","4389"
"7349","2017-02-28","79.00","89.00","108.00","13.00","4389"
"7350","2017-03-31","79.00","106.00","132.00","28.00","4389"
"7351","2017-04-30","85.00","98.00","134.00","31.00","4389"
"7352","2017-05-31","98.00","92.00","126.00","34.00","4389"
"7353","2016-06-30","21324.00","4766.00","174.00","0.00","3187"
"7354","2016-07-31","13703.00","7106.00","190.00","2.00","3187"
"7355","2016-08-31","12636.00","6471.00","360.00","3.00","3187"
"7356","2016-09-30","11749.00","6809.00","289.00","0.00","3187"
"7357","2016-10-31","10939.00","8748.00","429.00","1.00","3187"
"7358","2016-11-30","11877.00","9837.00","519.00","2.00","3187"
"7359","2016-12-31","11610.00","8172.00","537.00","0.00","3187"
"7360","2017-01-31","7759.00","8111.00","638.00","1.00","3187"
"7361","2017-02-28","10370.00","9115.00","406.00","0.00","3187"
"7362","2017-03-31","10368.00","9184.00","625.00","0.00","3187"
"7363","2017-04-30","5771.00","7781.00","623.00","2.00","3187"
"7364","2017-05-31","5816.00","12187.00","871.00","6.00","3187"
"7365","2016-06-30","4182.00","2888.00","648.00","28.00","467"
"7366","2016-07-31","4330.00","2882.00","712.00","32.00","467"
"7367","2016-08-31","4258.00","3119.00","813.00","30.00","467"
"7368","2016-09-30","4002.00","3372.00","997.00","49.00","467"
"7369","2016-10-31","4231.00","3451.00","834.00","33.00","467"
"7370","2016-11-30","4200.00","3348.00","881.00","33.00","467"
"7371","2016-12-31","4210.00","3497.00","907.00","41.00","467"
"7372","2017-01-31","3966.00","3661.00","982.00","42.00","467"
"7373","2017-02-28","4267.00","4288.00","1202.00","45.00","467"
"7374","2017-03-31","3315.00","3828.00","1305.00","51.00","467"
"7375","2017-04-30","3033.00","3490.00","1084.00","41.00","467"
"7376","2017-05-31","2958.00","2740.00","723.00","26.00","467"
"7377","2016-06-30","3962.00","3976.00","912.00","25.00","53"
"7378","2016-07-31","3579.00","3783.00","1037.00","28.00","53"
"7379","2016-08-31","3601.00","3904.00","991.00","27.00","53"
"7380","2016-09-30","3483.00","3898.00","1042.00","34.00","53"
"7381","2016-10-31","3608.00","3782.00","871.00","27.00","53"
"7382","2016-11-30","3652.00","3945.00","1012.00","32.00","53"
"7383","2016-12-31","3365.00","3510.00","901.00","42.00","53"
"7384","2017-01-31","3282.00","3775.00","1037.00","48.00","53"
"7385","2017-02-28","3372.00","3771.00","811.00","21.00","53"
"7386","2017-03-31","21896.00","3860.00","884.00","38.00","53"
"7387","2017-04-30","11573.00","3633.00","831.00","38.00","53"
"7388","2017-05-31","13084.00","3433.00","830.00","34.00","53"
"7389","2016-06-30","1509.00","1381.00","257.00","14.00","932"
"7390","2016-07-31","1640.00","1658.00","297.00","12.00","932"
"7391","2016-08-31","2123.00","1895.00","338.00","8.00","932"
"7392","2016-09-30","1673.00","1894.00","302.00","7.00","932"
"7393","2016-10-31","1336.00","1857.00","353.00","11.00","932"
"7394","2016-11-30","1464.00","2125.00","411.00","10.00","932"
"7395","2016-12-31","1434.00","2204.00","453.00","11.00","932"
"7396","2017-01-31","1615.00","2445.00","450.00","4.00","932"
"7397","2017-02-28","1824.00","2705.00","437.00","4.00","932"
"7398","2017-03-31","1813.00","3069.00","510.00","10.00","932"
"7399","2017-04-30","1656.00","2169.00","381.00","6.00","932"
"7400","2017-05-31","1956.00","3558.00","706.00","20.00","932"
"7401","2016-06-30","1253.00","1553.00","347.00","7.00","343"
"7402","2016-07-31","1332.00","1315.00","276.00","4.00","343"
"7403","2016-08-31","1669.00","1607.00","300.00","7.00","343"
"7404","2016-09-30","1422.00","1758.00","416.00","7.00","343"
"7405","2016-10-31","2362.00","2011.00","606.00","15.00","343"
"7406","2016-11-30","1239.00","1933.00","604.00","15.00","343"
"7407","2016-12-31","1136.00","1943.00","567.00","18.00","343"
"7408","2017-01-31","992.00","1864.00","666.00","29.00","343"
"7409","2017-02-28","907.00","1921.00","612.00","23.00","343"
"7410","2017-03-31","967.00","1970.00","666.00","19.00","343"
"7411","2017-04-30","844.00","1961.00","822.00","39.00","343"
"7412","2017-05-31","725.00","1884.00","825.00","46.00","343"
"7413","2016-06-30","3886.00","2278.00","770.00","68.00","1732"
"7414","2016-07-31","4710.00","2123.00","782.00","60.00","1732"
"7415","2016-08-31","4818.00","2087.00","853.00","71.00","1732"
"7416","2016-09-30","2263.00","2083.00","918.00","85.00","1732"
"7417","2016-10-31","2411.00","2152.00","893.00","67.00","1732"
"7418","2016-11-30","2468.00","2150.00","965.00","84.00","1732"
"7419","2016-12-31","1705.00","2100.00","973.00","81.00","1732"
"7420","2017-01-31","1661.00","2210.00","992.00","79.00","1732"
"7421","2017-02-28","1583.00","2536.00","1034.00","69.00","1732"
"7422","2017-03-31","1483.00","2503.00","1165.00","73.00","1732"
"7423","2017-04-30","1699.00","2548.00","909.00","36.00","1732"
"7424","2017-05-31","2833.00","3144.00","798.00","25.00","1732"
"7425","2016-06-30","3929.00","3412.00","801.00","20.00","175"
"7426","2016-07-31","2910.00","2916.00","729.00","13.00","175"
"7427","2016-08-31","3038.00","2860.00","623.00","17.00","175"
"7428","2016-09-30","3132.00","2572.00","567.00","12.00","175"
"7429","2016-10-31","3359.00","2588.00","554.00","14.00","175"
"7430","2016-11-30","2958.00","2677.00","648.00","21.00","175"
"7431","2016-12-31","2935.00","2612.00","645.00","15.00","175"
"7432","2017-01-31","3330.00","3263.00","759.00","22.00","175"
"7433","2017-02-28","2782.00","4155.00","930.00","28.00","175"
"7434","2017-03-31","4192.00","4387.00","963.00","28.00","175"
"7435","2017-04-30","3907.00","4260.00","725.00","15.00","175"
"7436","2017-05-31","2975.00","3705.00","981.00","17.00","175"
"7437","2016-06-30","14762.00","12716.00","1345.00","15.00","2016"
"7438","2016-07-31","12680.00","12625.00","1659.00","9.00","2016"
"7439","2016-08-31","10116.00","12181.00","1474.00","7.00","2016"
"7440","2016-09-30","8934.00","11085.00","1263.00","14.00","2016"
"7441","2016-10-31","6397.00","8874.00","900.00","7.00","2016"
"7442","2016-11-30","6991.00","8678.00","1060.00","10.00","2016"
"7443","2016-12-31","9175.00","9337.00","928.00","9.00","2016"
"7444","2017-01-31","6901.00","9316.00","647.00","7.00","2016"
"7445","2017-02-28","6959.00","10185.00","772.00","4.00","2016"
"7446","2017-03-31","7764.00","8608.00","933.00","7.00","2016"
"7447","2017-04-30","3293.00","2969.00","299.00","2.00","2016"
"7448","2017-05-31","1709.00","1196.00","119.00","1.00","2016"
"7449","2016-06-30","2052.00","1884.00","671.00","17.00","541"
"7450","2016-07-31","9716.00","1926.00","619.00","10.00","541"
"7451","2016-08-31","6607.00","3212.00","808.00","11.00","541"
"7452","2016-09-30","6972.00","2571.00","544.00","12.00","541"
"7453","2016-10-31","5170.00","3070.00","564.00","8.00","541"
"7454","2016-11-30","2822.00","3064.00","622.00","6.00","541"
"7455","2016-12-31","2217.00","2332.00","491.00","7.00","541"
"7456","2017-01-31","2187.00","1935.00","379.00","5.00","541"
"7457","2017-02-28","2979.00","2500.00","345.00","11.00","541"
"7458","2017-03-31","4140.00","3334.00","406.00","8.00","541"
"7459","2017-04-30","2344.00","2295.00","339.00","4.00","541"
"7460","2017-05-31","3321.00","2356.00","373.00","8.00","541"
"7461","2016-06-30","8439.00","3053.00","495.00","3.00","4390"
"7462","2016-07-31","7251.00","3163.00","593.00","7.00","4390"
"7463","2016-08-31","6534.00","3512.00","832.00","7.00","4390"
"7464","2016-09-30","10919.00","3043.00","595.00","8.00","4390"
"7465","2016-10-31","5762.00","3054.00","633.00","7.00","4390"
"7466","2016-11-30","4936.00","3778.00","833.00","5.00","4390"
"7467","2016-12-31","3357.00","3166.00","610.00","8.00","4390"
"7468","2017-01-31","2312.00","3363.00","655.00","8.00","4390"
"7469","2017-02-28","4433.00","4420.00","965.00","12.00","4390"
"7470","2017-03-31","6257.00","3984.00","744.00","9.00","4390"
"7471","2017-04-30","3501.00","3697.00","692.00","14.00","4390"
"7472","2017-05-31","3121.00","4364.00","793.00","11.00","4390"
"7473","2016-06-30","12571.00","4608.00","563.00","14.00","1530"
"7474","2016-07-31","9217.00","4377.00","655.00","13.00","1530"
"7475","2016-08-31","11794.00","4574.00","547.00","12.00","1530"
"7476","2016-09-30","11613.00","4511.00","684.00","17.00","1530"
"7477","2016-10-31","11146.00","4619.00","786.00","11.00","1530"
"7478","2016-11-30","7061.00","4183.00","706.00","16.00","1530"
"7479","2016-12-31","7017.00","4050.00","827.00","20.00","1530"
"7480","2017-01-31","7306.00","4573.00","791.00","15.00","1530"
"7481","2017-02-28","9435.00","5602.00","921.00","18.00","1530"
"7482","2017-03-31","8352.00","5147.00","869.00","31.00","1530"
"7483","2017-04-30","7302.00","4642.00","762.00","34.00","1530"
"7484","2017-05-31","7745.00","5139.00","781.00","23.00","1530"
"7485","2016-06-30","6577.00","3794.00","323.00","4.00","1224"
"7486","2016-07-31","17373.00","6714.00","465.00","10.00","1224"
"7487","2016-08-31","12153.00","6690.00","468.00","6.00","1224"
"7488","2016-09-30","13627.00","8222.00","557.00","7.00","1224"
"7489","2016-10-31","16160.00","9199.00","540.00","7.00","1224"
"7490","2016-11-30","8279.00","5994.00","526.00","7.00","1224"
"7491","2016-12-31","8737.00","5719.00","586.00","7.00","1224"
"7492","2017-01-31","10809.00","6420.00","672.00","13.00","1224"
"7493","2017-02-28","10198.00","6902.00","619.00","3.00","1224"
"7494","2017-03-31","9583.00","7291.00","523.00","6.00","1224"
"7495","2017-04-30","6601.00","4993.00","464.00","2.00","1224"
"7496","2017-05-31","5816.00","4972.00","532.00","9.00","1224"
"7497","2016-06-30","2088.00","1688.00","404.00","26.00","2636"
"7498","2016-07-31","1837.00","1675.00","425.00","15.00","2636"
"7499","2016-08-31","2226.00","1578.00","291.00","10.00","2636"
"7500","2016-09-30","1806.00","1432.00","307.00","10.00","2636"
"7501","2016-10-31","1841.00","1512.00","450.00","17.00","2636"
"7502","2016-11-30","2291.00","1667.00","379.00","13.00","2636"
"7503","2016-12-31","14021.00","2024.00","496.00","18.00","2636"
"7504","2017-01-31","4091.00","1835.00","491.00","10.00","2636"
"7505","2017-02-28","2963.00","2193.00","483.00","12.00","2636"
"7506","2017-03-31","4348.00","2494.00","576.00","17.00","2636"
"7507","2017-04-30","3665.00","2144.00","540.00","5.00","2636"
"7508","2017-05-31","2731.00","2610.00","700.00","27.00","2636"
"7509","2016-06-30","8424.00","4721.00","1183.00","54.00","117"
"7510","2016-07-31","8391.00","4554.00","939.00","37.00","117"
"7511","2016-08-31","4163.00","2879.00","637.00","29.00","117"
"7512","2016-09-30","3700.00","3412.00","827.00","36.00","117"
"7513","2016-10-31","7910.00","3258.00","725.00","25.00","117"
"7514","2016-11-30","4879.00","3614.00","830.00","38.00","117"
"7515","2016-12-31","4604.00","4196.00","922.00","37.00","117"
"7516","2017-01-31","3744.00","3657.00","892.00","32.00","117"
"7517","2017-02-28","3897.00","4107.00","661.00","19.00","117"
"7518","2017-03-31","4120.00","5270.00","1276.00","46.00","117"
"7519","2017-04-30","3076.00","2760.00","451.00","15.00","117"
"7520","2017-05-31","2220.00","2671.00","641.00","29.00","117"
"7521","2016-06-30","3536.00","3148.00","644.00","43.00","883"
"7522","2016-07-31","2792.00","2368.00","483.00","25.00","883"
"7523","2016-08-31","3316.00","3192.00","673.00","27.00","883"
"7524","2016-09-30","4299.00","3419.00","794.00","49.00","883"
"7525","2016-10-31","3031.00","2163.00","544.00","23.00","883"
"7526","2016-11-30","2946.00","2746.00","682.00","42.00","883"
"7527","2016-12-31","4334.00","4081.00","804.00","36.00","883"
"7528","2017-01-31","3275.00","2697.00","555.00","28.00","883"
"7529","2017-02-28","2975.00","1407.00","354.00","7.00","883"
"7530","2017-03-31","3925.00","2646.00","655.00","34.00","883"
"7531","2017-04-30","3577.00","2481.00","648.00","24.00","883"
"7532","2017-05-31","1890.00","1708.00","468.00","17.00","883"
"7533","2016-06-30","9884.00","1560.00","228.00","4.00","836"
"7534","2016-07-31","5694.00","1551.00","247.00","5.00","836"
"7535","2016-08-31","7204.00","1852.00","294.00","5.00","836"
"7536","2016-09-30","16501.00","2030.00","329.00","5.00","836"
"7537","2016-10-31","8831.00","2040.00","336.00","10.00","836"
"7538","2016-11-30","8848.00","2600.00","395.00","19.00","836"
"7539","2016-12-31","7110.00","2879.00","438.00","7.00","836"
"7540","2017-01-31","6427.00","2788.00","516.00","17.00","836"
"7541","2017-02-28","9970.00","2316.00","268.00","7.00","836"
"7542","2017-03-31","33511.00","3442.00","489.00","11.00","836"
"7543","2017-04-30","34041.00","3656.00","487.00","13.00","836"
"7544","2017-05-31","20657.00","3821.00","695.00","29.00","836"
"7545","2016-06-30","7073.00","3940.00","554.00","10.00","97"
"7546","2016-07-31","6895.00","4366.00","747.00","8.00","97"
"7547","2016-08-31","6493.00","4293.00","728.00","10.00","97"
"7548","2016-09-30","5749.00","4207.00","595.00","6.00","97"
"7549","2016-10-31","5075.00","4810.00","540.00","9.00","97"
"7550","2016-11-30","5163.00","4363.00","463.00","9.00","97"
"7551","2016-12-31","4760.00","3909.00","533.00","4.00","97"
"7552","2017-01-31","4549.00","2518.00","340.00","3.00","97"
"7553","2017-02-28","2729.00","3211.00","258.00","3.00","97"
"7554","2017-03-31","3738.00","2917.00","528.00","14.00","97"
"7555","2017-04-30","4716.00","4474.00","490.00","10.00","97"
"7556","2017-05-31","5026.00","4504.00","577.00","16.00","97"
"7557","2016-06-30","3848.00","2848.00","417.00","20.00","583"
"7558","2016-07-31","4702.00","2527.00","456.00","23.00","583"
"7559","2016-08-31","2800.00","2642.00","520.00","31.00","583"
"7560","2016-09-30","2826.00","2647.00","530.00","21.00","583"
"7561","2016-10-31","3819.00","2608.00","556.00","39.00","583"
"7562","2016-11-30","4078.00","3160.00","504.00","42.00","583"
"7563","2016-12-31","2687.00","3295.00","582.00","43.00","583"
"7564","2017-01-31","3713.00","3728.00","541.00","33.00","583"
"7565","2017-02-28","6117.00","6078.00","651.00","17.00","583"
"7566","2017-03-31","2546.00","7211.00","513.00","15.00","583"
"7567","2017-04-30","3901.00","6570.00","564.00","11.00","583"
"7568","2017-05-31","4274.00","6712.00","484.00","11.00","583"
"7569","2016-06-30","986.00","1104.00","256.00","24.00","628"
"7570","2016-07-31","1344.00","556.00","208.00","22.00","628"
"7571","2016-08-31","1452.00","633.00","266.00","28.00","628"
"7572","2016-09-30","1705.00","701.00","287.00","35.00","628"
"7573","2016-10-31","1394.00","664.00","302.00","37.00","628"
"7574","2016-11-30","1620.00","696.00","332.00","36.00","628"
"7575","2016-12-31","1458.00","630.00","310.00","27.00","628"
"7576","2017-01-31","1447.00","770.00","367.00","36.00","628"
"7577","2017-02-28","2081.00","772.00","309.00","21.00","628"
"7578","2017-03-31","2160.00","862.00","350.00","31.00","628"
"7579","2017-04-30","1921.00","785.00","298.00","28.00","628"
"7580","2017-05-31","2472.00","911.00","350.00","37.00","628"
"7581","2016-06-30","1646.00","1429.00","286.00","13.00","1485"
"7582","2016-07-31","1220.00","1723.00","456.00","21.00","1485"
"7583","2016-08-31","1187.00","1749.00","441.00","19.00","1485"
"7584","2016-09-30","1074.00","1650.00","443.00","22.00","1485"
"7585","2016-10-31","1226.00","1637.00","401.00","21.00","1485"
"7586","2016-11-30","1083.00","1531.00","467.00","19.00","1485"
"7587","2016-12-31","1019.00","1584.00","483.00","22.00","1485"
"7588","2017-01-31","1012.00","1384.00","447.00","20.00","1485"
"7589","2017-02-28","910.00","1548.00","496.00","24.00","1485"
"7590","2017-03-31","903.00","1487.00","547.00","25.00","1485"
"7591","2017-04-30","981.00","1624.00","529.00","22.00","1485"
"7592","2017-05-31","802.00","1706.00","581.00","31.00","1485"
"7593","2016-06-30","12037.00","2397.00","243.00","10.00","2762"
"7594","2016-07-31","4272.00","1316.00","226.00","9.00","2762"
"7595","2016-08-31","3078.00","2497.00","274.00","7.00","2762"
"7596","2016-09-30","4707.00","1682.00","236.00","6.00","2762"
"7597","2016-10-31","9165.00","2598.00","199.00","5.00","2762"
"7598","2016-11-30","4899.00","4961.00","360.00","9.00","2762"
"7599","2016-12-31","2747.00","6053.00","424.00","2.00","2762"
"7600","2017-01-31","5287.00","3597.00","269.00","4.00","2762"
"7601","2017-02-28","6026.00","4246.00","286.00","5.00","2762"
"7602","2017-03-31","7786.00","7557.00","317.00","7.00","2762"
"7603","2017-04-30","7522.00","7851.00","294.00","10.00","2762"
"7604","2017-05-31","7277.00","6676.00","383.00","12.00","2762"
"7605","2016-06-30","2395.00","3063.00","397.00","17.00","950"
"7606","2016-07-31","1997.00","3179.00","378.00","19.00","950"
"7607","2016-08-31","2318.00","3594.00","550.00","22.00","950"
"7608","2016-09-30","1901.00","4565.00","661.00","24.00","950"
"7609","2016-10-31","1841.00","3892.00","548.00","17.00","950"
"7610","2016-11-30","2149.00","4140.00","596.00","21.00","950"
"7611","2016-12-31","2742.00","4328.00","822.00","24.00","950"
"7612","2017-01-31","1524.00","3337.00","433.00","5.00","950"
"7613","2017-02-28","1681.00","3816.00","486.00","8.00","950"
"7614","2017-03-31","6167.00","5170.00","628.00","9.00","950"
"7615","2017-04-30","1714.00","4313.00","528.00","10.00","950"
"7616","2017-05-31","1696.00","5092.00","555.00","13.00","950"
"7617","2016-06-30","1944.00","7471.00","250.00","5.00","236"
"7618","2016-07-31","1773.00","9963.00","284.00","3.00","236"
"7619","2016-08-31","1935.00","7001.00","343.00","5.00","236"
"7620","2016-09-30","2139.00","10113.00","474.00","7.00","236"
"7621","2016-10-31","2545.00","7894.00","416.00","7.00","236"
"7622","2016-11-30","2492.00","6892.00","539.00","9.00","236"
"7623","2016-12-31","2338.00","13665.00","438.00","4.00","236"
"7624","2017-01-31","2161.00","6821.00","511.00","6.00","236"
"7625","2017-02-28","2386.00","7511.00","615.00","12.00","236"
"7626","2017-03-31","2492.00","8349.00","593.00","10.00","236"
"7627","2017-04-30","2355.00","6465.00","522.00","11.00","236"
"7628","2017-05-31","2305.00","5411.00","526.00","19.00","236"
"7629","2016-06-30","191.00","328.00","218.00","33.00","1282"
"7630","2016-07-31","182.00","321.00","217.00","18.00","1282"
"7631","2016-08-31","205.00","424.00","272.00","37.00","1282"
"7632","2016-09-30","188.00","313.00","249.00","23.00","1282"
"7633","2016-10-31","241.00","458.00","355.00","25.00","1282"
"7634","2016-11-30","197.00","406.00","279.00","28.00","1282"
"7635","2016-12-31","204.00","422.00","335.00","19.00","1282"
"7636","2017-01-31","178.00","371.00","326.00","32.00","1282"
"7637","2017-02-28","194.00","359.00","282.00","28.00","1282"
"7638","2017-03-31","143.00","396.00","345.00","33.00","1282"
"7639","2017-04-30","193.00","442.00","342.00","28.00","1282"
"7640","2017-05-31","192.00","473.00","382.00","44.00","1282"
"7641","2016-06-30","9281.00","6989.00","1116.00","25.00","1437"
"7642","2016-07-31","11219.00","6424.00","852.00","22.00","1437"
"7643","2016-08-31","11546.00","5941.00","940.00","21.00","1437"
"7644","2016-09-30","11706.00","7127.00","1099.00","22.00","1437"
"7645","2016-10-31","7898.00","4653.00","636.00","16.00","1437"
"7646","2016-11-30","5386.00","3836.00","697.00","20.00","1437"
"7647","2016-12-31","6855.00","5884.00","816.00","17.00","1437"
"7648","2017-01-31","10726.00","6445.00","1017.00","20.00","1437"
"7649","2017-02-28","3104.00","2279.00","350.00","4.00","1437"
"7650","2017-03-31","7541.00","4515.00","767.00","15.00","1437"
"7651","2017-04-30","6809.00","7977.00","1483.00","25.00","1437"
"7652","2017-05-31","5945.00","6984.00","1284.00","16.00","1437"
"7653","2016-06-30","333.00","1354.00","115.00","0.00","2954"
"7654","2016-07-31","288.00","1524.00","199.00","0.00","2954"
"7655","2016-08-31","557.00","1280.00","206.00","1.00","2954"
"7656","2016-09-30","810.00","1516.00","265.00","1.00","2954"
"7657","2016-10-31","778.00","1024.00","243.00","0.00","2954"
"7658","2016-11-30","731.00","1150.00","284.00","1.00","2954"
"7659","2016-12-31","741.00","1365.00","306.00","3.00","2954"
"7660","2017-01-31","359.00","1112.00","219.00","0.00","2954"
"7661","2017-02-28","690.00","1440.00","328.00","4.00","2954"
"7662","2017-03-31","901.00","1986.00","443.00","7.00","2954"
"7663","2017-04-30","1975.00","1203.00","330.00","14.00","2954"
"7664","2017-05-31","2376.00","1438.00","368.00","16.00","2954"
"7665","2016-06-30","3477.00","2056.00","81.00","1.00","1496"
"7666","2016-07-31","3460.00","2228.00","93.00","0.00","1496"
"7667","2016-08-31","3906.00","3053.00","105.00","1.00","1496"
"7668","2016-09-30","4504.00","3356.00","131.00","2.00","1496"
"7669","2016-10-31","5862.00","4363.00","121.00","3.00","1496"
"7670","2016-11-30","8068.00","6956.00","177.00","3.00","1496"
"7671","2016-12-31","9000.00","6179.00","218.00","3.00","1496"
"7672","2017-01-31","8509.00","5897.00","244.00","4.00","1496"
"7673","2017-02-28","10881.00","10472.00","319.00","3.00","1496"
"7674","2017-03-31","14466.00","18407.00","445.00","6.00","1496"
"7675","2017-04-30","12955.00","15941.00","253.00","0.00","1496"
"7676","2017-05-31","14767.00","10309.00","271.00","0.00","1496"
"7677","2016-06-30","4406.00","2361.00","489.00","10.00","671"
"7678","2016-07-31","3935.00","2146.00","453.00","4.00","671"
"7679","2016-08-31","4154.00","2265.00","541.00","6.00","671"
"7680","2016-09-30","3037.00","2428.00","646.00","12.00","671"
"7681","2016-10-31","2528.00","2572.00","745.00","25.00","671"
"7682","2016-11-30","2453.00","2465.00","661.00","13.00","671"
"7683","2016-12-31","2001.00","2262.00","602.00","12.00","671"
"7684","2017-01-31","2143.00","2647.00","794.00","19.00","671"
"7685","2017-02-28","2613.00","3027.00","986.00","16.00","671"
"7686","2017-03-31","3143.00","3252.00","1026.00","8.00","671"
"7687","2017-04-30","3054.00","3253.00","1160.00","23.00","671"
"7688","2017-05-31","2927.00","3188.00","1358.00","35.00","671"
"7689","2016-06-30","1164.00","1854.00","474.00","26.00","743"
"7690","2016-07-31","1251.00","1919.00","298.00","20.00","743"
"7691","2016-08-31","989.00","2478.00","446.00","23.00","743"
"7692","2016-09-30","1100.00","2009.00","874.00","140.00","743"
"7693","2016-10-31","1109.00","1529.00","343.00","15.00","743"
"7694","2016-11-30","972.00","1223.00","453.00","32.00","743"
"7695","2016-12-31","1065.00","1323.00","471.00","39.00","743"
"7696","2017-01-31","1070.00","1148.00","366.00","16.00","743"
"7697","2017-02-28","1197.00","1115.00","319.00","15.00","743"
"7698","2017-03-31","1188.00","1492.00","565.00","33.00","743"
"7699","2017-04-30","1090.00","1224.00","429.00","29.00","743"
"7700","2017-05-31","1107.00","1269.00","553.00","35.00","743"
"7701","2016-06-30","206.00","1170.00","720.00","39.00","3029"
"7702","2016-07-31","1396.00","1043.00","800.00","32.00","3029"
"7703","2016-08-31","235.00","1001.00","528.00","18.00","3029"
"7704","2016-09-30","719.00","1365.00","944.00","51.00","3029"
"7705","2016-10-31","2058.00","1359.00","776.00","42.00","3029"
"7706","2016-11-30","2122.00","1195.00","705.00","42.00","3029"
"7707","2016-12-31","1108.00","1837.00","1017.00","41.00","3029"
"7708","2017-01-31","596.00","1728.00","871.00","38.00","3029"
"7709","2017-02-28","652.00","2201.00","926.00","46.00","3029"
"7710","2017-03-31","1774.00","2141.00","1307.00","71.00","3029"
"7711","2017-04-30","566.00","1926.00","1254.00","70.00","3029"
"7712","2017-05-31","731.00","1573.00","811.00","33.00","3029"
"7713","2016-06-30","172.00","93.00","20.00","4.00","4146"
"7714","2016-07-31","918.00","150.00","19.00","5.00","4146"
"7715","2016-08-31","995.00","293.00","32.00","5.00","4146"
"7716","2016-09-30","1129.00","298.00","30.00","6.00","4146"
"7717","2016-10-31","1473.00","513.00","34.00","4.00","4146"
